subj,exp_id,ses_id,marker,object,timestamp,x,y,duration,msrn,msrt
018,1,1,layout3,msrt,3.170749,262.967501,968.155632,0.410375,0.000000,0.623949
018,1,1,layout3,msrt,3.597772,260.354880,1001.673000,0.033061,0.000000,0.623949
018,1,1,layout3,msrt,3.794573,839.731200,239.500800,0.032975,0.000000,0.623949
018,1,1,layout3,msrt,3.844068,850.250880,250.462800,0.016652,0.000000,0.623949
018,1,1,layout3,msrt,3.959245,1680.954240,999.723600,0.016554,0.000000,0.623949
018,1,1,layout3,msrt,3.992029,1687.535726,976.819886,0.115252,0.000000,0.623949
018,1,1,layout3,msrt,4.140091,1652.452800,1050.127200,0.032815,0.000000,0.623949
018,1,1,layout3,msrt,4.205208,1691.451733,950.540400,0.148424,0.000000,0.623949
018,1,1,layout3,msrt,4.369884,1722.906092,887.328831,0.213565,0.000000,0.623949
018,1,1,layout3,msrt,4.616332,1721.034112,931.687920,0.246162,0.000000,0.623949
018,1,1,layout3,msrt,4.911672,1744.203840,795.074400,0.032935,0.000000,0.623949
018,1,1,layout3,msrt,4.961010,1742.784000,881.820000,0.016404,0.000000,0.623949
006,1,1,layout11,msrt,0.049217,906.983040,0.000000,0.016724,0.000000,0.000000
006,1,1,layout11,msrt,0.082111,909.485440,0.000000,0.049360,0.000000,0.000000
006,1,1,layout11,msrt,0.180775,900.978240,157.123800,0.032958,0.000000,0.000000
006,1,1,layout11,msrt,0.262637,907.942528,0.000000,0.246274,0.000000,0.000000
006,1,1,layout11,msrt,0.640615,371.746560,735.998400,0.016670,0.000000,0.000000
006,1,1,layout11,msrt,0.673693,383.164160,671.468400,0.049106,0.000000,0.000000
006,1,1,layout11,msrt,0.739314,363.256320,625.212000,0.016603,0.000000,0.000000
006,1,1,layout11,msrt,0.886689,936.401280,0.000000,0.016538,0.000000,0.000000
006,1,1,layout11,msrt,0.919714,947.485635,0.000000,0.969745,0.000000,0.000000
006,1,1,layout11,msrt,1.905584,967.127040,0.000000,0.016704,0.000000,0.000000
006,1,1,layout11,msrt,2.069707,1423.309440,823.046400,0.016299,0.000000,0.000000
006,1,1,layout11,msrt,2.184813,1672.573440,1080.000000,0.016151,0.000000,0.000000
006,1,1,layout11,msrt,2.217969,1642.332800,998.589600,0.049091,0.000000,0.000000
006,1,1,layout11,msrt,2.283782,1638.276348,1031.848386,0.476282,0.000000,0.000000
006,1,1,layout11,msrt,2.776365,1621.838400,1048.516200,0.098511,0.000000,0.000000
006,1,1,layout11,msrt,2.891632,1592.108160,1080.000000,0.032652,0.000000,0.000000
006,1,1,layout11,msrt,2.989674,1654.958400,990.601200,0.098896,0.000000,0.000000
006,1,1,layout11,msrt,3.105291,1653.452160,991.364400,0.032439,0.000000,0.000000
006,1,1,layout11,msrt,3.285601,260.274432,959.882400,0.082210,0.000000,0.000000
006,1,1,layout11,msrt,3.417269,153.671040,885.902400,0.016008,0.000000,0.000000
006,1,1,layout11,msrt,3.465994,219.557760,1006.695000,0.033228,0.000000,0.000000
006,1,1,layout11,msrt,3.532142,217.442215,925.093523,0.427015,0.000000,0.000000
006,1,1,layout11,msrt,4.008643,169.264000,852.771600,0.048953,0.000000,0.000000
006,1,1,layout11,msrt,4.205689,856.263360,0.888300,0.131051,0.000000,0.000000
006,1,1,layout11,msrt,4.353212,934.495177,0.000000,0.345432,0.000000,0.000000
006,1,1,layout10,msrt,0.049286,879.367680,0.000000,0.016863,0.000000,0.000000
006,1,1,layout10,msrt,0.082372,890.397207,0.000000,0.180608,0.000000,0.000000
006,1,1,layout10,msrt,0.295831,961.166720,0.000000,0.049589,0.000000,0.000000
006,1,1,layout10,msrt,0.361459,942.190080,19.515600,0.033083,0.000000,0.000000
006,1,1,layout10,msrt,0.509245,296.999040,975.628800,0.016468,0.000000,0.000000
006,1,1,layout10,msrt,0.657530,854.851200,0.000000,0.016121,0.000000,0.000000
006,1,1,layout10,msrt,0.690482,910.229029,0.000000,1.034454,0.000000,0.000000
006,1,1,layout10,msrt,1.889544,134.242560,877.089600,0.016716,0.000000,0.000000
006,1,1,layout10,msrt,1.922562,185.176869,952.418057,0.114791,0.000000,0.000000
006,1,1,layout10,msrt,2.086899,227.003520,882.295200,0.016153,0.000000,0.000000
006,1,1,layout10,msrt,2.464463,184.912107,949.084800,0.295550,0.000000,0.000000
006,1,1,layout10,msrt,2.776347,205.201280,947.370000,0.148178,0.000000,0.000000
006,1,1,layout10,msrt,2.957525,163.737600,870.242400,0.032596,0.000000,0.000000
006,1,1,layout10,msrt,3.171117,1577.393280,852.616800,0.016071,0.000000,0.000000
006,1,1,layout10,msrt,3.204020,1622.277120,880.156800,0.016198,0.000000,0.000000
006,1,1,layout10,msrt,3.236915,1592.117120,956.181600,0.049043,0.000000,0.000000
006,1,1,layout10,msrt,3.368342,1684.085760,1080.000000,0.016278,0.000000,0.000000
006,1,1,layout10,msrt,3.401085,1629.762240,1080.000000,0.032929,0.000000,0.000000
006,1,1,layout10,msrt,3.450462,1642.873280,1046.953800,0.098370,0.000000,0.000000
006,1,1,layout10,msrt,3.565361,1701.872640,1080.000000,0.016419,0.000000,0.000000
006,1,1,layout10,msrt,3.713170,816.942720,0.000000,0.016463,0.000000,0.000000
006,1,1,layout10,msrt,3.745961,774.218880,0.000000,0.016499,0.000000,0.000000
018,1,1,layout2,msrt,0.082481,892.003200,686.358000,0.049304,0.000000,0.000000
018,1,1,layout2,msrt,0.262724,848.213120,220.028400,0.049374,0.000000,0.000000
018,1,1,layout2,msrt,0.328602,869.512320,295.223400,0.033244,0.000000,0.000000
018,1,1,layout2,msrt,0.525953,286.296000,816.350400,0.032871,0.000000,0.000000
018,1,1,layout2,msrt,0.575464,266.305920,736.786800,0.016210,0.000000,0.000000
018,1,1,layout2,msrt,0.624489,334.064640,836.114400,0.032773,0.000000,0.000000
018,1,1,layout2,msrt,0.690282,266.133120,784.684800,0.016664,0.000000,0.000000
018,1,1,layout2,msrt,0.788922,219.033600,950.076000,0.015926,0.000000,0.000000
018,1,1,layout2,msrt,0.838092,225.909760,899.762400,0.049534,0.000000,0.000000
018,1,1,layout2,msrt,0.936729,256.601280,1067.299200,0.032456,0.000000,0.000000
018,1,1,layout2,msrt,1.117157,1593.828096,952.890480,0.082400,0.000000,0.000000
018,1,1,layout2,msrt,1.281726,1750.872960,1012.845600,0.016628,0.000000,0.000000
018,1,1,layout2,msrt,1.364042,1650.508800,1053.918000,0.032330,0.000000,0.000000
018,1,1,layout2,msrt,1.429354,1709.854080,1002.744000,0.049664,0.000000,0.000000
018,1,1,layout2,msrt,1.495207,1659.564800,1055.043000,0.098568,0.000000,0.000000
018,1,1,layout2,msrt,1.758262,909.261830,9.212870,0.377707,0.000000,0.000000
018,1,1,layout2,msrt,2.349720,258.396368,1052.584074,0.706242,0.000000,0.000000
018,1,1,layout2,msrt,3.203495,934.383360,0.000000,0.016631,0.000000,0.000000
018,1,1,layout2,msrt,3.236617,908.993675,5.576612,1.675946,0.000000,0.000000
018,1,1,layout2,msrt,4.928758,894.261120,9.936000,0.016673,0.000000,0.000000
010,1,1,layout10,msrt,0.049338,1697.122560,772.318800,0.016517,0.000000,0.345972
010,1,1,layout10,msrt,0.131797,1623.200640,914.133600,0.032832,0.000000,0.345972
010,1,1,layout10,msrt,0.181274,1676.013120,894.410100,0.131448,0.000000,0.345972
010,1,1,layout10,msrt,0.378260,1671.573120,1069.024500,0.131476,0.000000,0.345972
010,1,1,layout10,msrt,0.673712,288.250880,946.332000,0.049297,0.000000,0.345972
010,1,1,layout10,msrt,0.739831,267.828480,954.849600,0.016108,0.000000,0.345972
010,1,1,layout10,msrt,0.871274,973.577014,0.000000,0.771835,0.000000,0.345972
010,1,1,layout10,msrt,1.709067,969.590400,100.938960,0.081604,0.000000,0.345972
010,1,1,layout10,msrt,1.807161,967.143040,165.535200,0.049399,0.000000,0.345972
010,1,1,layout10,msrt,1.938646,965.148000,28.665900,0.197029,0.000000,0.345972
010,1,1,layout10,msrt,2.349634,207.423360,858.902400,0.049303,0.000000,0.345972
010,1,1,layout10,msrt,2.415494,174.224640,802.818000,0.016328,0.000000,0.345972
010,1,1,layout10,msrt,2.481058,237.386453,894.948000,0.147981,0.000000,0.345972
010,1,1,layout10,msrt,2.678357,323.433600,882.500400,0.049151,0.000000,0.345972
010,1,1,layout10,msrt,2.907914,1499.276160,888.537600,0.016363,0.000000,0.345972
010,1,1,layout10,msrt,2.940668,1511.561280,928.238400,0.032955,0.000000,0.345972
010,1,1,layout10,msrt,3.088925,1728.909440,1005.426000,0.049594,0.000000,0.345972
010,1,1,layout10,msrt,3.171336,1651.605120,1050.701760,0.163658,1.000000,0.345972
010,1,1,layout10,msrt,3.499296,870.069120,0.000000,0.016913,0.000000,0.345972
010,1,1,layout10,msrt,3.532428,889.506133,0.000000,0.147929,0.000000,0.345972
010,1,1,layout10,msrt,3.729561,956.018277,0.061535,0.706209,0.000000,0.345972
010,1,1,layout10,msrt,4.452127,914.478720,0.000000,0.016482,0.000000,0.345972
010,1,1,layout11,msrt,0.048837,896.290560,0.000000,0.016380,0.000000,0.000000
010,1,1,layout11,msrt,0.081689,941.329670,0.000000,0.378164,0.000000,0.000000
010,1,1,layout11,msrt,0.689720,436.222080,740.718000,0.016426,0.000000,0.000000
010,1,1,layout11,msrt,0.804796,280.460800,819.847800,0.098747,0.000000,0.000000
010,1,1,layout11,msrt,1.050946,1691.018057,967.684629,0.114895,0.000000,0.000000
010,1,1,layout11,msrt,1.231588,1610.743680,1067.450400,0.032928,0.000000,0.000000
010,1,1,layout11,msrt,1.330402,1742.611200,940.107600,0.016415,0.000000,0.000000
010,1,1,layout11,msrt,1.577115,370.763520,1080.000000,0.016030,0.000000,0.000000
010,1,1,layout11,msrt,1.658744,330.923520,962.815680,0.082625,0.000000,0.000000
010,1,1,layout11,msrt,1.774326,353.247360,940.053600,0.081962,0.000000,0.000000
010,1,1,layout11,msrt,1.872558,400.225920,984.236400,0.016669,0.000000,0.000000
010,1,1,layout11,msrt,1.987884,254.940160,809.568000,0.049054,0.000000,0.000000
010,1,1,layout11,msrt,2.086380,308.166720,908.544600,0.032893,0.000000,0.000000
010,1,1,layout11,msrt,2.168503,199.216000,788.673600,0.049346,0.000000,0.000000
010,1,1,layout11,msrt,2.299583,274.336128,903.836880,0.082018,0.000000,0.000000
010,1,1,layout11,msrt,2.447585,242.263680,711.406800,0.016194,0.000000,0.000000
010,1,1,layout11,msrt,2.513521,270.253824,887.621760,0.081636,0.000000,0.000000
010,1,1,layout11,msrt,2.611717,212.478720,860.365800,0.032646,0.000000,0.000000
010,1,1,layout11,msrt,2.661390,256.336640,781.837200,0.049045,0.000000,0.000000
010,1,1,layout11,msrt,2.759940,248.496000,906.966000,0.048817,0.000000,0.000000
010,1,1,layout11,msrt,2.858221,260.321280,803.034000,0.016496,0.000000,0.000000
010,1,1,layout11,msrt,2.923987,251.487360,923.815800,0.032975,0.000000,0.000000
010,1,1,layout11,msrt,2.989719,250.545120,801.319500,0.131502,0.000000,0.000000
010,1,1,layout11,msrt,3.170252,238.532160,937.461600,0.033038,0.000000,0.000000
010,1,1,layout11,msrt,3.285481,349.551360,894.164400,0.016213,0.000000,0.000000
010,1,1,layout11,msrt,3.367340,280.776960,688.327200,0.016434,0.000000,0.000000
010,1,1,layout11,msrt,3.449400,382.404480,914.986800,0.016419,0.000000,0.000000
010,1,1,layout11,msrt,3.548041,254.478720,667.656000,0.016435,0.000000,0.000000
010,1,1,layout11,msrt,3.581137,271.623497,738.065829,0.115082,0.000000,0.000000
010,1,1,layout11,msrt,3.777957,390.823680,838.566000,0.033393,0.000000,0.000000
010,1,1,layout11,msrt,3.893379,316.466040,731.650725,0.262979,0.000000,0.000000
010,1,1,layout11,msrt,4.254689,352.337920,902.613600,0.049647,0.000000,0.000000
010,1,1,layout11,msrt,4.353402,323.528640,818.440200,0.032831,0.000000,0.000000
010,1,1,layout11,msrt,4.402601,406.604160,825.876000,0.049282,0.000000,0.000000
010,1,1,layout11,msrt,4.484690,348.947520,889.029000,0.032882,0.000000,0.000000
010,1,1,layout11,msrt,4.566523,348.957840,793.947150,0.131629,0.000000,0.000000
010,1,1,layout11,msrt,4.714280,301.599360,776.628000,0.016860,0.000000,0.000000
003,1,1,layout6,msrt,0.049379,1500.637440,900.007200,0.016330,0.000000,0.340113
003,1,1,layout6,msrt,0.082410,1549.069091,921.041673,0.180772,1.000000,0.340113
003,1,1,layout6,msrt,0.443819,967.801760,19.251450,0.788267,0.000000,0.340113
003,1,1,layout6,msrt,1.396966,213.924960,954.674100,0.065538,0.000000,0.340113
003,1,1,layout6,msrt,1.478886,166.870400,916.279200,0.049442,0.000000,0.340113
003,1,1,layout6,msrt,1.577536,215.611520,1023.852600,0.098667,0.000000,0.340113
003,1,1,layout6,msrt,1.692216,256.312320,1059.739200,0.065951,0.000000,0.340113
003,1,1,layout6,msrt,1.807637,200.064000,963.187200,0.032897,0.000000,0.340113
003,1,1,layout6,msrt,1.873426,229.702154,1028.177446,0.213299,0.000000,0.340113
003,1,1,layout6,msrt,2.299889,1404.894720,1080.000000,0.016559,0.000000,0.340113
003,1,1,layout6,msrt,2.332963,1390.706400,1080.000000,0.065570,0.000000,0.340113
003,1,1,layout6,msrt,2.497591,1640.183040,1002.505015,0.213453,0.000000,0.340113
003,1,1,layout6,msrt,2.727677,1605.939240,958.103775,0.262637,0.000000,0.340113
003,1,1,layout6,msrt,3.056060,1612.494507,1025.141200,0.443285,0.000000,0.340113
003,1,1,layout6,msrt,3.515812,1625.690880,992.790000,0.016618,0.000000,0.340113
003,1,1,layout6,msrt,3.664054,966.067117,4.886765,0.377746,0.000000,0.340113
003,1,1,layout6,msrt,4.205943,234.228480,1003.611600,0.016660,0.000000,0.340113
003,1,1,layout6,msrt,4.238974,220.037760,961.340400,0.016507,0.000000,0.340113
003,1,1,layout7,msrt,0.049745,1634.590080,1064.415600,0.016227,0.000000,0.457461
003,1,1,layout7,msrt,0.345156,989.754240,222.901200,0.016883,0.000000,0.457461
003,1,1,layout7,msrt,0.378137,940.427345,214.743273,0.180382,1.000000,0.457461
003,1,1,layout7,msrt,0.641240,933.846480,0.000000,0.131250,0.000000,0.457461
003,1,1,layout7,msrt,0.788986,883.864594,0.000000,0.115071,0.000000,0.457461
003,1,1,layout7,msrt,1.068176,226.461056,961.752960,0.246418,0.000000,0.457461
003,1,1,layout7,msrt,1.347482,238.706194,994.530343,0.115067,0.000000,0.457461
003,1,1,layout7,msrt,1.560810,235.913280,856.531800,0.032985,0.000000,0.457461
003,1,1,layout7,msrt,1.659304,312.577097,989.173543,0.115404,0.000000,0.457461
003,1,1,layout7,msrt,1.823944,198.262080,1000.630800,0.065542,0.000000,0.457461
003,1,1,layout7,msrt,2.448187,1640.486400,920.674800,0.049432,0.000000,0.457461
003,1,1,layout7,msrt,2.513906,1622.331840,852.241500,0.065414,0.000000,0.457461
003,1,1,layout7,msrt,2.628508,1643.834880,987.174000,0.016911,0.000000,0.457461
003,1,1,layout7,msrt,2.678131,1643.272243,894.163104,0.410981,0.000000,0.457461
003,1,1,layout7,msrt,3.121757,1601.595520,990.219600,0.048931,0.000000,0.457461
003,1,1,layout7,msrt,3.219993,1638.307200,888.599700,0.066240,0.000000,0.457461
003,1,1,layout7,msrt,3.335251,1606.995840,977.848200,0.032939,0.000000,0.457461
003,1,1,layout7,msrt,3.433896,1509.515136,862.500960,0.082313,0.000000,0.457461
003,1,1,layout7,msrt,3.680277,317.523840,1071.034200,0.098434,0.000000,0.457461
003,1,1,layout7,msrt,3.877074,171.842880,1017.846000,0.032957,0.000000,0.457461
003,1,1,layout7,msrt,3.942856,183.825600,933.422400,0.032938,0.000000,0.457461
003,1,1,layout7,msrt,4.008623,215.465920,1005.543000,0.098964,0.000000,0.457461
003,1,1,layout7,msrt,4.123960,200.641920,968.338800,0.016352,0.000000,0.457461
003,1,1,layout7,msrt,4.287794,1273.048320,864.810000,0.016432,0.000000,0.457461
003,1,1,layout7,msrt,4.320697,1262.000640,888.667200,0.016424,0.000000,0.457461
003,1,1,layout7,msrt,4.534789,1536.056960,880.239600,0.048992,0.000000,0.457461
003,1,1,layout7,msrt,4.600496,1551.861120,857.487600,0.016095,0.000000,0.457461
017,1,1,layout8,msrt,0.049647,976.892160,0.000000,0.016204,0.000000,0.000000
017,1,1,layout8,msrt,0.082381,1021.897440,0.000000,0.066007,0.000000,0.000000
017,1,1,layout8,msrt,0.164781,1010.273280,0.000000,0.016363,0.000000,0.000000
