subj,exp_id,ses_id,marker,object,mag,amp,dur,timestamp
005,1,1,layout8,sacc,20.138944,485.976100,0.082177,2.069926
005,1,1,layout8,sacc,19.790304,460.421581,0.065671,2.415014
005,1,1,layout8,sacc,21.089528,530.603845,0.082114,3.499252
005,1,1,layout9,sacc,20.215562,477.568491,0.065755,0.295663
005,1,1,layout9,sacc,18.812088,490.292324,0.098619,1.051339
005,1,1,layout9,sacc,22.562898,640.670734,0.082221,2.020710
005,1,1,layout9,sacc,18.507065,382.077075,0.098559,2.332871
005,1,1,layout9,sacc,18.483633,397.984255,0.098458,2.825758
005,1,1,layout9,sacc,24.168941,652.820402,0.082105,3.499256
011,1,1,layout6,sacc,24.582383,530.506599,0.065732,0.574992
011,1,1,layout6,sacc,18.363851,527.509387,0.131574,0.838192
011,1,1,layout7,sacc,20.689455,466.808596,0.081648,0.427494
007,1,1,layout0,sacc,16.284038,446.749348,0.098782,0.361179
007,1,1,layout0,sacc,20.652782,439.381136,0.082441,2.562515
007,1,1,layout0,sacc,23.090637,568.893750,0.098303,2.989866
007,1,1,layout1,sacc,9.906000,144.110293,0.049198,0.509683
007,1,1,layout1,sacc,12.950302,285.223725,0.049146,0.657514
007,1,1,layout1,sacc,18.872473,520.889541,0.115055,0.985885
007,1,1,layout1,sacc,13.276171,236.976298,0.066110,1.445681
007,1,1,layout1,sacc,11.514550,195.701375,0.065829,1.626708
008,1,1,layout1,sacc,19.238611,439.812960,0.082191,0.345081
008,1,1,layout1,sacc,21.394982,434.828859,0.066049,1.445869
008,1,1,layout0,sacc,20.996241,554.795335,0.064982,2.152616
008,1,1,layout0,sacc,27.755477,429.071648,0.049309,2.809733
005,1,1,layout2,sacc,20.322208,381.816570,0.082089,0.048914
005,1,1,layout2,sacc,22.898474,508.569136,0.065696,0.492541
005,1,1,layout2,sacc,23.135182,601.949769,0.065814,2.348891
005,1,1,layout2,sacc,25.270215,710.521706,0.082200,2.743145
005,1,1,layout3,sacc,15.195289,252.344621,0.082047,0.246456
005,1,1,layout3,sacc,20.279358,443.569609,0.082240,0.607747
005,1,1,layout3,sacc,21.709957,410.818813,0.082070,1.182872
005,1,1,layout3,sacc,25.223403,517.121143,0.065606,1.659269
005,1,1,layout3,sacc,24.165644,588.920489,0.065637,2.053599
005,1,1,layout3,sacc,24.134261,693.486424,0.098591,2.299959
013,1,1,layout4,sacc,11.061309,317.147374,0.180827,0.082252
013,1,1,layout4,sacc,16.010089,504.218034,0.131460,0.969352
013,1,1,layout4,sacc,2.830726,60.517564,0.049296,1.199384
013,1,1,layout4,sacc,19.167663,440.373853,0.114954,1.413007
013,1,1,layout4,sacc,2.356903,68.352213,0.049343,1.757910
013,1,1,layout4,sacc,2.145045,49.809765,0.049323,2.661484
013,1,1,layout4,sacc,13.450980,344.605153,0.082275,3.433611
013,1,1,layout4,sacc,7.484565,241.296251,0.147945,3.581418
013,1,1,layout4,sacc,23.887150,159.831938,0.230041,3.959347
013,1,1,layout5,sacc,14.652711,322.463622,0.065744,0.427013
013,1,1,layout5,sacc,25.606385,173.000892,0.229929,1.232075
013,1,1,layout5,sacc,28.746700,169.703163,0.230093,1.576959
012,1,1,layout10,sacc,21.617710,390.397341,0.065676,0.295708
012,1,1,layout10,sacc,27.045797,479.602274,0.065782,1.018578
012,1,1,layout11,sacc,24.265799,548.902351,0.049257,0.262830
012,1,1,layout11,sacc,25.938301,467.758527,0.065676,0.772028
016,1,1,layout5,sacc,23.649526,576.391171,0.098354,0.690355
016,1,1,layout5,sacc,26.927475,693.957242,0.082079,1.199764
016,1,1,layout5,sacc,25.650847,640.548863,0.065740,2.398896
016,1,1,layout5,sacc,22.947809,615.524167,0.098266,3.795618
016,1,1,layout5,sacc,22.112547,657.783242,0.098428,4.074448
016,1,1,layout4,sacc,22.831608,619.538108,0.082280,0.263087
016,1,1,layout4,sacc,20.653006,452.439513,0.098576,0.476680
016,1,1,layout4,sacc,20.078829,445.889494,0.098569,1.413060
016,1,1,layout4,sacc,25.625243,615.939346,0.065357,2.185483
016,1,1,layout4,sacc,28.895593,392.923685,0.246206,2.711108
016,1,1,layout4,sacc,25.806670,553.099135,0.065893,4.353486
016,1,1,layout4,sacc,22.633633,652.853664,0.098255,4.600285
004,1,1,layout11,sacc,23.550323,458.383052,0.082238,0.279156
004,1,1,layout11,sacc,22.573021,437.576906,0.065539,0.607932
004,1,1,layout11,sacc,17.759516,461.887274,0.082274,0.821277
004,1,1,layout11,sacc,23.740944,560.958471,0.098528,1.314263
004,1,1,layout11,sacc,25.321617,603.135698,0.049351,1.757814
004,1,1,layout10,sacc,1.749607,60.906599,0.049351,0.131377
004,1,1,layout10,sacc,16.939367,468.007032,0.114992,0.213561
004,1,1,layout10,sacc,13.185349,482.878617,0.197150,0.673559
004,1,1,layout10,sacc,19.252701,566.563038,0.131614,0.886962
004,1,1,layout10,sacc,16.447019,560.022791,0.115062,1.199215
004,1,1,layout10,sacc,23.713280,639.932648,0.098589,1.396422
004,1,1,layout10,sacc,20.611733,204.587951,0.377795,1.577133
004,1,1,layout10,sacc,12.670549,448.340759,0.197143,2.184960
004,1,1,layout10,sacc,16.719509,472.375204,0.164269,2.530014
004,1,1,layout10,sacc,14.944624,569.644247,0.131356,3.515737
001,1,1,layout,sacc,13.490512,246.698239,0.049249,0.246536
001,1,1,layout,sacc,17.493961,405.017890,0.065785,0.706478
001,1,1,layout,sacc,26.345792,638.397085,0.082246,1.215664
001,1,1,layout,sacc,18.863315,419.498043,0.065782,1.774224
001,1,1,layout,sacc,20.727236,442.490802,0.065796,2.365694
001,1,1,layout,sacc,19.434358,488.416688,0.114996,3.236490
001,1,1,layout,sacc,24.045257,510.442073,0.065749,3.696393
001,1,1,layout,sacc,18.476010,325.362005,0.082021,4.156425
001,1,1,layout,sacc,21.417936,501.478332,0.065737,4.501464
003,1,1,layout2,sacc,17.471987,371.451442,0.082262,0.164539
003,1,1,layout2,sacc,22.172806,572.645349,0.082067,0.657525
003,1,1,layout2,sacc,17.978064,404.988030,0.098544,1.709025
003,1,1,layout2,sacc,24.570394,570.722419,0.065886,2.136004
003,1,1,layout2,sacc,21.476513,507.773326,0.082049,2.661813
003,1,1,layout2,sacc,16.231864,381.868510,0.098541,3.482846
003,1,1,layout3,sacc,19.380888,400.567911,0.081778,0.246889
003,1,1,layout3,sacc,20.753593,281.771979,0.098722,1.051414
003,1,1,layout3,sacc,25.107265,926.786879,0.114750,1.642894
003,1,1,layout3,sacc,22.784488,281.946027,0.049672,2.497267
003,1,1,layout3,sacc,21.105517,469.909121,0.098094,3.581965
009,1,1,layout8,sacc,24.724737,469.345136,0.066324,0.278801
009,1,1,layout8,sacc,25.588600,671.930530,0.065801,1.741016
009,1,1,layout8,sacc,21.442516,503.016315,0.082337,3.679865
009,1,1,layout9,sacc,24.545116,530.396433,0.065894,0.607942
009,1,1,layout9,sacc,20.880433,444.318770,0.082042,1.528360
009,1,1,layout9,sacc,15.902041,421.009247,0.049452,2.414841
009,1,1,layout9,sacc,15.538555,367.803015,0.048995,2.645535
009,1,1,layout9,sacc,29.686693,721.032763,0.081490,3.302530
015,1,1,layout4,sacc,23.166840,475.939508,0.081992,0.263019
015,1,1,layout4,sacc,17.882065,423.954326,0.065703,0.722973
015,1,1,layout4,sacc,11.642714,304.171361,0.065703,0.920076
015,1,1,layout4,sacc,24.742272,541.482475,0.065731,1.117182
015,1,1,layout4,sacc,22.806337,451.251070,0.065568,1.265170
015,1,1,layout5,sacc,13.728425,254.590253,0.081958,0.410735
015,1,1,layout5,sacc,11.274574,249.940694,0.065756,0.591295
015,1,1,layout5,sacc,35.414407,210.420478,0.230076,0.706337
015,1,1,layout5,sacc,27.520108,408.290291,0.049376,1.297695
015,1,1,layout5,sacc,21.642414,566.134696,0.131424,3.022835
018,1,1,layout7,sacc,12.875095,380.252321,0.065417,0.180884
018,1,1,layout7,sacc,18.760587,349.824786,0.098658,0.641033
018,1,1,layout7,sacc,20.630182,659.902411,0.098527,1.068025
018,1,1,layout7,sacc,22.952043,602.432575,0.082622,1.560576
018,1,1,layout7,sacc,21.374103,491.459738,0.082385,2.152364
018,1,1,layout6,sacc,20.386580,470.803671,0.098228,0.361931
018,1,1,layout6,sacc,12.289493,356.510631,0.081996,0.904015
018,1,1,layout6,sacc,14.585304,413.140110,0.066094,1.100657
006,1,1,layout3,sacc,9.250847,250.631499,0.049272,0.345465
006,1,1,layout3,sacc,11.939217,264.028243,0.065471,0.575690
006,1,1,layout3,sacc,10.804902,245.856379,0.049209,0.739338
006,1,1,layout3,sacc,20.381473,448.475512,0.065768,0.822054
006,1,1,layout3,sacc,23.149523,581.819085,0.082246,1.265108
006,1,1,layout3,sacc,20.812232,504.693350,0.115190,1.955419
006,1,1,layout2,sacc,8.422012,218.196346,0.049068,0.361983
006,1,1,layout2,sacc,7.271271,160.049707,0.049433,0.443948
006,1,1,layout2,sacc,20.627443,456.365886,0.065799,0.789045
006,1,1,layout2,sacc,8.389380,224.733148,0.065679,0.953403
006,1,1,layout2,sacc,20.989500,617.857848,0.115021,1.265279
006,1,1,layout2,sacc,7.955830,189.493467,0.049312,1.873213
006,1,1,layout2,sacc,6.562677,199.359722,0.049218,2.382504
006,1,1,layout2,sacc,20.392129,515.621862,0.081983,3.844746
006,1,1,layout2,sacc,22.973978,536.502231,0.065832,4.583519
010,1,1,layout5,sacc,23.510964,555.633509,0.065721,0.378207
010,1,1,layout4,sacc,20.110558,388.096641,0.065847,0.378064
010,1,1,layout4,sacc,22.739236,753.177438,0.082096,0.755868
010,1,1,layout4,sacc,20.509894,457.803092,0.098760,1.314258
012,1,1,layout7,sacc,22.005065,367.401705,0.049229,0.311773
012,1,1,layout7,sacc,20.150914,453.508692,0.082088,0.656782
012,1,1,layout7,sacc,17.891633,486.059108,0.065833,1.133124
003,1,1,layout11,sacc,13.383861,262.059328,0.098568,2.448234
003,1,1,layout11,sacc,11.724959,323.354489,0.098561,2.826115
003,1,1,layout11,sacc,14.242749,441.273122,0.065957,2.990255
003,1,1,layout11,sacc,19.123267,591.351517,0.065786,4.271953
003,1,1,layout11,sacc,29.367259,634.723432,0.114826,4.353965
003,1,1,layout10,sacc,20.320181,458.523911,0.065549,0.558904
003,1,1,layout10,sacc,21.655848,238.737233,0.279870,1.774246
003,1,1,layout10,sacc,11.710358,203.281047,0.065740,2.760319
003,1,1,layout10,sacc,12.445447,294.093434,0.065882,2.940767
015,1,1,layout10,sacc,12.655016,320.913228,0.082132,0.804970
015,1,1,layout10,sacc,14.376230,401.080461,0.065609,1.002197
015,1,1,layout10,sacc,11.415571,227.114795,0.098527,1.396483
015,1,1,layout10,sacc,15.666095,453.248007,0.065747,1.560655
015,1,1,layout10,sacc,26.723430,600.968075,0.065886,1.642778
015,1,1,layout10,sacc,21.910735,569.621252,0.082149,1.889294
015,1,1,layout11,sacc,27.555731,161.414309,0.230076,0.870707
015,1,1,layout11,sacc,21.440860,229.865841,0.246499,1.117110
015,1,1,layout11,sacc,11.577009,241.067458,0.065743,1.445592
015,1,1,layout11,sacc,21.362748,476.213223,0.082228,1.527685
004,1,1,layout1,sacc,21.146955,459.994537,0.082091,0.279164
004,1,1,layout1,sacc,17.740667,403.491164,0.098764,0.525395
004,1,1,layout1,sacc,17.563097,453.361542,0.098502,0.755562
004,1,1,layout1,sacc,18.369001,436.418516,0.082208,1.166250
004,1,1,layout0,sacc,19.219068,401.699098,0.098573,0.295783
004,1,1,layout0,sacc,27.546946,219.671722,0.377945,0.492856
004,1,1,layout0,sacc,17.463415,523.912390,0.098531,0.969241
004,1,1,layout0,sacc,27.068453,183.556474,0.295643,1.462198
003,1,1,layout,sacc,11.983631,290.547937,0.081965,0.213863
003,1,1,layout,sacc,14.274716,324.079440,0.065820,1.380265
003,1,1,layout,sacc,20.886800,506.793060,0.098817,3.811298
003,1,1,layout8,sacc,16.385346,393.036435,0.115054,0.328998
003,1,1,layout8,sacc,19.051126,400.167231,0.065626,2.004229
003,1,1,layout8,sacc,5.153982,131.398504,0.065759,2.201804
003,1,1,layout8,sacc,5.233311,108.854876,0.065790,2.924286
003,1,1,layout9,sacc,20.802425,535.137879,0.082095,0.952833
003,1,1,layout9,sacc,15.275294,439.066867,0.098880,2.234423
003,1,1,layout9,sacc,7.971032,230.241524,0.066020,2.431343
003,1,1,layout9,sacc,21.860553,497.360014,0.099012,3.335011
009,1,1,layout2,sacc,17.680540,360.355348,0.099065,2.200819
009,1,1,layout2,sacc,21.101892,448.430428,0.098821,3.186673
009,1,1,layout3,sacc,16.385104,351.230276,0.065582,0.378254
009,1,1,layout3,sacc,25.693389,550.500738,0.065212,0.920436
017,1,1,layout6,sacc,14.477334,289.877682,0.098354,0.295900
017,1,1,layout6,sacc,23.803380,575.470210,0.098606,0.739716
017,1,1,layout7,sacc,9.517870,197.977385,0.065719,0.476635
017,1,1,layout7,sacc,21.319297,671.542199,0.098609,0.986071
017,1,1,layout7,sacc,21.016248,335.133674,0.081968,1.396822
017,1,1,layout7,sacc,22.474666,541.953275,0.081759,2.201744
017,1,1,layout7,sacc,18.039134,427.348985,0.082168,2.563197
006,1,1,layout9,sacc,21.946830,500.418897,0.065843,0.378284
006,1,1,layout9,sacc,21.451444,531.709862,0.082623,1.281323
006,1,1,layout9,sacc,22.463915,424.291419,0.065755,2.218286
006,1,1,layout9,sacc,22.370135,422.977658,0.065869,3.466703
006,1,1,layout8,sacc,17.828106,441.067446,0.065413,0.180681
006,1,1,layout8,sacc,13.082726,317.764427,0.065621,0.377379
006,1,1,layout8,sacc,6.387959,167.584339,0.065754,0.541813
006,1,1,layout8,sacc,20.123927,489.548318,0.098708,0.837681
006,1,1,layout8,sacc,17.071120,373.011020,0.115103,2.348999
006,1,1,layout8,sacc,4.497710,101.095877,0.098632,2.562114
006,1,1,layout8,sacc,4.839081,130.239046,0.065915,2.792615
006,1,1,layout8,sacc,6.165966,166.699576,0.065479,2.989890
006,1,1,layout8,sacc,20.942530,530.616127,0.115477,3.186549
006,1,1,layout8,sacc,20.202648,571.027536,0.082664,3.925825
006,1,1,layout8,sacc,21.248721,505.493696,0.098649,4.139558
006,1,1,layout8,sacc,21.095096,498.228668,0.098748,4.665183
001,1,1,layout0,sacc,22.590801,594.825228,0.082057,0.377944
001,1,1,layout0,sacc,21.522973,480.049676,0.065650,0.673724
001,1,1,layout0,sacc,22.201755,445.247460,0.082157,1.035114
001,1,1,layout0,sacc,22.008427,491.495925,0.098689,1.478578
005,1,1,layout6,sacc,25.831152,517.250189,0.065732,0.279172
005,1,1,layout6,sacc,23.550349,455.356560,0.065675,0.722763
005,1,1,layout6,sacc,21.984352,580.002480,0.082296,1.511258
005,1,1,layout7,sacc,17.701233,340.048069,0.098669,0.607807
005,1,1,layout7,sacc,23.901445,513.357301,0.082037,1.002132
005,1,1,layout7,sacc,23.681742,507.517380,0.065827,1.429194
005,1,1,layout7,sacc,24.186826,601.277101,0.098610,1.889251
005,1,1,layout7,sacc,21.012962,407.124825,0.082083,4.402801
008,1,1,layout5,sacc,18.060031,461.908035,0.081906,0.838244
008,1,1,layout5,sacc,21.204408,593.301470,0.114876,2.185447
008,1,1,layout4,sacc,4.098444,110.237140,0.066015,0.065757
008,1,1,layout4,sacc,4.080217,86.039460,0.098623,0.148317
008,1,1,layout4,sacc,5.662178,157.172628,0.082061,0.263309
008,1,1,layout4,sacc,9.521619,373.088095,0.295490,0.361888
008,1,1,layout4,sacc,2.195212,52.675088,0.049053,0.739750
008,1,1,layout4,sacc,2.370034,48.606433,0.049481,0.805058
008,1,1,layout4,sacc,19.797923,420.449865,0.098356,0.871308
008,1,1,layout4,sacc,1.884015,52.960480,0.049220,1.051365
008,1,1,layout4,sacc,1.485704,35.297131,0.049233,1.216062
008,1,1,layout4,sacc,20.376036,484.227894,0.098610,1.511724
008,1,1,layout4,sacc,2.212545,51.070797,0.049207,1.708874
008,1,1,layout4,sacc,3.488647,77.764578,0.049147,1.807593
008,1,1,layout4,sacc,3.388895,82.795610,0.049521,1.889531
013,1,1,layout1,sacc,4.813413,118.708261,0.131418,0.049378
013,1,1,layout1,sacc,2.974175,80.212949,0.065722,0.197184
013,1,1,layout1,sacc,9.435223,236.875455,0.082170,0.837939
013,1,1,layout1,sacc,11.358826,195.952071,0.344939,1.330823
013,1,1,layout1,sacc,4.348532,135.193969,0.147856,1.757835
013,1,1,layout1,sacc,16.494894,402.227324,0.114784,1.922310
013,1,1,layout1,sacc,3.300719,98.894393,0.098526,2.579347
013,1,1,layout1,sacc,3.640271,87.207430,0.049219,2.743651
013,1,1,layout1,sacc,4.474450,123.588344,0.147869,3.220024
013,1,1,layout1,sacc,4.747372,107.590439,0.131426,3.499251
013,1,1,layout1,sacc,1.956874,55.823928,0.098501,4.895775
014,1,1,layout9,sacc,9.807066,223.738068,0.065780,0.229919
014,1,1,layout9,sacc,11.555884,187.594250,0.065663,0.525660
014,1,1,layout8,sacc,19.717083,449.307862,0.065707,0.262869
009,1,1,layout11,sacc,21.869361,611.284616,0.082212,0.328455
009,1,1,layout11,sacc,2.673157,82.503286,0.049139,0.509229
009,1,1,layout11,sacc,3.941945,83.532367,0.114936,0.624549
009,1,1,layout11,sacc,4.628453,80.589458,0.114510,1.018750
009,1,1,layout11,sacc,35.269060,342.671730,0.213319,3.252952
009,1,1,layout11,sacc,4.466753,108.646031,0.065510,3.598189
009,1,1,layout11,sacc,3.626084,78.195712,0.065397,3.762287
009,1,1,layout11,sacc,3.561289,85.182941,0.049351,3.844055
009,1,1,layout11,sacc,4.182866,87.994402,0.049712,3.909801
009,1,1,layout11,sacc,5.331381,132.751969,0.098698,4.008638
009,1,1,layout11,sacc,7.498154,199.669926,0.065960,4.189147
009,1,1,layout11,sacc,21.327077,530.105146,0.098706,4.534067
009,1,1,layout11,sacc,2.976398,59.370623,0.049731,4.665590
009,1,1,layout11,sacc,6.171390,171.486734,0.065759,4.731767
011,1,1,layout8,sacc,5.562627,136.558796,0.049216,0.213550
011,1,1,layout8,sacc,18.168318,371.446813,0.115254,0.492903
011,1,1,layout8,sacc,26.084112,340.241141,0.229468,0.821988
011,1,1,layout8,sacc,23.255988,543.250089,0.065853,1.232203
011,1,1,layout9,sacc,1.807576,46.107002,0.049113,0.148441
011,1,1,layout9,sacc,8.040712,345.924414,0.328890,0.213737
011,1,1,layout9,sacc,11.163927,415.131856,0.197228,0.641196
011,1,1,layout9,sacc,12.405023,350.438222,0.525720,0.936521
011,1,1,layout9,sacc,1.869976,38.221015,0.065852,1.495084
011,1,1,layout9,sacc,14.535524,428.431831,0.131361,1.577419
011,1,1,layout9,sacc,1.621935,44.687555,0.049419,1.725165
011,1,1,layout9,sacc,1.600510,42.123143,0.049474,2.875430
011,1,1,layout9,sacc,1.764933,43.587138,0.049561,2.940922
016,1,1,layout1,sacc,14.249540,371.562756,0.082350,0.542444
016,1,1,layout1,sacc,12.928922,321.533384,0.065644,0.739724
016,1,1,layout1,sacc,21.813844,603.230915,0.098570,1.725485
016,1,1,layout1,sacc,17.171793,369.297699,0.081666,2.037527
016,1,1,layout0,sacc,9.637923,229.375697,0.065797,0.049207
016,1,1,layout0,sacc,6.001676,90.735368,0.049510,0.230240
016,1,1,layout0,sacc,16.254976,450.683255,0.114997,0.443975
016,1,1,layout0,sacc,19.306517,407.335278,0.115231,0.640966
016,1,1,layout0,sacc,18.938020,404.024033,0.098070,1.002696
016,1,1,layout0,sacc,18.277310,450.540152,0.131642,1.314246
016,1,1,layout0,sacc,9.381834,216.431152,0.098735,1.643175
016,1,1,layout0,sacc,12.613591,326.748530,0.098569,1.823956
016,1,1,layout0,sacc,4.081575,82.869407,0.065698,2.793283
016,1,1,layout0,sacc,5.206441,114.242417,0.049647,2.875186
016,1,1,layout0,sacc,3.991987,76.896179,0.049384,3.121772
016,1,1,layout0,sacc,2.721189,84.807366,0.049502,3.203739
016,1,1,layout0,sacc,21.988251,456.958952,0.098516,3.368124
014,1,1,layout3,sacc,18.674613,484.451820,0.065617,0.065628
014,1,1,layout2,sacc,21.551734,637.690329,0.082055,0.295773
014,1,1,layout2,sacc,25.871206,598.929100,0.065772,0.689952
014,1,1,layout2,sacc,27.489858,637.791414,0.065556,1.084399
014,1,1,layout2,sacc,20.062067,563.378145,0.098470,1.955025
014,1,1,layout2,sacc,20.004569,412.403822,0.098469,4.452148
002,1,1,layout4,sacc,15.476308,90.344137,0.246369,0.706456
001,1,1,layout11,sacc,23.112370,567.838677,0.098548,0.509307
001,1,1,layout11,sacc,18.262186,375.524419,0.082189,1.166416
001,1,1,layout11,sacc,19.569525,415.719186,0.098608,1.774318
001,1,1,layout11,sacc,24.162194,572.913798,0.098494,2.283670
001,1,1,layout10,sacc,20.884865,500.344386,0.082125,0.377822
001,1,1,layout10,sacc,5.725001,141.399910,0.049259,1.347091
001,1,1,layout10,sacc,19.748075,492.972489,0.082167,1.511259
001,1,1,layout10,sacc,18.757300,368.420442,0.082186,2.102751
007,1,1,layout,sacc,15.038984,468.909638,0.114888,0.558736
011,1,1,layout2,sacc,22.449027,292.685104,0.279714,0.427122
011,1,1,layout2,sacc,18.929633,202.656394,0.049675,1.002294
011,1,1,layout2,sacc,13.577707,353.510421,0.065826,1.084209
011,1,1,layout2,sacc,10.218969,269.588093,0.065472,1.232453
011,1,1,layout2,sacc,26.890135,378.821425,0.230449,1.363620
011,1,1,layout3,sacc,22.934513,579.319603,0.065674,0.328241
011,1,1,layout3,sacc,20.435201,400.853012,0.098574,0.541684
011,1,1,layout3,sacc,16.148449,309.633845,0.098669,0.935973
011,1,1,layout3,sacc,5.909006,138.427852,0.049219,1.149585
011,1,1,layout3,sacc,18.433170,411.239419,0.049271,1.872450
011,1,1,layout3,sacc,26.857828,203.464384,0.230621,2.299572
017,1,1,layout10,sacc,25.311405,361.637640,0.082242,0.476750
017,1,1,layout10,sacc,21.990590,676.778889,0.098763,2.710659
017,1,1,layout10,sacc,24.978199,727.324705,0.081969,2.957582
017,1,1,layout11,sacc,22.327298,444.646952,0.065817,0.640648
017,1,1,layout11,sacc,26.109069,666.956495,0.098866,1.298000
017,1,1,layout11,sacc,23.840112,494.992632,0.066058,1.675860
007,1,1,layout4,sacc,11.417474,201.340352,0.049300,0.476795
007,1,1,layout5,sacc,21.438557,250.935248,0.049508,0.558721
013,1,1,layout,sacc,24.991743,589.582957,0.065801,0.509301
013,1,1,layout,sacc,20.387512,534.795590,0.098651,1.002129
013,1,1,layout,sacc,21.138840,464.641098,0.098430,1.363655
013,1,1,layout,sacc,21.313494,475.681431,0.098587,1.856419
002,1,1,layout9,sacc,11.718482,269.458182,0.049372,0.181097
007,1,1,layout10,sacc,12.530497,189.754151,0.049127,0.772540
007,1,1,layout10,sacc,18.833568,414.622616,0.081890,1.051904
008,1,1,layout2,sacc,23.060954,538.487957,0.065777,0.476767
008,1,1,layout2,sacc,20.401376,404.527183,0.081795,0.821871
008,1,1,layout3,sacc,16.587251,392.230595,0.065814,0.312364
008,1,1,layout3,sacc,22.547310,559.692365,0.098805,2.037109
005,1,1,layout1,sacc,22.440946,570.642506,0.082203,0.262801
005,1,1,layout1,sacc,18.142060,373.606742,0.098473,0.476362
005,1,1,layout1,sacc,18.394130,471.836497,0.098552,1.067805
005,1,1,layout1,sacc,21.841098,704.253550,0.082119,1.396431
005,1,1,layout1,sacc,22.463258,516.335295,0.065725,2.037023
005,1,1,layout1,sacc,18.466380,414.397394,0.098626,3.318462
005,1,1,layout1,sacc,23.654193,580.291296,0.065842,3.663436
005,1,1,layout0,sacc,24.028472,499.522683,0.082187,0.065585
005,1,1,layout0,sacc,22.724492,591.641065,0.098511,0.443576
005,1,1,layout0,sacc,21.348403,500.325433,0.098579,1.182844
005,1,1,layout0,sacc,23.503181,513.540030,0.082063,1.790761
005,1,1,layout0,sacc,25.994699,611.461302,0.065696,2.102866
011,1,1,layout11,sacc,14.961148,498.644860,0.148134,0.476169
011,1,1,layout11,sacc,8.586083,540.545582,0.722911,0.640721
011,1,1,layout11,sacc,9.527621,398.827158,0.246676,1.494580
011,1,1,layout11,sacc,12.624564,409.277017,0.196990,1.757581
011,1,1,layout11,sacc,9.243693,329.095260,0.197166,2.332434
011,1,1,layout11,sacc,5.688862,444.149621,0.492912,2.546028
011,1,1,layout11,sacc,0.593071,11.772625,0.098637,3.827823
011,1,1,layout10,sacc,12.534928,250.859929,0.065329,0.230620
011,1,1,layout10,sacc,9.231346,215.406523,0.065827,0.427489
011,1,1,layout10,sacc,20.882111,225.616599,0.229843,0.755750
011,1,1,layout10,sacc,24.059754,318.310867,0.230185,1.051760
011,1,1,layout10,sacc,20.333437,499.851761,0.082208,1.446217
013,1,1,layout7,sacc,12.282136,262.119998,0.082153,0.459950
013,1,1,layout7,sacc,22.819137,178.210695,0.246472,0.903456
013,1,1,layout7,sacc,24.262194,164.092051,0.230108,1.314134
013,1,1,layout7,sacc,15.923727,301.142955,0.082014,1.954950
013,1,1,layout7,sacc,16.861351,184.168488,0.213562,2.973469
012,1,1,layout,sacc,27.196961,504.757261,0.065765,0.476482
007,1,1,layout9,sacc,26.456207,319.192144,0.229925,0.444050
007,1,1,layout9,sacc,24.582511,222.596015,0.229992,0.953219
007,1,1,layout9,sacc,22.232465,453.590947,0.065437,1.594103
007,1,1,layout8,sacc,20.278096,423.452304,0.098190,0.477015
007,1,1,layout8,sacc,20.807773,490.464723,0.081898,1.330971
007,1,1,layout8,sacc,20.031303,475.717921,0.098496,2.168506
016,1,1,layout6,sacc,23.723488,591.342620,0.082388,1.264953
016,1,1,layout6,sacc,23.318671,554.580981,0.098841,3.564924
016,1,1,layout6,sacc,23.216283,480.268441,0.065918,4.288128
016,1,1,layout7,sacc,19.329493,486.457683,0.082365,0.180599
016,1,1,layout7,sacc,14.107342,220.839537,0.427458,0.492399
016,1,1,layout7,sacc,25.092133,612.286304,0.065846,2.546249
016,1,1,layout7,sacc,22.866287,640.110698,0.081770,2.990025
014,1,1,layout4,sacc,8.230013,128.046452,0.049209,0.492932
014,1,1,layout4,sacc,8.067702,178.446982,0.065757,1.675597
014,1,1,layout4,sacc,5.814825,142.844403,0.049312,4.944999
014,1,1,layout5,sacc,20.218866,434.109054,0.098654,0.279105
014,1,1,layout5,sacc,14.072564,253.669319,0.115027,3.121265
014,1,1,layout5,sacc,9.633319,233.627195,0.065799,3.564791
008,1,1,layout8,sacc,18.436868,351.658412,0.082510,0.279437
008,1,1,layout8,sacc,22.000540,527.825419,0.066091,0.755823
008,1,1,layout8,sacc,18.865668,531.808207,0.114897,1.199823
008,1,1,layout9,sacc,28.926355,117.348527,0.279535,0.213659
008,1,1,layout9,sacc,4.810028,95.339763,0.049276,0.575526
008,1,1,layout9,sacc,17.383579,468.001195,0.115269,0.739529
008,1,1,layout9,sacc,5.085365,80.858356,0.048987,0.871142
008,1,1,layout9,sacc,18.112897,412.779410,0.049301,1.889541
011,1,1,layout5,sacc,25.934017,329.894220,0.229817,0.739414
011,1,1,layout5,sacc,22.100045,245.440911,0.230050,1.330363
011,1,1,layout5,sacc,18.491951,426.101987,0.065784,1.741344
011,1,1,layout5,sacc,28.490917,307.871604,0.230129,2.727007
011,1,1,layout4,sacc,16.861169,416.397563,0.114917,0.443693
011,1,1,layout4,sacc,12.470694,251.993604,0.099005,0.755666
011,1,1,layout4,sacc,14.861904,428.789756,0.065720,0.936826
011,1,1,layout4,sacc,28.708708,211.135167,0.213799,1.725099
011,1,1,layout4,sacc,14.225502,263.831242,0.098567,2.119640
009,1,1,layout,sacc,20.098921,349.468202,0.065831,1.659632
007,1,1,layout3,sacc,5.447001,124.289605,0.049108,0.295894
007,1,1,layout3,sacc,23.232132,421.837001,0.098728,0.641067
007,1,1,layout3,sacc,17.573901,303.808831,0.065680,1.216065
