0.443807 0.488756 0.000000 0.065648 -2.499563 0.705807 17.057031 458.705111 0.098703
0.558734 0.191727 0.821900 0.065648 -1.296214 -0.052274 4.214687 118.543147 0.131630
0.706664 0.118518 0.850950 0.065648 1.223210 -0.594424 2.943981 72.651393 0.049518
0.772632 0.123502 0.953290 0.065648 -0.676242 -0.754991 2.775605 56.658342 0.065554
0.953125 0.111402 0.892720 0.065648 1.720727 -0.116018 2.463781 44.687326 0.049438
1.067990 0.130949 0.937980 0.065648 0.085600 -0.733597 2.074346 44.461245 0.082315
1.232089 0.161713 1.000000 0.065648 -2.135982 0.125723 14.909080 668.131617 0.213984
1.971980 0.845291 1.000000 0.065648 -0.642913 0.000000 21.107491 642.336932 0.081733
3.647095 0.472319 0.000000 0.065648 0.089756 -0.641183 2.630854 72.833234 0.098798
3.795338 0.504809 0.000000 0.065648 1.144285 -0.056245 2.418261 49.810694 0.081938
3.893409 0.518557 0.078850 0.065648 -0.406274 -0.361288 2.381333 53.168329 0.049173
3.959617 0.482450 0.005110 0.065648 -0.019175 -0.464953 2.177705 46.299029 0.082035
4.058262 0.495067 0.104570 0.065648 0.902092 0.130355 3.028879 81.598242 0.098218
4.189500 0.504022 0.119710 0.065648 1.124210 0.468041 2.601126 72.495579 0.081782
4.304621 0.513686 0.021220 0.065648 1.501929 -0.913129 1.923318 37.130313 0.065827
4.435684 0.486911 0.031050 0.065648 1.137424 -0.818511 3.749868 104.206599 0.049676
4.501528 0.513258 0.139610 0.065648 -0.069954 -0.676913 3.411832 79.895792 0.164136
4.682011 0.497120 0.160950 0.065648 -0.545238 0.810351 2.907819 85.921580 0.065767
4.764149 0.503139 0.074120 0.065648 0.791363 0.370552 2.002338 39.296278 0.082378
4.895997 0.492429 0.092190 0.065648 0.000000 0.000000 3.529411 91.783659 0.082166
