0.049025 1224.977280 429.062400 0.016696 147.696658 0.065151
0.130872 1275.836160 567.726300 0.197589 61.419890 0.049442
0.377903 1318.111269 523.170514 0.115009 25.037143 0.016465
0.509377 1312.663680 498.733200 0.016455 687.762548 0.295249
0.821081 945.041280 1080.000000 0.016794 8.628480 0.016214
0.854089 936.412800 1080.000000 0.032794 42.154853 0.032911
0.919794 895.591505 1069.480800 0.180823 37.811524 0.016637
1.117254 858.433280 1062.482400 0.048974 103.782659 0.936464
2.102692 958.682880 1035.633600 0.016529 152.447714 0.065756
2.184977 948.260160 883.542600 0.032875 84.767709 0.032892
2.250744 917.145600 962.393400 0.032782 15.819518 0.016422
2.299948 918.038040 946.599075 0.262634 71.189039 0.016554
2.579136 941.899520 1013.670000 0.049071 66.472609 0.032732
2.660939 903.957268 959.089846 0.214060 32.765834 0.016451
2.891450 935.650560 967.404600 0.197095 60.408328 0.016293
3.104838 995.438080 976.042800 0.049414 60.226634 0.016356
3.170608 936.859776 962.048880 0.082039 28.348818 0.016624
3.269271 925.566446 988.051114 0.229954 63.547431 0.049027
3.548252 911.861120 925.999200 0.049121 94.942403 0.049295
3.646668 925.577856 1019.945520 0.082068 29.112629 0.033226
3.761962 953.876160 1026.783000 0.032901 103.075762 0.049461
3.844324 900.310800 938.718450 0.131353 59.227717 0.065356
4.041033 910.903680 996.991200 0.016826 43.956520 0.032868
4.090727 904.213080 953.546850 0.262605 165.606906 0.032647
4.385979 1011.148800 1080.000000 0.033095 192.346573 0.016719
4.435793 908.419200 917.384400 0.032344 104.632721 0.049551
4.517688 952.137600 1012.446000 0.016607 96.886383 0.082001
4.616296 890.939040 937.334700 0.131134 7.465812 0.016382
4.763812 898.321920 938.444400 0.032921 7.229624 0.016381
4.813114 900.005760 945.475200 0.016470 0.000000 0.016381
