0.082000 903.230976 115.942320 0.082252 109.191171 0.032820
0.197072 907.489920 225.050400 0.016348 368.663967 0.098710
0.312130 590.348160 413.024400 0.016247 125.922376 0.065898
0.394275 522.783360 306.763200 0.016365 154.229815 0.065682
0.476322 557.408640 457.056000 0.016484 595.755176 0.131376
0.624182 946.996094 6.338965 1.117113 123.299092 0.032908
1.774203 973.759360 126.698400 0.049284 125.523435 0.049253
1.872740 980.727314 1.368514 1.035004 152.577591 0.328596
3.236340 869.852160 106.185600 0.016497 120.836336 0.049185
3.302022 934.516519 4.107489 1.067941 12.384097 0.032654
4.402617 946.842938 5.301327 0.361473 147.078229 0.049405
4.813495 942.223680 152.307000 0.032732 143.145127 0.032986
4.879213 933.396655 9.434291 0.180633 10.221617 0.016406
5.076252 937.330560 0.000000 0.016504 0.000000 0.016406
