0.000000 3.775048
0.016483 3.769043
0.032921 3.763030
0.049280 3.757001
0.065681 3.750948
0.082234 3.744864
0.098545 3.738741
0.114939 3.732573
0.131495 3.726352
0.147859 3.720073
0.164228 3.713730
0.180701 3.707318
0.197180 3.700833
0.213480 3.694271
0.229961 3.687630
0.246478 3.680909
0.262869 3.674107
0.279369 3.667225
0.295744 3.660264
0.312144 3.653226
0.328576 3.646116
0.344949 3.638939
0.361496 3.631699
0.377860 3.624405
0.394299 3.617063
0.410692 3.609684
0.427179 3.602276
0.443643 3.594850
0.459999 3.587417
0.476505 3.579989
0.492850 3.572580
0.509265 3.565200
0.525709 3.557864
0.542162 3.550586
0.558597 3.543379
0.575023 3.536257
0.591435 3.529234
0.607870 3.522323
0.624314 3.515539
0.640738 3.508896
0.657150 3.502405
0.673633 3.496080
0.690008 3.489934
0.706415 3.483978
0.722870 3.478224
0.739299 3.472682
0.755789 3.467363
0.772134 3.462276
0.788588 3.457430
0.805040 3.452832
0.821300 3.448491
0.837897 3.444412
0.854264 3.440601
0.870729 3.437063
0.887098 3.433801
0.903473 3.430819
0.920043 3.428119
0.936299 3.425702
0.952835 3.423568
0.969315 3.421718
0.985693 3.420149
1.002095 3.418858
1.018660 3.417844
1.034995 3.417102
1.051481 3.416627
1.067903 3.416413
1.084271 3.416454
1.100684 3.416743
1.117222 3.417273
1.133486 3.418034
1.149937 3.419018
1.166375 3.420215
1.182811 3.421615
1.199323 3.423207
1.215698 3.424981
1.232085 3.426925
1.248601 3.429027
1.265008 3.431276
1.281463 3.433659
1.297872 3.436164
1.314296 3.438778
1.330719 3.441488
1.347138 3.444283
1.363642 3.447150
1.380054 3.450075
1.396414 3.453048
1.412879 3.456054
1.429282 3.459083
1.445700 3.462122
1.462158 3.465159
1.478561 3.468184
1.495043 3.471184
1.511495 3.474149
1.527895 3.477070
1.544369 3.479935
1.560745 3.482735
1.577210 3.485461
1.593577 3.488105
1.609860 3.490659
1.626504 3.493116
1.642886 3.495469
1.659320 3.497712
1.675723 3.499840
1.692196 3.501850
1.708450 3.503737
1.724984 3.505499
1.741382 3.507135
1.757845 3.508642
1.774211 3.510021
1.790969 3.511272
1.807144 3.512397
1.823597 3.513397
1.840023 3.514276
1.856332 3.515036
1.872847 3.515682
1.889389 3.516218
1.905737 3.516650
1.922159 3.516983
1.938642 3.517223
1.955000 3.517376
1.971398 3.517450
1.987872 3.517451
2.004307 3.517386
2.020746 3.517262
2.037133 3.517086
2.053641 3.516864
2.069981 3.516604
2.086396 3.516312
2.102817 3.515994
2.119288 3.515655
2.135636 3.515301
2.152118 3.514937
2.168608 3.514567
2.184971 3.514194
2.201497 3.513822
2.217867 3.513454
2.234327 3.513091
2.250788 3.512735
2.267179 3.512388
2.283588 3.512049
2.300044 3.511718
5.076379 3.511396
5.092875 3.511082
5.109271 3.510775
5.125652 3.510473
5.142014 3.510176
