0.000000 59.798586 27.125735
0.016495 46.806915 22.919568
0.033014 23.904417 13.085092
0.049529 -0.566202 1.291263
0.066077 -14.162840 -4.682024
0.082456 0.023704 2.760161
0.099127 0.326721 4.839677
0.115483 0.209705 7.245670
0.131913 0.578691 4.657855
0.148276 0.517880 1.969169
0.164597 0.311279 -2.631801
0.181193 -0.883322 -7.764893
0.197478 -0.424121 -7.119854
0.214093 -1.534574 -3.109293
0.229946 -1.771498 -2.036631
0.246846 -1.750519 1.266822
0.263144 -1.169041 -5.631985
0.279753 -1.119401 -15.776993
0.295993 -1.429750 -24.087344
0.312594 -0.632544 -27.217638
0.328980 0.382068 -22.677534
0.345287 1.029833 -14.479407
0.361935 0.337581 -6.511137
0.378149 0.627131 0.090322
0.394676 -0.886095 4.516062
0.411093 -1.136118 0.000000
0.427555 -1.006367 0.000000
0.443811 0.170406 0.000000
0.460427 2.234124 0.000000
0.476682 3.154580 0.000000
0.493128 3.368238 0.000000
0.509590 2.131475 0.000000
0.526017 0.148627 0.000000
0.542532 -1.572829 0.000000
0.559068 -0.330168 0.000000
0.575149 0.315114 0.000000
0.591727 9.834269 -8.402740
0.608057 2.975294 -2.226272
0.624464 -14.281649 14.691264
0.640648 -32.157073 31.882311
0.657198 -44.550869 43.745450
0.673613 -46.776992 46.747753
0.689825 -37.627997 40.491544
0.706465 -19.992597 26.448941
0.722856 -1.338460 8.999056
0.739321 10.245645 -4.435155
0.755827 3.807084 0.920718
0.772296 1.417640 1.882231
0.788691 -0.770592 1.544100
0.805372 -2.678564 1.294561
0.821825 -3.197556 0.229137
0.837840 -2.888098 -1.462256
0.854513 -1.919916 -3.713727
0.871061 -0.290399 -3.714828
0.887392 0.769839 -1.313104
0.904082 1.902605 2.662240
0.920303 0.752688 4.264268
0.936858 0.597985 4.155563
0.953220 -0.198850 1.682900
0.969345 -0.413412 -0.550816
0.986158 0.407444 -2.809092
1.002616 -0.608900 -1.592843
1.018939 -1.159465 0.960736
1.035232 -0.618457 1.915181
1.051922 -0.359510 2.307000
1.068174 -1.252606 2.345739
1.084708 -2.223421 2.137334
1.100986 -2.402650 1.032634
1.117546 -0.931495 0.584136
1.133839 -0.246794 0.288293
1.150463 -0.663613 1.623110
1.166394 1.464177 1.601908
1.182801 3.295588 1.961217
1.199555 2.427237 1.996229
1.216169 1.042037 1.614154
1.232526 -1.931360 1.036250
1.248430 -6.921041 0.450504
1.265194 0.367403 -0.157343
1.281689 -0.028918 -0.386039
1.298000 21.723864 -3.232487
1.314565 52.773696 -4.984997
1.331257 75.890395 -4.940065
1.347277 82.708593 -1.712669
1.364052 72.267112 1.752071
1.380311 47.944999 4.343328
1.396866 20.739778 4.686107
1.413206 0.794871 4.904530
1.429780 -14.605707 5.400808
1.446004 -3.681388 3.033970
1.462572 -1.621724 3.471310
1.478907 -1.525235 2.949660
1.495487 -1.064878 1.995803
1.511710 -0.358363 -1.509510
1.528340 1.413236 -4.969792
1.544723 3.327135 -8.151749
1.561274 3.146793 -5.643177
1.577678 0.318178 -0.600927
1.593838 -0.150165 2.738428
1.610365 -0.722836 3.005756
1.626720 6.027788 10.017114
1.643138 1.477570 0.245821
1.659449 -12.383599 -22.508583
1.675860 -27.004220 -44.545396
1.692206 -38.551036 -56.186415
1.708905 -43.290471 -53.648342
1.725226 -37.774143 -41.647906
1.741918 -22.416857 -24.159258
1.758050 -7.206586 -4.727015
1.774400 4.099031 9.266036
1.790804 -0.372241 2.662383
1.807097 -1.267342 0.000000
1.823520 0.100874 0.000000
1.839933 -0.611924 0.000000
1.856423 -0.555574 0.000000
1.872657 -0.184497 0.000000
1.889408 1.617697 0.000000
1.905741 1.866139 0.000000
1.922379 2.110754 0.000000
1.938605 0.641511 0.000000
1.955253 -0.447604 0.000000
1.971711 -1.946825 0.000000
1.988409 -3.216116 0.000000
2.004589 -2.515324 0.000000
2.021256 -1.342991 0.000000
2.037197 0.677792 0.000000
2.053455 0.992834 0.000000
2.070293 1.176200 0.000000
2.086915 -0.351650 0.000000
2.102736 -0.191713 0.000000
2.119708 0.808340 0.000000
2.135997 -0.777620 0.000000
2.152624 0.974975 0.000000
2.169007 3.347641 0.000000
2.185418 6.357346 0.000000
2.201783 7.766184 0.000000
2.217916 7.617682 0.000000
2.234760 6.541646 0.000000
2.250985 4.059923 0.000000
2.267527 -0.132663 0.000000
2.283787 -4.138359 0.000000
2.300387 -2.717745 0.000000
2.316702 -1.613422 0.000000
2.332944 -0.696012 0.000000
2.349892 0.019470 0.000000
2.365979 1.182290 0.000000
2.382625 1.302051 0.000000
2.398761 0.528963 0.000000
2.415449 0.971480 0.000000
2.431675 0.812591 0.000000
2.448346 0.113555 0.000000
2.464556 -1.301693 0.000000
2.481219 -3.366023 0.000000
2.497396 -4.125948 0.000000
2.513449 -4.897522 0.000000
2.530408 -3.665688 0.000000
2.546946 -1.970529 0.000000
2.562611 -1.356341 0.000000
2.579581 -1.064509 0.000000
2.596111 -0.444488 0.000000
2.612290 0.210627 -0.573629
2.629084 0.334680 -0.027205
2.645224 0.760916 1.005449
2.661876 1.715702 2.584492
2.678066 2.443110 1.949916
2.694616 0.263928 1.923932
2.711050 -1.610748 0.765476
2.727480 -2.644716 0.710242
2.743791 -3.958411 -0.270783
2.760413 -4.609655 -1.180240
2.776751 -3.593350 -1.020774
2.793175 -1.702827 -1.355326
2.809529 -0.292526 -1.704189
2.826175 1.220095 -2.273516
2.842437 1.569377 -0.829517
2.858736 1.819351 -0.382380
2.875411 1.617286 0.678052
2.891275 0.931942 -0.181544
2.908026 0.186967 -0.237000
2.924411 0.186937 0.721612
2.940549 0.231039 1.040029
2.957139 0.533072 0.893905
2.973638 2.198822 0.433327
2.989977 1.172435 -0.160637
3.006526 -0.701444 -0.731909
3.022900 -1.867374 -0.999970
3.039297 -2.451331 -0.887868
3.055536 -2.657650 -0.207122
3.072349 -0.866120 0.420457
3.088677 1.155550 0.000139
3.105327 3.289680 -0.017713
3.121803 2.565101 -0.041895
3.138349 0.626092 -0.044311
3.154680 1.623154 -0.024488
3.171130 -1.228402 0.024987
3.187545 -2.092198 0.000000
3.203682 -3.242092 0.000000
3.220465 -3.323833 0.000000
3.236655 -3.397896 0.000000
3.482886 -3.335909 0.000000
3.499672 -3.455884 0.000000
3.515898 -1.789956 0.000000
3.532571 -0.709724 0.000000
3.548801 -0.992057 0.000000
3.565325 1.814323 0.000000
3.581726 1.104964 0.000000
3.598306 0.901938 0.000000
3.614567 -0.115908 0.000000
3.631139 -1.236058 0.000000
3.647413 -1.343681 0.000000
3.664029 -1.210626 0.000000
3.680270 -0.296825 0.000000
3.696843 0.310810 0.000000
3.713222 -0.319720 0.000000
3.729703 -0.306596 0.000000
3.746130 -0.378927 0.000000
3.762246 0.401500 0.000000
3.779061 1.576164 0.000000
3.795035 3.122873 0.000000
3.811931 1.717846 0.000000
3.827865 0.089649 0.000000
3.844700 -1.729970 0.000000
3.860913 -3.694115 0.000000
3.877661 -3.422642 0.000000
3.893936 -4.795114 0.000000
3.910305 -0.092879 0.000000
3.926853 6.596939 0.000000
3.943052 12.658610 0.000000
3.959598 14.107148 0.000000
3.976331 13.040876 0.000000
3.992374 8.176006 0.000000
4.008842 2.313211 0.000000
4.025418 -2.404607 0.000000
4.041768 -4.722738 0.000000
4.058031 -1.087957 0.000000
4.074458 0.888228 0.000000
4.090672 2.182781 0.000000
4.107173 2.299231 0.000000
4.123526 1.423594 0.000000
4.139879 -0.133298 0.000000
4.156521 0.335629 0.000000
4.172873 0.306231 0.000000
4.189265 0.315324 0.000000
4.205606 0.287274 0.000000
4.222195 0.821304 0.000000
4.238549 1.023819 0.000000
4.255223 0.980199 0.000000
4.271705 0.028881 0.000000
4.288294 -0.436691 0.000000
4.304216 -0.215561 0.000000
4.321111 -0.840734 0.000000
4.337512 0.880298 0.000000
4.354098 0.025846 0.000000
4.370407 -1.800999 0.000000
4.386461 -4.215023 0.000000
4.403279 -5.695559 0.000000
4.419494 -6.634607 0.000000
4.436157 -6.025513 0.000000
4.452324 -3.671729 0.000000
