0.065708 0.497795 0.205750 0.065627 1.938808 -0.065067 2.478964 50.856299 0.065766
0.180913 0.520025 0.276200 0.065627 0.334320 -0.285414 1.919120 50.345277 0.065403
0.263268 0.517977 0.332740 0.065627 -2.274858 0.293354 8.828695 410.292844 0.279339
0.608283 0.142914 0.980830 0.065627 0.495205 0.063744 1.393852 52.542620 0.065721
0.690249 0.129273 0.909910 0.065627 0.311421 -0.432972 0.990592 23.378837 0.065745
0.772517 0.107763 0.891400 0.065627 -0.304402 0.243506 1.006272 27.225874 0.049344
0.903817 0.127659 0.869350 0.065627 -1.817989 0.444662 2.400091 43.353067 0.082242
1.002429 0.088503 0.787800 0.065627 0.671850 -0.123077 1.586065 34.338371 0.065741
1.084488 0.115509 0.830160 0.065627 1.962916 0.357097 1.997774 42.702966 0.180484
1.281333 0.118434 0.833490 0.065627 -0.859510 0.000000 3.519249 112.406635 0.115377
1.675978 0.122855 0.986760 0.065627 -0.747487 0.151750 2.921330 92.530236 0.082139
1.774438 0.157274 0.870970 0.065627 1.777219 0.000000 8.943870 525.359415 0.328869
3.105238 0.505265 0.000000 0.065627 -0.309460 0.462086 17.131060 534.060152 0.098499
3.269201 0.887771 0.842910 0.065627 -3.314448 0.253431 2.522976 50.601482 0.049560
3.368061 0.851051 0.950990 0.065627 0.528927 0.000000 20.313402 590.424370 0.114819
3.564884 0.160964 0.996920 0.065627 0.161200 -0.454807 1.371200 37.419599 0.066031
3.696546 0.148707 0.947440 0.065627 0.775052 0.000000 2.351536 48.449804 0.065780
4.698451 0.135556 1.000000 0.065627 3.427280 0.089771 2.598892 52.271424 0.049381
4.764438 0.167152 0.976580 0.065627 -2.351565 0.380036 2.595298 59.564869 0.065276
