0.180935 785.591040 919.004400 0.016434 0.000000 0.839524
0.312378 1004.914944 359.320320 0.081814 0.000000 0.839524
0.476414 843.181440 188.141400 0.033104 0.000000 0.839524
0.526119 871.135817 184.349829 0.115028 0.000000 0.839524
0.722880 968.295072 9.264780 0.328945 0.000000 0.839524
1.462375 288.359040 875.005200 0.016308 0.000000 0.839524
1.495173 311.592960 949.924800 0.049106 0.000000 0.839524
1.593615 260.718080 857.768400 0.049334 0.000000 0.839524
1.659335 280.589709 942.551242 0.312396 0.000000 0.839524
1.988149 290.615040 956.653200 0.016388 0.000000 0.839524
2.300388 1577.953920 938.854800 0.016390 0.000000 0.839524
2.333315 1597.500000 974.918700 0.065764 0.000000 0.839524
2.546697 1623.270144 800.167680 0.163980 0.000000 0.839524
2.760093 1604.107200 929.658600 0.032871 0.000000 0.839524
2.859024 1631.263680 776.649600 0.032856 0.000000 0.839524
2.990426 1630.139520 1014.076800 0.016391 0.000000 0.839524
3.039741 1642.187040 942.445800 0.065715 0.000000 0.839524
3.138235 1643.540086 1039.678615 0.279268 2.000000 0.839524
3.433792 1619.865691 1080.000000 0.344945 0.000000 0.839524
3.976126 358.104000 1046.934450 0.131459 0.000000 0.839524
4.123944 331.542240 988.181100 0.065392 0.000000 0.839524
4.205889 280.825680 960.877350 0.131714 0.000000 0.839524
4.353765 292.700160 981.882000 0.016700 0.000000 0.839524
