0.000000 1.000000
0.032822 1.000000
0.065770 1.000000
0.098702 1.000000
0.131579 1.000000
0.164293 1.000000
0.197168 1.000000
0.230143 1.000000
0.262959 1.000000
0.295735 1.000000
0.328731 1.000000
0.361528 1.000000
0.394303 1.000000
0.427205 1.000000
0.460037 1.000000
0.492885 1.000000
0.525723 1.000000
0.558656 1.000000
0.591470 1.000000
0.624329 1.000000
0.657291 1.000000
0.690004 1.000000
0.722886 1.000000
0.755792 1.000000
0.788659 1.000000
0.821397 1.000000
0.854331 1.000000
0.887182 1.000000
0.920170 1.000000
0.952859 1.000000
0.985782 1.000000
1.018556 1.000000
1.051641 1.000000
1.084322 1.000000
1.117105 1.000000
1.150059 1.000000
1.182978 1.000000
1.215741 1.000000
1.248642 1.000000
1.281476 1.000000
1.314329 1.000000
1.347208 1.000000
1.380043 1.000000
1.412831 1.000000
1.445860 1.000000
1.478646 1.000000
1.511510 1.000000
1.544367 1.000000
1.577134 1.000000
1.610019 1.000000
1.642886 1.000000
1.675729 1.000000
1.708636 1.000000
1.741481 1.000000
1.774414 1.000000
1.807323 1.000000
1.839978 1.000000
1.872910 1.000000
1.905702 1.000000
1.938555 1.000000
1.971435 1.000000
2.004419 1.000000
2.037206 1.000000
2.070080 1.000000
2.102898 1.000000
2.135760 1.000000
2.168605 1.000000
2.201524 1.000000
2.234312 1.000000
2.267193 1.000000
2.300080 1.000000
2.332880 1.000000
2.365837 1.000000
2.398612 1.000000
2.431431 1.000000
2.464284 1.000000
2.497157 1.000000
2.530151 1.000000
2.562833 1.000000
2.595669 1.000000
2.628560 1.000000
2.661474 1.000000
2.694274 1.000000
2.727210 1.000000
2.760039 1.000000
2.792821 1.000000
2.825770 1.000000
2.858656 1.000000
2.891581 1.000000
2.924325 1.000000
2.957305 1.000000
2.990155 1.000000
3.022874 1.000000
3.055810 1.000000
3.088606 1.000000
3.121432 1.000000
3.154277 1.000000
3.187130 1.000000
3.220079 1.000000
3.252946 1.000000
3.285890 1.000000
3.318609 1.000000
3.351410 1.000000
3.384205 1.000000
3.417141 1.000000
3.449959 1.000000
3.482919 1.000000
3.515764 1.000000
3.548650 1.000000
3.581458 1.000000
3.614282 1.000000
3.647160 1.000000
3.680114 1.000000
3.712866 1.000000
3.745721 1.000000
3.778710 1.000000
3.811489 1.000000
3.844234 1.000000
3.877222 1.000000
3.910006 1.000000
3.942914 1.000000
3.975747 1.000000
4.008666 1.000000
4.041434 1.000000
4.074309 1.000000
4.107167 1.000000
4.140012 1.000000
4.172870 1.000000
4.205823 1.000000
4.238558 1.000000
4.271433 1.000000
4.304276 1.000000
4.337242 1.000000
4.370060 1.000000
4.402892 1.000000
4.435712 1.000000
4.468660 1.000000
4.501499 1.000000
4.534304 1.000000
4.567163 1.000000
4.600015 1.000000
4.632961 1.000000
4.665706 1.000000
4.698627 1.000000
4.731483 1.000000
4.764310 1.000000
4.797159 1.000000
4.830163 1.000000
