0.000000 1036.431360 927.968400
0.016635 1046.670720 989.215200
0.033042 1092.332160 1029.337200
0.049546 1092.332160 1029.337200
0.066157 1069.468800 985.759200
0.082535 1046.561280 996.256800
0.099086 1046.561280 996.256800
0.115305 1083.649920 1066.532400
0.131858 1078.433280 1016.733600
0.148140 1078.433280 1016.733600
0.164726 1088.714880 1007.650800
0.181097 1044.597120 996.256800
0.197634 1044.597120 996.256800
0.214012 1105.509120 1049.338800
0.230560 1042.101120 961.642800
0.247013 1037.500800 954.860400
0.263390 1056.681600 982.616400
0.279766 1036.043520 984.690000
0.296014 1036.043520 984.690000
1.939025 1078.874880 1021.237200
1.955405 1054.078080 1034.283600
2.678283 1823.243520 1045.699200
2.694570 1809.711360 998.395200
2.711125 1815.694080 991.494000
2.727477 1817.573760 1055.559600
2.743985 1740.105600 1039.899600
2.760258 1744.911360 1033.819200
2.776843 1817.120640 990.716400
2.793147 1857.857280 984.992400
2.809705 1857.857280 984.992400
3.384296 1834.227840 1028.095200
3.400870 1828.254720 1034.294400
3.417486 1822.152960 990.122400
3.434154 1863.851520 1012.327200
3.450621 1863.851520 1012.327200
3.466958 1814.949120 985.575600
3.482976 1850.449920 993.016800
3.499802 1850.449920 993.016800
3.516127 1853.170560 1063.162800
3.532336 1814.365440 1018.569600
3.548678 1808.436480 1025.103600
3.729244 1795.845120 1048.658400
3.746260 1795.845120 1048.658400
4.699041 1686.612480 1080.000000
4.715287 1662.247680 1080.000000
4.731844 1662.247680 1080.000000
4.748219 1672.260480 1080.000000
4.764686 1709.249280 1040.698800
4.781030 1716.065280 1032.922800
4.797640 1642.181760 1080.000000
4.813823 1710.718080 1080.000000
4.830518 1717.144320 1080.000000
4.846900 1429.918080 1080.000000
