0.049023 -0.711203
0.262457 1.315385
0.410218 1.808458
0.558200 -3.992874
0.706066 0.032627
0.755240 -0.071991
0.821046 0.663933
0.886783 1.310958
1.018167 0.118857
1.100266 5.691811
1.494615 0.146457
1.527363 -4.098573
1.757432 -0.764194
1.823149 -0.682298
1.888848 0.071648
1.921744 0.685131
1.987402 0.510397
2.086008 -3.188915
2.233904 -0.022842
2.283110 -0.203252
2.348908 0.116806
2.447500 -1.118818
2.562419 0.245739
2.660944 0.578469
2.743078 -0.099205
2.792373 1.948520
2.956794 0.370108
3.006045 -0.160376
3.120972 -0.834515
3.236120 0.242407
3.351055 0.427291
3.400275 0.201355
3.465983 -0.300853
3.548148 -1.199934
3.630275 0.107434
3.827438 -0.047314
3.926083 0.040538
4.139529 -0.380523
4.254586 0.013113
4.287370 1.939539
4.665308 -0.387469
4.731050 0.210360
4.780313 0.210360
