0.049292 983.867520 0.000000 0.016436 20.458944 0.016399
0.082127 963.408576 0.000000 0.164173 1076.244291 0.131540
0.377840 208.158720 766.746000 0.016435 326.878839 0.147820
0.542095 301.548800 1080.000000 0.098572 165.371067 0.180775
0.821442 466.761600 1072.766700 0.065719 240.872961 0.082031
0.969192 227.512320 1044.846000 0.016495 1252.694290 0.164271
1.149958 918.554880 0.000000 0.032921 16.450735 0.016474
1.199353 935.005615 0.000000 0.180529 44.985458 0.032916
1.412798 979.787464 4.275212 0.558509 1269.089756 0.180824
2.152131 234.131520 1031.205600 0.032795 45.622090 0.016501
2.201427 273.244800 1054.690200 0.032825 1225.286011 0.213629
2.447881 896.906880 0.000000 0.016452 14.753280 0.016299
2.480632 911.660160 0.000000 0.115053 98.393307 0.016286
2.611971 1009.893120 5.615018 0.180815 1179.415366 0.180797
2.973583 1740.485760 931.495680 0.082060 60.798796 0.016533
3.072176 1697.845440 974.835000 0.032793 173.664589 0.065732
3.170701 1742.183040 806.925600 0.049298 103.970369 0.049324
3.269323 1808.577600 726.915600 0.032768 347.817103 0.098683
3.400774 1688.200320 1053.237600 0.016392 37.874689 0.016404
3.433570 1660.757760 1079.341200 0.016397 1359.715795 0.147850
3.597817 313.042560 899.089200 0.032875 153.539333 0.114931
3.745623 445.109760 977.400000 0.016452 3.536365 0.016494
3.778569 447.577920 974.867400 0.032983 173.279561 0.098333
3.909885 302.914440 1070.252325 0.262903 64.730671 0.032867
4.205655 238.921920 1080.000000 0.032859 138.628025 0.065734
4.304248 224.574720 942.116400 0.016538 69.290385 0.032754
4.353540 267.447552 996.550560 0.082145 178.563821 0.098553
4.534238 200.654880 830.949300 0.065684 0.000000 0.098553
