0.049378 0.525059 0.256000 0.065625 -3.220533 1.089570 4.813413 118.708261 0.131418
0.197184 0.463173 0.103770 0.065625 0.711531 0.000000 2.974175 80.212949 0.065722
0.837939 0.499617 0.000000 0.065625 1.562187 0.213950 9.435223 236.875455 0.082170
1.330823 0.333590 0.423480 0.065625 -1.505535 -0.488995 11.358826 195.952071 0.344939
1.757835 0.843316 1.000000 0.065625 -0.311891 0.746610 4.348532 135.193969 0.147856
1.922310 0.862835 0.752970 0.065625 -1.180435 0.000000 16.494894 402.227324 0.114784
2.579347 0.482337 0.000000 0.065625 0.575666 0.760505 3.300719 98.894393 0.098526
2.743651 0.509326 0.016590 0.065625 -1.213526 1.918536 3.640271 87.207430 0.049219
3.220024 0.533339 0.163470 0.065625 0.481050 -1.091114 4.474450 123.588344 0.147869
3.499251 0.528102 0.000000 0.065625 -0.963415 0.000000 4.747372 107.590439 0.131426
4.895775 0.474429 0.000000 0.065625 0.175160 0.000000 1.956874 55.823928 0.098501
