0.147908 0.660397 0.336950 0.065524 1.305898 -0.272400 3.156931 80.882553 0.065598
0.394237 0.654800 0.479770 0.065524 0.886212 -0.582734 10.408832 246.470167 0.082591
0.624547 0.869118 0.866740 0.065524 -0.804185 -1.180876 2.905871 79.113487 0.065852
0.706835 0.868342 0.932510 0.065524 0.951927 -1.518297 2.628552 52.323311 0.065502
0.920361 0.879361 0.857090 0.065524 0.466071 0.000000 3.361845 100.737960 0.065761
1.117438 0.870372 1.000000 0.065524 -1.745660 -0.746830 16.573062 538.701745 0.147493
1.478894 0.175449 0.851540 0.065524 2.939077 -1.212193 17.031889 483.696035 0.131380
2.053769 0.535904 0.000000 0.065524 0.262014 0.133664 12.188488 412.870320 0.131419
2.267164 0.875913 0.726030 0.065524 -0.187433 0.122415 3.396766 76.603790 0.098356
2.530195 0.853936 0.865310 0.065524 1.439357 0.998704 2.176847 35.973188 0.082125
2.908140 0.910383 0.891090 0.065524 -0.729803 -0.607878 2.050894 51.611565 0.049321
4.189571 0.804791 1.000000 0.065524 2.185136 0.000000 5.621093 149.505468 0.049138
4.764002 0.917240 1.000000 0.065524 -1.560618 -1.441993 3.426518 83.882637 0.049574
