x,y,d,t
0.900011,0.718460,3.330000,66.400235
0.882433,0.775130,3.175000,66.416607
0.878619,0.789540,3.275000,66.433045
0.859662,0.959300,3.275000,66.449440
0.864635,0.931160,3.370000,66.465928
0.860866,0.944060,3.305000,66.482340
0.856619,0.987950,3.280000,66.498688
0.872606,0.954170,3.320000,66.515077
0.875536,0.947620,3.335000,66.531620
0.887607,1.007440,3.295000,66.548087
0.863701,0.968850,3.375000,66.564442
0.868899,0.949720,3.355000,66.580822
0.875834,0.985450,3.270000,66.597300
0.869152,0.989530,3.280000,66.613735
0.868899,0.990320,3.290000,66.630102
0.840537,0.987230,3.280000,66.646602
0.882635,0.937420,3.335000,66.663036
0.882635,0.937420,3.300000,66.679438
0.675770,0.346560,3.265000,66.695966
0.569412,0.049090,3.500000,66.712293
0.570065,0.060720,3.505000,66.728802
0.474305,-0.102940,3.550000,66.745239
0.516273,-0.138840,3.635000,66.761611
0.516121,-0.127370,3.645000,66.778117
0.488008,-0.191660,3.605000,66.794490
0.484002,-0.164210,3.700000,66.810915
0.485021,-0.135190,3.710000,66.827280
0.500096,-0.085090,3.645000,66.843656
0.503088,-0.108510,3.655000,66.860066
0.502312,-0.135580,3.615000,66.876597
0.455366,-0.002780,3.715000,66.892956
0.290508,0.394970,3.630000,66.909480
0.290508,0.394970,3.540000,66.925860
0.109681,0.735260,3.550000,66.942299
0.148842,0.748450,3.560000,66.958668
0.148842,0.748450,3.320000,66.975070
0.151526,0.830850,3.310000,66.991611
0.099494,0.782140,3.415000,67.008092
0.099494,0.782140,3.385000,67.024458
0.098392,0.759870,3.490000,67.040804
0.115289,0.827020,3.445000,67.057296
0.120982,0.841380,3.485000,67.073741
0.130308,0.814940,3.305000,67.090121
0.146632,0.819710,3.275000,67.106696
0.141277,0.805070,3.420000,67.123001
0.148460,0.826150,3.285000,67.139501
0.136558,0.810660,3.320000,67.155876
0.136558,0.810660,3.330000,67.172425
0.114924,0.762570,3.300000,67.188841
0.135095,0.855440,3.445000,67.205080
0.140540,0.869420,3.325000,67.221520
0.121454,0.856730,3.375000,67.238089
0.127721,0.857390,3.335000,67.254378
0.127721,0.857390,3.320000,67.270851
0.113619,0.835800,3.400000,67.287368
0.109091,0.860860,3.305000,67.303659
0.106582,0.853080,3.490000,67.320153
0.261427,0.769030,3.030000,67.336621
0.268205,0.754960,3.145000,67.352948
0.265904,0.746230,3.330000,67.369586
0.277227,0.804610,3.325000,67.385904
0.248923,0.726830,3.400000,67.402300
0.253119,0.743400,3.420000,67.418790
0.256955,0.770720,3.305000,67.435120
0.261483,0.717030,3.315000,67.451615
0.261483,0.717030,3.330000,67.468040
0.355544,0.842670,3.065000,67.484466
0.581512,0.914470,3.060000,67.500827
0.581354,0.925380,3.175000,67.517251
0.845549,0.905980,3.170000,67.533697
0.818482,0.852770,3.200000,67.550261
0.821795,0.838110,3.215000,67.566592
0.832646,0.726030,3.215000,67.582971
0.860996,0.859020,3.310000,67.599534
0.863999,0.847920,3.225000,67.615882
0.863420,0.856520,3.165000,67.632343
0.834716,0.869840,3.245000,67.648817
0.831335,0.883530,3.275000,67.665100
0.804560,0.852290,3.250000,67.681516
0.834091,0.874680,3.345000,67.697973
0.837506,0.860840,3.380000,67.714469
0.847794,0.902720,3.305000,67.730889
0.836358,0.797110,3.260000,67.747259
0.839666,0.782830,3.310000,67.763716
0.817593,0.873380,3.285000,67.780169
0.847557,0.880550,3.220000,67.796666
0.844160,0.893640,3.055000,67.813034
0.399712,0.905620,3.145000,67.829459
0.221788,0.858620,3.430000,67.845803
0.221788,0.858620,3.190000,67.862345
0.170718,0.886640,3.325000,67.878785
0.195046,0.934210,3.385000,67.895109
0.195046,0.934210,3.285000,67.911590
0.193662,0.950580,3.350000,67.927986
0.152735,0.906570,3.425000,67.944352
0.157983,0.919890,3.410000,67.960840
0.202781,1.002190,3.205000,67.977380
0.194810,0.958600,3.305000,67.993718
0.194810,0.958600,3.275000,68.010137
