x,y,d,t
0.393811,0.093250,3.865000,120.590132
0.393811,0.093250,4.000000,120.606530
0.407536,0.326720,3.965000,120.622901
0.417397,0.604940,2.910000,120.639575
0.417397,0.604940,3.220000,120.656014
0.405967,0.808920,3.080000,120.672342
0.406963,0.745690,3.095000,120.688806
0.406963,0.745690,3.285000,120.705513
0.406749,0.891800,3.030000,120.722027
0.419517,0.877280,3.070000,120.737979
0.419517,0.877280,3.300000,120.754512
0.409162,0.850930,3.060000,120.771067
0.407114,0.915780,3.040000,120.787501
0.407114,0.915780,3.290000,120.803995
0.418207,0.756040,3.145000,120.820252
0.503583,0.514990,3.515000,120.836814
0.503392,0.489440,3.880000,120.853280
0.491658,0.306830,3.645000,120.869843
0.536928,0.322550,3.625000,120.885960
0.536939,0.304370,3.230000,120.902510
0.507599,0.302750,3.300000,120.918949
0.523400,0.356870,3.745000,120.935021
0.523226,0.366420,3.525000,120.951592
0.525802,0.333110,3.360000,120.967895
0.528558,0.282340,3.775000,120.984324
0.528800,0.290950,3.110000,121.000777
0.519108,0.290410,3.115000,121.017290
0.451676,0.158230,3.900000,121.033643
0.451867,0.168390,3.085000,121.050144
0.438676,0.212770,3.655000,121.066546
0.439638,0.135640,3.515000,121.083057
0.440493,0.156510,3.960000,121.099650
0.449791,0.217320,3.650000,121.116251
0.468506,0.171060,3.875000,121.132581
0.467819,0.140040,3.845000,121.149164
0.475424,0.196870,3.610000,121.165425
0.438704,0.164950,3.665000,121.181975
0.438131,0.155830,3.550000,121.198256
0.437641,0.148790,2.985000,121.214789
0.454302,0.184980,2.425000,121.231279
0.455450,0.214080,3.820000,121.247810
0.473051,0.116540,3.005000,121.263813
0.489093,0.011800,2.345000,121.280484
0.489026,0.007680,2.380000,121.296909
0.505906,-0.027790,2.355000,121.313012
0.498644,-0.070000,2.325000,121.329775
0.498352,-0.079820,2.370000,121.346296
0.493559,-0.048290,2.330000,121.362625
0.502863,-0.114650,2.285000,121.378794
0.503128,-0.091350,2.310000,121.395087
0.497227,-0.031630,2.245000,121.411561
0.500152,0.048920,2.330000,121.428173
0.500158,0.036730,2.315000,121.444575
0.502638,-0.037350,2.335000,121.461246
0.512690,-0.102700,2.350000,121.477557
0.512476,-0.113790,2.270000,121.493814
0.506469,-0.062110,2.260000,121.510409
0.505603,0.019640,2.320000,121.526756
0.505856,0.042350,2.220000,121.543071
0.513686,0.004090,2.200000,121.559611
0.507549,-0.083920,2.230000,121.576240
0.507267,-0.092110,2.210000,121.592537
0.509911,-0.043930,2.190000,121.609090
0.502273,0.019840,2.235000,121.625411
0.502790,0.051050,2.225000,121.641957
0.509281,0.114670,2.175000,121.658454
0.481623,0.073720,2.220000,121.674865
0.480971,0.056220,2.645000,121.888273
0.362283,0.468550,2.605000,121.904817
0.355753,0.445980,2.735000,121.921141
0.355753,0.445980,2.600000,121.937610
0.374849,0.443430,2.620000,121.954045
0.369376,0.423160,2.620000,121.970397
0.369179,0.400910,3.090000,121.986896
0.120549,0.890200,2.570000,122.003099
0.138251,0.906720,2.615000,122.019660
0.133852,0.895770,3.265000,122.036217
0.150187,0.810190,2.700000,122.052507
0.161403,0.831380,2.695000,122.068815
0.169919,0.858730,3.265000,122.085305
0.150626,0.888950,2.715000,122.101578
0.166319,0.891000,2.645000,122.118019
0.161386,0.873070,3.140000,122.134411
0.161302,0.902840,2.525000,122.150745
0.146131,0.799800,2.565000,122.167225
0.141063,0.784110,3.065000,122.183747
0.125499,0.794270,2.595000,122.200182
0.140810,0.804310,2.625000,122.216614
0.148404,0.829390,3.185000,122.233081
0.160211,0.871670,2.550000,122.249467
0.168772,0.840080,2.615000,122.266147
0.165206,0.827760,3.230000,122.282451
0.153528,0.846550,2.575000,122.299139
0.136546,0.893600,2.510000,122.315460
0.131011,0.875760,2.530000,122.331811
0.133813,0.822920,2.605000,122.348302
0.121522,0.886010,2.490000,122.364890
0.123114,0.892120,3.155000,122.381301
0.123603,0.847480,2.530000,122.397689
0.148612,0.853650,2.580000,122.414118
0.157595,0.883760,2.605000,122.430405
0.130814,0.884120,2.620000,122.446671
0.154012,0.906940,2.540000,122.462898
0.155975,0.911250,2.480000,122.479830
0.164649,0.924630,2.585000,122.496122
0.149669,0.859920,2.575000,122.512749
0.147853,0.852220,2.550000,122.528531
0.150164,0.901480,2.590000,122.545327
0.153494,0.891110,2.585000,122.561863
0.151362,0.885790,2.615000,122.578281
0.148674,0.883520,2.525000,122.594669
0.151514,0.908470,3.030000,122.611253
0.149844,0.905040,2.935000,122.627482
0.823724,0.939610,2.425000,122.840948
0.828129,0.929120,2.525000,122.857145
0.829608,0.923720,2.615000,122.873958
0.821851,0.869310,2.530000,122.890520
0.837657,0.925530,2.635000,122.906910
0.840189,0.914970,3.130000,122.923447
0.845617,0.900550,2.565000,122.939833
0.822504,0.891550,2.675000,122.956116
0.819815,0.903740,3.160000,122.972692
0.828101,0.842450,2.570000,122.989211
0.834912,0.900180,3.200000,123.005561
0.836780,0.893570,2.535000,123.021719
0.857412,0.700570,3.310000,123.038500
0.866795,0.651310,3.270000,123.054501
0.868016,0.643490,2.825000,123.071255
0.849869,0.670550,2.810000,123.087406
0.833338,0.692710,2.830000,123.104108
0.827701,0.722530,2.805000,123.120366
0.832393,0.749280,2.850000,123.136829
0.822346,0.742520,2.840000,123.153308
0.825086,0.728050,2.810000,123.169909
0.846826,0.747090,2.680000,123.185651
0.853486,0.743970,2.735000,123.202722
0.856428,0.729950,2.850000,123.218875
0.844554,0.737190,2.695000,123.234915
0.854229,0.742190,2.820000,123.251656
0.851298,0.756050,2.770000,123.267933
0.867886,0.732670,2.785000,123.284406
0.845876,0.753210,2.750000,123.300809
0.841432,0.773590,2.725000,123.317223
0.837641,0.820080,2.715000,123.333751
0.836004,0.857780,2.655000,123.350225
0.834941,0.863810,2.800000,123.366637
0.838687,0.833990,2.735000,123.383096
0.850803,0.793170,2.770000,123.399507
0.856574,0.766660,2.700000,123.416236
0.851450,0.761210,2.765000,123.432552
0.848171,0.726220,3.305000,123.449156
0.851062,0.712020,2.760000,123.465385
0.864185,0.743220,2.850000,123.482012
0.862379,0.771290,2.805000,123.498317
0.862379,0.771290,3.295000,123.514842
0.849476,0.902740,2.690000,123.531315
0.862824,0.932550,2.835000,123.547786
0.862824,0.932550,3.315000,123.564185
0.849031,0.938960,3.195000,123.580558
0.861597,0.913950,3.155000,123.596949
0.861597,0.913950,3.290000,123.612941
0.859460,0.914980,3.180000,123.629873
0.850499,0.838080,3.280000,123.646080
0.850499,0.838080,3.260000,123.662634
0.860765,0.899400,3.410000,123.678961
0.859426,0.899490,3.305000,123.695588
0.856389,0.911620,3.225000,123.711838
0.849976,0.945600,3.265000,123.728367
0.840763,0.936750,3.360000,123.744657
0.837787,0.948820,3.340000,123.761184
0.850038,0.980280,3.200000,123.843305
0.852074,0.974020,3.345000,123.859845
0.846663,0.991420,3.175000,123.876256
0.866294,0.972190,3.245000,123.892545
0.867914,0.968170,3.180000,123.909071
0.857930,1.049980,3.235000,123.925375
0.859994,0.931250,3.185000,123.941990
0.858149,0.936820,3.235000,123.958243
0.878861,0.944110,3.300000,123.974834
0.861693,0.985220,3.325000,123.991150
0.858391,0.997220,3.370000,124.007635
0.864343,1.065250,3.315000,124.023924
0.844497,1.049740,3.210000,124.040490
0.844497,1.049740,3.235000,124.056839
0.828028,1.170050,3.295000,124.073442
0.832004,1.079020,3.325000,124.089749
0.832004,1.079020,3.215000,124.106300
0.829271,1.109260,3.260000,124.122601
0.815276,1.061250,3.245000,124.139198
0.815276,1.061250,3.310000,124.155547
0.843260,1.068130,3.285000,124.171762
0.857502,1.088610,3.355000,124.188368
0.857502,1.088610,3.170000,124.204655
0.815866,1.097460,3.360000,124.221279
0.830981,1.034030,3.260000,124.237439
0.833917,1.022940,3.215000,124.253969
0.867099,1.014210,3.240000,124.270334
0.861356,1.060170,3.305000,124.286826
0.861356,1.060170,3.330000,124.303097
0.866947,1.056410,3.240000,124.319766
0.859758,1.101820,3.300000,124.335856
0.856541,1.112060,3.380000,124.352784
0.839244,1.126970,3.370000,124.368869
0.843187,1.107200,3.445000,124.385196
0.846269,1.096960,3.120000,124.401430
0.694704,0.933540,3.135000,124.417897
0.481792,0.896300,2.795000,124.434317
0.481286,0.878700,2.905000,124.450796
0.183734,0.860440,2.940000,124.467278
0.160576,0.850620,2.815000,124.483694
0.161909,0.856670,3.205000,124.500247
0.191818,0.870530,3.155000,124.516599
0.189776,0.951050,3.175000,124.533234
0.197769,0.978370,3.350000,124.549438
0.176276,0.912790,3.315000,124.566258
0.200097,0.984330,3.225000,124.582652
0.201853,0.988510,3.205000,124.599142
0.183403,0.945430,3.335000,124.615300
0.186209,1.016250,3.155000,124.631966
0.183082,1.006840,3.290000,124.648166
0.188876,0.975210,3.355000,124.664815
0.172304,0.948800,3.480000,124.680999
0.172304,0.948800,3.370000,124.697717
0.183987,0.915630,3.235000,124.714076
0.175460,0.906710,3.165000,124.729936
0.176849,0.909830,3.105000,124.746912
0.154417,0.927760,3.320000,124.763410
0.151576,0.905480,3.335000,124.779468
0.145490,0.888740,3.160000,124.796021
0.131011,0.918490,3.160000,124.812478
0.126984,0.863070,3.140000,124.829120
0.129076,0.871290,3.180000,124.845286
0.157797,0.881500,3.275000,124.861968
0.154513,0.890600,3.285000,124.878143
0.158506,0.899900,3.375000,124.894843
0.166730,0.904020,2.625000,124.911059
0.154749,0.914600,2.620000,124.927735
0.152448,0.909150,3.080000,124.943897
0.143966,0.934420,2.720000,124.960597
0.161887,0.973260,2.735000,124.976818
0.162044,0.973700,3.145000,124.993365
