x,y,d,t
0.413296,0.356150,3.460000,131.760730
0.426470,0.369560,3.445000,131.777135
0.427421,0.377180,3.655000,131.793395
0.420069,0.397830,3.500000,131.809993
0.428928,0.310910,3.565000,131.826430
0.428101,0.294030,3.520000,131.842782
0.416615,0.319930,3.555000,131.859328
0.444633,0.314000,3.580000,131.875728
0.444504,0.322550,3.480000,131.892095
0.427016,0.331570,3.470000,131.908481
0.420519,0.366090,3.630000,131.924960
0.422302,0.398420,3.500000,131.941418
0.441742,0.409470,3.695000,131.957839
0.445797,0.430230,3.570000,131.974220
0.445797,0.430230,3.700000,131.990707
0.455917,0.347370,3.650000,132.007131
0.437849,0.330090,3.560000,132.023558
0.437017,0.293830,3.685000,132.039983
0.432832,0.186460,3.675000,132.056411
0.445589,0.143650,3.640000,132.072754
0.443525,0.083020,3.480000,132.089292
0.433119,0.152530,3.655000,132.105712
0.421031,0.156450,3.565000,132.122066
0.421042,0.166840,3.490000,132.138472
0.461812,-0.157510,3.845000,132.154987
0.510209,-0.139790,3.675000,132.171393
0.510704,-0.127830,3.835000,132.187823
0.502706,-0.141390,3.555000,132.204198
0.502329,-0.243300,3.675000,132.220768
0.501851,-0.255780,3.695000,132.237047
0.510384,-0.260220,3.620000,132.253418
0.509157,-0.233520,3.675000,132.269986
0.509236,-0.161200,3.760000,132.286321
0.510716,-0.052980,2.390000,132.302794
0.500731,-0.044310,2.430000,132.319238
0.500855,-0.023890,3.680000,132.335695
0.505985,0.008940,2.335000,132.352081
0.536529,-0.055790,2.360000,132.368524
0.535814,-0.078240,2.795000,132.384918
0.534110,-0.133220,2.465000,132.582061
0.707332,0.415420,2.535000,132.598584
0.665381,0.494730,2.420000,132.615036
0.664402,0.500180,2.300000,132.631437
0.666517,0.457780,2.510000,132.828642
0.132119,0.939460,3.135000,132.844955
0.140219,0.918420,2.950000,132.861513
0.138583,0.911570,2.315000,132.877840
0.311191,0.642260,2.755000,133.075018
0.695019,0.536730,2.815000,133.091372
0.702179,0.551660,2.750000,133.107806
0.702179,0.551660,2.730000,133.124339
0.691019,0.525790,2.735000,133.140651
0.699839,0.513310,2.855000,133.157072
0.699839,0.513310,2.870000,133.173549
0.697483,0.531760,2.770000,133.189980
0.695654,0.500290,2.810000,133.206322
0.697983,0.473190,3.145000,133.222842
0.875019,0.842710,3.180000,133.239307
0.886629,0.841630,3.275000,133.255643
0.882556,0.855000,3.195000,133.272065
0.889396,0.863850,2.850000,133.288415
0.815979,0.679310,3.120000,133.304956
0.809960,0.707410,2.415000,133.321345
0.575026,0.085290,3.230000,133.337831
0.542936,-0.010820,3.655000,133.354246
0.542683,0.009340,3.780000,133.370643
0.531196,0.014350,3.830000,133.387097
0.535319,0.038310,3.805000,133.403495
0.535511,0.018500,3.880000,133.420025
0.510744,0.020080,3.830000,133.436415
0.535499,0.009020,3.875000,133.452768
0.536276,-0.022470,3.745000,133.469191
0.566881,-0.102000,3.900000,133.485715
0.562235,-0.109960,3.920000,133.502083
0.561976,-0.122360,3.870000,133.518468
0.548212,-0.138770,3.770000,133.534979
0.540815,-0.064300,3.930000,133.551357
0.540528,-0.039860,3.925000,133.567826
0.506199,-0.085830,3.945000,133.584248
0.492147,-0.083880,3.855000,133.600584
0.492322,-0.063790,3.845000,133.617068
0.504629,-0.079820,3.945000,133.633496
0.510592,-0.022380,4.130000,133.650008
0.510592,-0.022380,4.120000,133.666246
0.494021,-0.088360,3.940000,133.682797
0.498712,-0.136790,4.150000,133.699145
0.498594,-0.157660,4.270000,133.715571
0.498751,-0.137770,4.130000,133.732194
0.498740,-0.086130,3.985000,133.748581
0.498740,-0.086130,3.975000,133.764900
0.517781,-0.091020,4.045000,133.781378
0.510131,-0.092000,3.885000,133.797862
0.510131,-0.092000,3.845000,133.814178
0.513551,-0.094560,3.830000,133.830705
0.506384,-0.085090,3.885000,133.847044
0.506069,-0.074480,3.785000,133.863607
0.508438,-0.049650,3.765000,133.880005
0.503161,-0.008800,3.825000,133.896432
0.503617,0.001390,3.900000,133.912795
0.497671,-0.007020,3.920000,133.929254
0.515997,-0.040090,3.965000,133.945649
0.515998,-0.060870,3.985000,133.962131
0.493481,-0.118180,3.915000,133.978566
0.487254,-0.119770,4.010000,133.994874
0.487535,-0.133110,3.965000,134.011385
0.493216,-0.157790,4.005000,134.027841
0.537839,-0.139710,4.085000,134.044067
0.537434,-0.152180,4.075000,134.060623
0.525200,-0.189610,3.970000,134.077194
0.523923,-0.205090,3.960000,134.093478
0.523726,-0.157850,3.925000,134.109895
0.543268,-0.116230,4.005000,134.126366
0.512870,-0.093230,4.160000,134.142738
0.512870,-0.093230,4.075000,134.159233
0.524216,-0.117300,4.030000,134.175690
0.519277,-0.153190,4.005000,134.192386
0.519794,-0.187460,3.960000,134.208560
0.529481,-0.189130,4.035000,134.224923
0.533497,-0.222270,4.090000,134.241412
0.533137,-0.234790,3.935000,134.257835
0.529762,-0.217760,4.120000,134.274232
0.521667,-0.200560,4.120000,134.290666
0.522089,-0.187920,3.970000,134.306994
0.502677,-0.184420,4.050000,134.323539
0.517398,-0.223280,4.025000,134.339942
0.517021,-0.236370,3.950000,134.356359
0.511582,-0.187550,3.910000,134.372845
0.526961,-0.131340,3.885000,134.389292
0.527551,-0.143110,3.935000,134.405607
0.517595,-0.247660,4.065000,134.422062
0.521797,-0.280260,4.095000,134.438550
0.521977,-0.330820,3.925000,134.454818
0.512122,-0.321350,3.900000,134.471336
0.502520,-0.300760,3.900000,134.487795
0.502228,-0.263490,3.970000,134.504242
0.506396,-0.203190,4.020000,134.520572
0.494538,-0.175400,3.890000,134.537048
0.495118,-0.163240,3.860000,134.553392
0.511104,-0.214160,3.945000,134.569923
0.520396,-0.310620,3.895000,134.586344
0.519907,-0.323370,3.970000,134.602716
0.502166,-0.236580,4.045000,134.619236
0.503819,-0.236760,4.010000,134.635717
0.503752,-0.153040,3.980000,134.652106
0.512797,0.023150,4.035000,134.668585
0.506255,0.040800,3.875000,134.685007
0.507082,0.038470,3.890000,134.701466
0.516324,-0.013650,3.805000,134.717774
0.513877,-0.074200,3.825000,134.734185
0.513860,-0.119610,3.845000,134.750651
0.507841,-0.164360,3.915000,134.767068
0.506632,-0.164200,3.905000,134.783559
0.506632,-0.164200,3.910000,134.799937
0.509428,-0.176440,3.890000,134.816369
0.510507,-0.157210,3.940000,134.832784
0.509697,-0.154310,3.945000,134.849218
0.506840,-0.138060,3.905000,134.865666
0.493064,-0.135800,4.080000,134.882067
0.494116,-0.112470,4.120000,134.898468
0.516155,-0.073920,3.965000,134.914984
0.511059,-0.108570,4.055000,134.931377
0.510215,-0.131230,4.030000,134.947924
0.498538,-0.087050,3.985000,134.964274
0.504686,-0.097770,4.065000,134.980707
0.505197,-0.062330,3.945000,134.997109
0.517083,-0.053290,4.095000,135.013523
0.510845,-0.123210,4.100000,135.029816
0.511244,-0.157820,4.100000,135.046402
0.501614,-0.128000,3.890000,135.062756
0.500534,-0.191500,3.970000,135.079077
0.500411,-0.216970,4.005000,135.095667
0.515300,-0.202260,3.875000,135.111939
0.493644,-0.269670,3.920000,135.128527
