x,y,d,t
0.770174,0.998640,2.380000,123.665459
0.770174,0.998640,2.360000,123.682005
0.925509,0.986160,2.235000,123.698261
0.810039,1.011590,2.500000,123.714864
0.810039,1.011590,2.495000,123.731403
0.790768,1.006500,2.770000,124.322681
0.571640,0.931880,2.700000,124.339146
0.527129,0.895670,2.710000,124.355526
0.527129,0.895670,2.765000,124.372110
0.530802,0.893420,2.685000,124.388568
0.521088,0.880940,2.725000,124.404578
0.521088,0.880940,2.695000,124.421365
0.527090,0.870820,2.705000,124.437273
0.532428,0.941640,2.775000,124.453847
0.529908,0.935990,2.710000,124.470488
0.554022,0.866770,2.765000,124.486596
0.543881,0.890750,2.735000,124.503235
0.541591,0.884700,2.780000,124.519806
0.769882,0.455250,2.845000,126.376168
0.769100,0.466760,2.850000,126.392809
0.747826,0.450630,2.905000,126.408667
0.757631,0.495720,2.985000,126.425671
0.757631,0.495720,3.000000,126.441949
0.758727,0.439920,2.880000,126.458051
0.760775,0.396920,2.945000,126.474860
0.761450,0.384570,2.925000,126.491217
0.754081,0.427790,3.035000,126.507788
0.768689,0.330430,3.050000,126.524015
0.767908,0.343450,2.945000,126.540788
0.771952,0.511000,3.000000,126.556973
0.800634,0.418130,2.880000,126.573120
0.799374,0.430600,2.970000,126.589811
0.767643,0.492630,3.040000,126.606343
0.775777,0.456090,2.930000,126.622563
0.776688,0.444000,2.940000,126.639179
0.803981,0.387390,2.990000,126.655585
0.789243,0.407220,2.975000,126.671897
0.789243,0.407220,3.015000,126.688611
0.770698,0.446350,3.105000,126.704699
0.756731,0.486560,2.945000,126.721491
0.756118,0.498080,2.895000,126.737687
0.740750,0.433520,3.055000,127.049475
0.751527,0.377330,3.085000,127.066072
0.752090,0.364290,3.015000,127.082652
0.766951,0.423020,2.945000,127.098998
0.767542,0.387410,3.100000,127.115371
0.768312,0.374930,3.040000,127.132098
0.757805,0.411900,3.040000,127.148521
0.778724,0.398080,2.940000,127.164829
0.777808,0.410310,3.135000,127.181534
0.749452,0.458640,2.925000,127.197638
0.764144,0.432650,3.025000,127.213709
0.764144,0.432650,2.925000,127.230644
0.780468,0.384570,3.075000,127.247071
0.771305,0.281830,2.940000,127.263029
0.772149,0.268050,3.135000,127.279708
0.777071,0.335020,3.035000,127.296484
0.768301,0.374260,2.895000,127.312489
0.767531,0.386750,3.115000,127.329125
0.777431,0.394330,3.000000,127.345434
0.769696,0.422540,2.930000,127.362064
0.769696,0.422540,3.030000,127.378268
0.728189,0.517510,2.955000,127.394958
0.728667,0.486230,3.030000,127.411453
0.728870,0.475030,3.085000,127.427497
