x,y,d,t
0.475486,-0.161240,3.370000,97.483478
0.490325,-0.060840,3.425000,97.500007
0.490325,-0.060840,3.450000,97.516426
0.485994,-0.035460,3.615000,97.532753
0.480014,-0.042800,3.380000,97.549235
0.480689,-0.021670,3.380000,97.565688
0.504849,-0.097340,3.310000,97.582061
0.485476,-0.008940,3.460000,97.598487
0.485476,-0.008940,3.480000,97.614994
0.488829,-0.041970,3.450000,97.631369
0.482878,-0.091300,3.440000,97.647762
0.482529,-0.102110,3.490000,97.664213
0.485414,-0.084940,3.370000,97.680632
0.485600,-0.063860,3.450000,97.697080
0.486084,-0.052220,3.450000,97.713482
0.508038,-0.060310,3.390000,97.729944
0.494634,-0.068060,3.370000,97.746384
0.494054,-0.091170,3.340000,97.762784
0.487946,-0.108180,3.335000,97.779225
0.502019,-0.018030,3.370000,97.795692
0.502019,-0.018030,3.425000,97.812085
0.487569,-0.096660,3.345000,97.828479
0.490859,-0.039520,3.460000,97.844907
0.491062,-0.028540,3.435000,97.861407
0.485279,-0.053630,3.435000,97.877761
0.496012,-0.037360,3.430000,97.894316
0.496355,-0.025650,3.445000,97.910571
0.484745,0.004800,3.435000,97.927138
0.471633,-0.018260,3.610000,97.943563
0.471588,-0.019550,3.605000,97.959907
0.466351,-0.002120,3.520000,97.976398
0.437844,0.044720,3.385000,97.992779
0.436488,0.019180,3.235000,98.009190
0.136631,0.850700,3.180000,98.025754
0.095624,0.951620,3.110000,98.042029
0.091063,0.941590,3.065000,98.058580
0.109406,0.964290,3.100000,98.074943
0.092823,0.933670,3.145000,98.091429
0.098527,0.946360,3.125000,98.107874
0.132609,0.982760,3.055000,98.124213
0.125448,0.976780,3.085000,98.140658
0.125448,0.976780,3.090000,98.157127
0.136850,1.026920,3.025000,98.173531
0.121528,0.915850,3.120000,98.189890
0.125954,0.926560,3.130000,98.206434
0.097042,0.999720,3.210000,98.222847
0.122163,0.995120,3.160000,98.239199
0.126764,1.005260,3.165000,98.255584
0.096024,0.923100,3.110000,98.272086
0.113354,0.915750,3.090000,98.288419
0.105176,0.896520,3.110000,98.304979
0.100434,0.904250,3.070000,98.321313
0.070931,0.863620,3.145000,98.337730
0.071234,0.864310,3.165000,98.354180
0.084521,0.878410,3.150000,98.370600
0.099708,0.927640,3.125000,98.387096
0.097436,0.922220,3.130000,98.403593
0.108871,0.895920,3.095000,98.419975
0.092891,0.865470,3.155000,98.436368
0.094747,0.870480,3.140000,98.452829
0.087412,1.015590,3.060000,98.469218
0.143617,1.009680,3.185000,98.485607
0.156037,1.037730,3.165000,98.502042
0.252916,0.628260,3.225000,98.518522
0.389531,0.197590,3.545000,98.535006
0.386099,0.156830,3.300000,98.551334
0.459742,-0.047070,3.475000,98.567773
