x,y,d,t
0.509382,0.192920,3.885000,100.544640
0.509416,0.160410,3.945000,100.561019
0.491309,0.231570,3.870000,100.577490
0.498633,0.215350,3.895000,100.593918
0.497795,0.205750,3.910000,100.610348
0.502368,0.199260,3.840000,100.626615
0.507746,0.216910,3.925000,100.643147
0.508494,0.258230,3.920000,100.659558
0.530223,0.298460,3.870000,100.676114
0.533064,0.231570,3.860000,100.692527
0.532625,0.240620,3.880000,100.708922
0.520025,0.276200,3.885000,100.725553
0.523153,0.256520,3.970000,100.741794
0.523676,0.265420,3.935000,100.758320
0.509664,0.304950,3.905000,100.774583
0.517578,0.340150,3.950000,100.790956
0.517977,0.332740,3.985000,100.807908
0.523889,0.224690,3.930000,100.824371
0.521358,0.279390,3.995000,100.840458
0.520666,0.269690,3.930000,100.857286
0.250137,0.655850,4.005000,100.873608
0.166977,0.880460,3.925000,100.890130
0.172096,0.900390,3.945000,100.906387
0.175876,0.971690,3.765000,100.922976
0.195131,0.939810,3.770000,100.939317
0.197313,0.945190,3.780000,100.955538
0.190001,1.025900,3.685000,100.972308
0.170763,1.031360,3.615000,100.988391
0.167281,1.020840,3.595000,101.005141
0.164519,0.916020,3.510000,101.021349
0.182036,0.917780,3.510000,101.037966
0.185343,0.929180,3.510000,101.054094
0.162815,0.929950,3.375000,101.070611
0.154822,0.938970,3.365000,101.087247
0.156014,0.944930,3.440000,101.103236
0.134122,0.927500,3.395000,101.119931
0.142914,0.980830,3.380000,101.136340
0.142914,0.980830,3.350000,101.152923
0.123581,0.889540,3.380000,101.169172
0.121752,0.905710,3.405000,101.185821
0.120318,0.899650,3.415000,101.201933
0.118377,0.912380,3.385000,101.218644
0.129273,0.909910,3.405000,101.234889
0.125426,0.898340,3.465000,101.251474
0.111071,0.887160,3.420000,101.267687
0.111611,0.869280,3.310000,101.284318
0.111611,0.869280,3.535000,101.300634
0.107763,0.891400,3.460000,101.317157
0.122861,0.845410,3.505000,101.333521
0.122861,0.845410,3.510000,101.350181
0.120155,0.833960,3.545000,101.366501
0.118333,0.847680,3.405000,101.382920
0.119626,0.854180,3.315000,101.399348
0.123491,0.838740,3.300000,101.415559
0.125032,0.863730,3.280000,101.432162
0.127659,0.869350,3.325000,101.448457
0.119817,0.811510,3.315000,101.465071
0.122259,0.837100,3.360000,101.481042
0.118361,0.824900,3.390000,101.497865
0.126584,0.731790,3.270000,101.514162
0.088503,0.787800,3.335000,101.530699
0.088503,0.787800,3.290000,101.547069
0.110075,0.789050,3.320000,101.563200
0.106942,0.832950,3.320000,101.579935
0.106942,0.832950,3.360000,101.596336
0.101249,0.844260,3.280000,101.612810
0.115509,0.830160,3.190000,101.629128
0.115509,0.830160,3.325000,101.645873
0.104956,0.874470,3.400000,101.661810
0.088633,0.887010,3.380000,101.678596
0.090084,0.893070,3.305000,101.694746
0.113253,0.912280,3.425000,101.711094
0.104236,0.903150,3.200000,101.727449
0.105226,0.901330,3.240000,101.743900
0.098060,0.864150,3.190000,101.760237
0.100512,0.844710,3.245000,101.776704
0.094786,0.832670,3.235000,101.793085
0.117061,0.817170,3.320000,101.809612
0.118434,0.833490,3.375000,101.825973
0.126928,0.860080,3.415000,101.842323
0.115728,0.864290,3.525000,101.859093
0.117331,0.831550,3.470000,101.875335
0.117331,0.831550,3.360000,101.892081
0.159108,1.115470,3.250000,101.908151
0.119761,1.091640,3.145000,101.925174
0.118411,1.086090,3.265000,101.941350
0.129943,1.109860,3.245000,101.957306
0.127006,1.110780,3.190000,101.974172
0.123119,1.101000,3.165000,101.990682
0.119975,1.106870,3.075000,102.006964
0.117928,1.084420,3.105000,102.023659
0.117928,1.084420,3.150000,102.039699
0.127209,1.119770,3.060000,102.056481
0.127968,1.050630,3.155000,102.072822
0.129211,1.056060,3.150000,102.088994
0.151453,1.122900,3.185000,102.105792
0.143814,1.121810,3.190000,102.121967
0.141834,1.114680,3.135000,102.138621
0.126478,1.114610,3.050000,102.154878
0.139933,1.061820,3.055000,102.171338
0.137469,1.057310,3.340000,102.187737
0.141496,1.031460,3.135000,102.204326
0.122855,0.986760,3.090000,102.220618
0.131377,1.010420,3.135000,102.236823
0.134656,0.855550,3.255000,102.253573
0.164041,0.856940,3.235000,102.269644
