x,y,d,t
0.265055,0.063500,3.860000,64.831753
0.262338,0.041360,4.080000,64.848200
0.267800,0.143160,3.910000,64.864670
0.278257,0.175380,3.910000,64.881052
0.278257,0.175380,3.940000,64.897494
0.287516,0.197240,3.855000,64.913922
0.266883,0.179940,3.980000,64.930452
0.269139,0.198040,3.905000,64.946861
0.251594,0.235840,3.940000,64.963179
0.272789,0.272120,3.825000,64.979629
0.277964,0.310500,3.955000,64.996079
0.294046,0.368280,3.875000,65.012423
0.282813,0.358100,3.875000,65.028870
0.280895,0.340240,3.975000,65.045360
0.257478,0.292220,3.905000,65.061792
0.268188,0.284780,4.065000,65.078289
0.267108,0.278740,3.955000,65.094662
0.482478,-0.101860,4.020000,65.111036
0.459607,-0.026430,4.020000,65.127538
0.460276,-0.002180,4.190000,65.143920
0.479947,-0.024900,4.145000,65.160408
0.483749,-0.071010,4.270000,65.176870
0.483749,-0.071010,4.240000,65.193196
0.502587,-0.060800,4.260000,65.209612
0.496490,0.002740,3.915000,65.226040
0.496490,0.002740,4.200000,65.242470
0.508061,-0.048710,4.070000,65.258844
0.507161,0.248280,3.485000,65.275339
0.483800,-0.330420,3.610000,65.505241
0.506716,-0.297870,3.655000,65.521876
0.506829,-0.311880,4.190000,65.538231
0.713795,0.267970,2.885000,65.554566
0.821896,0.622100,3.610000,65.571020
0.825333,0.605920,3.610000,65.587547
0.860540,0.638270,3.540000,65.604016
0.846264,0.650110,3.580000,65.620406
0.850044,0.634010,3.655000,65.636898
0.840571,0.635240,3.580000,65.653236
0.866171,0.640190,3.550000,65.669601
0.870041,0.624510,3.645000,65.686031
0.868477,0.628500,3.630000,65.702518
0.855382,0.613530,3.615000,65.718932
0.851675,0.629290,3.475000,65.735433
0.866109,0.620430,3.680000,65.751802
0.852401,0.647530,3.590000,65.768204
0.852401,0.647530,3.445000,65.784594
0.891303,0.700320,3.140000,65.800999
0.899071,0.767210,3.565000,65.817474
0.900933,0.759490,3.335000,65.833925
0.887996,0.734670,3.215000,65.850427
0.895387,0.823830,3.305000,65.866796
0.889469,0.844360,3.215000,65.883185
0.876436,0.732000,3.140000,65.899623
0.869068,0.798150,3.265000,65.915947
0.868775,0.796370,3.565000,65.932445
0.892057,0.744720,3.515000,65.948905
0.868438,0.864610,3.160000,65.965385
0.869900,0.862810,3.445000,65.981794
0.883366,0.823100,3.635000,65.998264
0.899049,0.719210,3.515000,66.014589
0.906710,0.692630,3.650000,66.031112
0.896017,0.697600,3.575000,66.047417
0.768267,0.831390,3.290000,66.063852
0.765494,0.844650,3.170000,66.080328
0.387607,0.764830,3.220000,66.096748
0.204474,0.741590,3.335000,66.113174
0.207101,0.755240,3.195000,66.129663
0.200390,0.821940,3.395000,66.146135
0.189371,0.820770,3.290000,66.162392
0.192374,0.831860,3.450000,66.178939
0.172383,0.845840,3.365000,66.195295
0.201746,0.860700,3.360000,66.211832
0.200390,0.855190,3.445000,66.228152
0.173908,0.771380,3.445000,66.244521
0.160031,0.760560,3.410000,66.261107
0.160852,0.763500,3.495000,66.277469
0.154124,0.779000,3.455000,66.293906
0.136541,0.778370,3.535000,66.310324
0.134628,0.770940,3.405000,66.326806
0.107786,0.796230,3.425000,66.343257
0.098206,0.800420,3.430000,66.359703
0.088762,0.772600,3.475000,66.376040
0.108410,0.746210,3.475000,66.392541
0.097374,0.786730,3.495000,66.408956
0.097374,0.786730,3.515000,66.425329
0.105676,0.773890,3.545000,66.441764
0.108838,0.830250,3.635000,66.458209
0.113399,0.843650,3.465000,66.474620
0.107426,0.583780,3.615000,66.491105
0.108455,0.584220,3.550000,66.507518
0.113135,0.601040,3.690000,66.523897
0.133616,0.621600,3.585000,66.540361
0.142160,0.624390,3.615000,66.556819
0.137806,0.607820,3.640000,66.573241
0.106019,0.541090,3.730000,66.589645
0.148786,0.510550,3.570000,66.605977
0.144674,0.493230,3.635000,66.622502
0.458825,-0.307410,3.665000,66.638912
0.505501,-0.411150,3.775000,66.655311
0.505636,-0.383500,4.255000,66.671759
0.494026,-0.338520,4.270000,66.688183
0.502841,-0.242400,4.150000,66.704599
0.502869,-0.203290,4.255000,66.720981
0.508724,-0.178460,4.330000,66.737433
0.491608,-0.235620,4.210000,66.753875
0.492164,-0.185770,4.310000,66.770309
0.521043,-0.112990,4.160000,66.786819
0.485583,-0.066550,4.110000,66.803204
0.485594,-0.055930,4.175000,66.819503
0.506469,-0.089880,4.310000,66.836082
0.505231,-0.251520,4.135000,66.852600
0.505304,-0.264160,4.220000,66.868887
0.492125,-0.254360,3.165000,66.885337
0.479261,-0.243100,3.190000,66.901718
0.478411,-0.294950,3.725000,66.918231
0.500439,-0.408780,3.180000,66.934649
