x,y,d,t
0.512707,0.028420,4.670000,116.013419
0.512876,0.013990,4.615000,116.029910
0.511154,-0.055360,4.685000,116.046319
0.520368,-0.133340,4.710000,116.062827
0.520132,-0.187550,4.680000,116.079223
0.511025,-0.164760,4.695000,116.095576
0.506159,-0.136380,4.695000,116.112020
0.506159,-0.135560,4.695000,116.128415
0.530066,-0.194390,4.695000,116.144858
0.527636,-0.191420,4.665000,116.161301
0.527585,-0.169100,4.680000,116.177716
0.526781,-0.170030,4.685000,116.194187
0.527585,-0.062300,4.730000,116.210634
0.527478,-0.013360,4.705000,116.227057
0.519851,-0.012400,4.645000,116.243454
0.505906,-0.023160,4.655000,116.259883
0.505737,-0.045520,4.745000,116.276356
0.499668,-0.072390,4.795000,116.292802
0.479356,-0.116710,4.925000,116.309092
0.479407,-0.104620,4.870000,116.325547
0.487113,-0.112040,4.625000,116.342044
0.480239,-0.059860,4.690000,116.358475
0.480999,-0.025020,4.705000,116.374856
0.481466,-0.008650,4.745000,116.391370
0.587739,0.261160,4.480000,116.407728
0.589398,0.207680,4.345000,116.424189
0.880571,0.724110,4.585000,116.440446
0.883479,0.725870,4.605000,116.457086
0.887652,0.709570,4.360000,116.473508
0.900883,0.699000,4.425000,116.489878
0.883422,0.735570,4.470000,116.506328
0.879170,0.752020,4.535000,116.522756
0.893941,0.729220,4.475000,116.539177
0.858965,0.812350,4.555000,116.555429
0.858965,0.812350,4.570000,116.572042
0.899949,0.747640,4.425000,116.588377
0.900061,0.708120,4.420000,116.604917
0.898166,0.714290,4.440000,116.621334
0.871093,0.758770,4.375000,116.637650
0.836752,0.736980,4.540000,116.654034
0.837691,0.736380,4.595000,116.670510
0.623030,0.428850,4.180000,116.687045
0.502509,0.556140,3.980000,116.703469
0.502137,0.526910,3.885000,116.720022
0.316507,0.618840,3.830000,116.736401
0.207489,0.681150,4.225000,116.752751
0.209615,0.688500,4.445000,116.769209
0.184044,0.639050,4.510000,116.785586
0.180826,0.528590,4.440000,116.802014
0.178481,0.520250,4.530000,116.818424
0.170043,0.585150,4.515000,116.834865
0.176399,0.567450,4.540000,116.851263
0.185231,0.609420,4.510000,116.867758
0.092137,0.929690,4.710000,116.884137
0.097734,0.969730,4.595000,116.900695
0.104709,0.987260,4.605000,116.917061
0.118901,0.968210,4.600000,116.933479
0.105063,0.955640,4.580000,116.949919
0.102532,0.950010,4.605000,116.966266
0.095034,0.925550,4.615000,116.982836
0.112128,0.952650,4.620000,116.999176
0.114671,0.958340,4.585000,117.015587
0.113028,0.914130,4.545000,117.032019
0.104686,0.948110,4.640000,117.048507
0.100164,0.935740,4.640000,117.064975
0.090005,0.865820,4.720000,117.081357
0.080752,0.909530,4.675000,117.097821
0.078243,0.901150,4.660000,117.114218
0.069350,0.831870,4.725000,117.130669
0.052632,0.832230,4.670000,117.147030
0.049359,0.825310,4.625000,117.163337
0.066093,0.814050,4.645000,117.179922
0.064006,0.843370,4.670000,117.196395
0.067179,0.850370,4.630000,117.212706
0.094331,0.769150,4.580000,117.229206
0.155446,0.778690,4.610000,117.245611
0.152831,0.771290,4.575000,117.262083
0.129667,0.824530,4.515000,117.278573
0.145214,0.783340,4.480000,117.294871
0.147763,0.794070,4.515000,117.311300
0.137739,0.812690,4.500000,117.327802
0.179217,0.825050,4.440000,117.344173
0.182840,0.838560,4.265000,117.360595
0.388102,0.390530,4.515000,117.623431
0.471161,0.016490,4.560000,117.639865
0.471121,0.004520,4.530000,117.656271
0.472004,-0.014720,4.515000,117.672796
0.475003,0.023900,4.930000,117.689099
0.474035,-0.009410,4.775000,117.705434
0.486404,-0.074890,4.715000,117.722041
0.489779,-0.121690,4.590000,117.738478
0.489712,-0.133110,4.665000,117.754927
0.489155,-0.170100,4.590000,117.771366
0.494746,-0.183590,4.820000,117.787766
0.494465,-0.207780,4.630000,117.804069
0.495961,-0.190460,4.840000,117.820562
0.502436,-0.179480,4.860000,117.837039
0.502199,-0.207100,4.820000,117.853463
0.494364,-0.271370,4.680000,117.869861
0.503060,-0.323770,4.695000,117.886300
0.503240,-0.300110,4.680000,117.902742
0.494729,-0.152490,4.830000,117.919151
0.495421,-0.098890,4.830000,117.935528
0.496029,-0.037320,4.765000,117.952054
0.494409,-0.097350,4.715000,117.968513
0.506508,-0.023170,4.790000,117.984851
0.506514,-0.022460,4.830000,118.001327
0.493734,-0.052010,4.850000,118.017765
0.501103,-0.099170,4.700000,118.034134
0.501198,-0.111580,4.615000,118.050659
0.482697,-0.115330,4.600000,118.067053
0.473816,-0.135310,4.700000,118.083344
0.473309,-0.159690,4.625000,118.099768
0.484002,-0.086920,4.745000,118.116251
0.480982,-0.149130,4.635000,118.132656
0.480509,-0.186410,4.500000,118.149063
0.477140,-0.177080,4.790000,118.165566
0.487681,-0.184180,4.830000,118.181977
0.487265,-0.197660,4.825000,118.198487
0.482163,-0.291390,4.575000,118.214838
0.479581,-0.301830,4.640000,118.231315
0.480020,-0.260050,4.615000,118.247694
0.497204,-0.161420,4.690000,118.263998
0.487445,-0.140290,4.735000,118.280527
0.487777,-0.128750,4.705000,118.296887
0.479654,-0.120890,4.490000,118.313400
0.486421,-0.198770,4.575000,118.329922
0.486157,-0.237960,4.535000,118.346246
