x,y,d,t
0.092024,0.880500,3.360000,120.787417
0.090804,0.898660,3.280000,120.803634
0.087136,0.896800,3.285000,120.820048
0.082687,0.885090,3.260000,120.836498
0.091169,0.794900,3.415000,120.852871
0.101598,0.841590,3.375000,120.869295
0.101598,0.841590,3.305000,120.885747
0.095579,0.890310,3.365000,120.902263
0.085634,0.883860,3.465000,120.918638
0.091968,0.901560,3.525000,120.935031
0.098082,0.894360,3.445000,120.951530
0.113107,0.937500,3.525000,120.967965
0.117365,0.948950,3.475000,120.984323
0.118811,0.940330,3.540000,121.000837
0.130747,0.865520,3.430000,121.017230
0.128525,0.859080,3.450000,121.033694
0.117922,0.867060,3.490000,121.050094
0.110992,0.867610,3.410000,121.066603
0.111071,0.867820,3.635000,121.082828
0.124340,0.880750,3.515000,121.099351
0.102695,0.897480,3.520000,121.115700
0.102695,0.897480,3.465000,121.132248
0.180011,0.670780,3.465000,121.148684
0.314864,0.306290,3.465000,121.164958
0.313610,0.297050,3.530000,121.181596
0.491636,-0.153170,4.135000,121.197939
0.512578,-0.131290,4.060000,121.214437
0.512774,-0.120120,4.160000,121.230766
0.493419,-0.147260,4.170000,121.247187
0.501676,-0.167360,4.170000,121.263710
0.501682,-0.166570,4.080000,121.280111
0.520858,-0.144900,4.135000,121.296508
0.507088,-0.130400,4.030000,121.312991
0.507172,-0.076830,4.030000,121.329362
0.497064,-0.065810,4.045000,121.345728
0.491647,-0.020930,4.140000,121.362256
0.491608,-0.033060,4.030000,121.378660
0.526482,-0.008520,3.975000,121.394977
0.545613,-0.031000,4.085000,121.411569
0.546699,-0.119630,4.120000,121.427923
0.537024,-0.129990,3.960000,121.444361
0.558601,-0.159950,3.940000,121.460875
0.558601,-0.159950,3.900000,121.477296
0.547717,-0.161960,4.095000,121.493665
0.547458,-0.132610,3.890000,121.510111
0.546845,-0.083920,3.940000,121.526536
0.654204,0.102760,3.975000,121.542956
0.749041,0.386620,3.875000,121.559245
0.746662,0.404040,3.645000,121.575798
0.863071,0.751260,3.715000,121.592094
0.864911,0.770050,3.765000,121.608585
0.862773,0.776280,3.655000,121.625089
0.882719,0.756560,3.775000,121.641547
0.865659,0.781390,3.750000,121.657939
0.864089,0.788270,3.725000,121.674326
0.870153,0.787320,3.655000,121.690819
0.882719,0.804520,3.700000,121.707268
0.890420,0.778570,3.740000,121.723640
0.873950,0.736250,3.660000,121.740081
0.882320,0.760580,3.720000,121.756547
0.886044,0.747530,3.585000,121.773005
0.873708,0.740100,3.650000,121.789345
0.895539,0.744770,3.615000,121.805772
0.895539,0.744770,3.635000,121.822147
0.897131,0.712450,3.585000,121.838741
0.901715,0.712290,3.675000,121.855132
0.897834,0.725710,3.595000,121.871440
0.884317,0.757970,3.590000,121.887945
0.871610,0.786330,3.555000,121.904395
0.867914,0.799380,3.605000,121.920785
0.882579,0.811640,3.580000,121.937297
