x,y,d,t
0.490983,-0.103760,3.510000,135.978715
0.496676,-0.013610,3.620000,135.995036
0.498881,0.020630,3.645000,136.011477
0.502784,0.050210,3.620000,136.027902
0.505642,0.042470,3.615000,136.044489
0.506266,0.052900,3.620000,136.060792
0.504444,0.066760,3.635000,136.077334
0.518287,0.055020,3.725000,136.093746
0.517325,0.034830,3.620000,136.110148
0.514524,0.019130,3.600000,136.126558
0.498268,-0.068810,3.705000,136.142987
0.498268,-0.068810,3.670000,136.159455
0.507858,-0.001760,3.710000,136.175793
0.501637,0.016010,3.730000,136.192143
0.501637,0.016010,3.675000,136.208670
0.481724,0.012380,3.675000,136.225140
0.498403,-0.032060,3.680000,136.241502
0.497621,-0.044820,3.700000,136.257998
0.499426,-0.085450,3.685000,136.274267
0.508269,-0.113580,3.770000,136.290738
0.507020,-0.139530,3.765000,136.307279
0.490966,-0.177710,3.670000,136.323708
0.489914,-0.186890,3.655000,136.340170
0.490702,-0.173580,3.655000,136.356513
0.504984,-0.207990,3.610000,136.372967
0.491096,-0.059600,3.570000,136.389318
0.491928,-0.046990,3.495000,136.405689
0.511368,-0.033520,3.480000,136.422336
0.516369,-0.112360,3.485000,136.438602
0.515294,-0.138330,3.490000,136.455083
0.506778,-0.075800,3.380000,136.717918
0.430829,0.071790,3.405000,136.734351
0.429260,0.060470,3.315000,136.750871
0.298175,0.152430,3.410000,136.767182
0.310083,0.074690,3.355000,136.816504
0.304936,0.117930,3.280000,136.832978
0.304936,0.117930,3.470000,136.849400
0.309819,0.110670,3.325000,136.865819
0.287673,0.120430,3.475000,136.882214
0.287673,0.120430,3.515000,136.898639
0.310252,0.115350,3.215000,136.915017
0.283539,0.104970,3.520000,136.931470
0.289018,0.122630,3.530000,136.948000
0.309892,0.105120,3.335000,136.964500
0.324579,0.214200,3.405000,136.980852
0.335171,0.249230,3.410000,136.997205
0.338045,0.241550,3.485000,137.013689
0.331498,0.243480,3.530000,137.030127
0.325979,0.225390,3.405000,137.046494
0.316743,0.200220,3.420000,137.062971
0.308604,0.204270,3.495000,137.079323
0.297888,0.170650,3.470000,137.095731
0.287144,0.147970,3.515000,137.112272
0.296172,0.180640,3.450000,137.128648
0.296172,0.180640,3.375000,137.145038
0.286019,0.163510,3.375000,137.161551
0.300633,0.225140,3.430000,137.177967
0.300633,0.225140,3.375000,137.194306
0.282054,0.245930,3.460000,137.210875
0.291245,0.155630,3.305000,137.227229
0.291245,0.155630,3.365000,137.243681
0.309132,0.220660,3.340000,137.260125
0.273217,0.312270,3.350000,137.276533
0.273217,0.312270,3.345000,137.293004
0.296741,0.534830,2.480000,137.309328
-0.033419,1.016080,3.385000,138.590738
-0.022236,1.071570,3.435000,138.607121
-0.019171,1.077790,3.500000,138.623637
-0.019379,1.087180,3.435000,138.640113
0.001017,1.081940,3.560000,138.656373
0.000359,1.080500,3.435000,138.672957
0.135939,0.700640,3.420000,138.689321
0.092548,0.807410,3.440000,138.705793
0.079801,0.768920,3.400000,138.722175
0.079677,0.694650,3.370000,138.738614
0.062763,0.736770,3.415000,138.755120
0.081821,0.803430,3.375000,138.771565
0.097081,0.877290,3.605000,138.787822
0.110891,0.884690,3.675000,138.804325
0.120729,0.917700,3.475000,138.820811
0.147436,0.894620,3.405000,138.837202
0.117528,0.929240,3.550000,138.853731
0.117528,0.929240,3.410000,138.870075
0.137874,0.946670,3.345000,138.886442
0.148269,0.933290,3.475000,138.902956
0.146688,0.923720,3.360000,138.919401
0.142346,0.962630,3.330000,138.935836
0.115531,0.946100,3.380000,138.952292
0.101553,0.905200,3.390000,138.968684
0.070627,0.919950,3.350000,138.985048
0.074649,0.897840,3.410000,139.001547
0.077591,0.903910,3.425000,139.017951
0.099888,0.909290,3.330000,139.034299
0.110649,0.922090,3.335000,139.050848
0.118406,0.950450,3.445000,139.067121
0.108432,0.924190,3.345000,139.083685
0.135680,0.908540,3.430000,139.100078
0.131602,0.887060,3.405000,139.116584
0.116656,0.857780,3.370000,139.132945
0.107864,0.787470,3.410000,139.149320
0.094949,0.746940,3.455000,139.165809
0.084656,0.798830,3.435000,139.182184
0.068742,0.795820,3.505000,139.198608
0.074851,0.815440,3.365000,139.215092
0.078845,0.845360,3.345000,139.231557
0.082782,0.780500,3.335000,139.247903
0.087738,0.797050,3.415000,139.264335
0.093498,0.826490,3.375000,139.280887
0.117151,0.830290,3.270000,139.297231
0.118816,0.840540,3.415000,139.313671
0.107538,0.905020,3.335000,139.330050
0.103719,0.873850,3.365000,139.346529
0.095849,0.844160,3.345000,139.362960
0.098116,0.825220,3.255000,139.379360
0.071375,0.846580,3.235000,139.395797
0.062448,0.821560,3.325000,139.412229
0.069147,0.854550,3.295000,139.428576
0.071195,0.900810,3.300000,139.445023
0.074289,0.907030,3.395000,139.461465
0.093869,0.860980,3.285000,139.477854
0.073946,0.898760,3.325000,139.494426
0.072686,0.891480,3.345000,139.510831
0.072095,0.855390,3.290000,139.527193
0.096671,0.906370,3.345000,139.543672
0.091096,0.888730,3.335000,139.560123
0.077141,0.823880,3.325000,139.576539
0.069811,0.775360,3.380000,139.593021
0.073912,0.796180,3.350000,139.609332
0.084858,0.825180,3.320000,139.625756
0.102903,0.901800,3.400000,139.642143
0.123553,0.969270,3.400000,139.658692
0.132924,1.121670,3.375000,139.675040
0.142863,0.996900,3.375000,139.691496
0.137199,0.977990,3.395000,139.707985
0.123879,0.984180,3.410000,139.724363
0.118062,1.055920,3.480000,139.740826
0.109676,1.024620,3.455000,139.757192
0.090466,0.989520,3.380000,139.773558
0.083536,0.864330,3.385000,139.790065
0.087373,0.883250,3.495000,139.806491
0.131444,1.045270,3.385000,139.822923
0.104889,1.100550,3.450000,139.839395
0.115722,1.130900,3.475000,139.855801
0.114007,1.069150,3.440000,139.872107
0.130302,0.989140,3.470000,139.888656
0.124008,0.965690,3.445000,139.905083
0.115587,1.039550,3.430000,139.921553
0.107847,1.017200,3.495000,139.937954
0.103111,1.002990,3.470000,139.954337
0.094297,1.036490,3.415000,139.970827
0.098994,1.076150,3.510000,139.987300
0.100794,1.083800,3.480000,140.003660
0.111132,1.044530,3.430000,140.020091
0.128716,1.094210,3.555000,140.036374
0.133250,1.107770,3.610000,140.052867
0.102914,0.998900,3.525000,140.069388
0.105339,0.938340,3.525000,140.085818
0.101047,0.918140,3.490000,140.102229
0.100580,0.898150,3.460000,140.118618
0.082034,0.897630,3.510000,140.135090
0.073754,0.874480,3.520000,140.151539
0.087440,0.890570,3.545000,140.167818
0.082338,0.931010,3.565000,140.184214
0.093020,0.963410,3.585000,140.200664
0.135326,0.956980,3.555000,140.217232
0.121286,0.982290,3.525000,140.233552
0.122917,0.990110,3.530000,140.250094
0.112173,0.984630,3.515000,140.266502
0.108342,1.008770,3.525000,140.282856
0.104067,0.990560,3.560000,140.299354
0.109034,1.043260,3.525000,140.315800
0.065322,0.966390,3.535000,140.332285
0.058707,0.951300,3.495000,140.348607
0.100265,0.950240,3.520000,140.365067
0.135061,1.089490,3.530000,140.381616
0.143229,1.112490,3.540000,140.397955
0.103854,1.123780,3.470000,140.414316
0.107218,1.132900,3.505000,140.430700
0.096716,1.104240,3.560000,140.447176
0.085724,0.923090,3.510000,140.463687
0.109681,0.885640,3.605000,140.479990
0.109681,0.885640,3.455000,140.496512
0.094078,0.821040,3.520000,140.512902
0.093684,1.038940,3.460000,140.529299
0.099433,1.055440,3.550000,140.545755
0.113799,1.076000,3.530000,140.562143
0.113967,1.036350,3.465000,140.578631
0.113967,1.036350,3.585000,140.595094
0.137930,1.113260,3.500000,140.611535
0.120380,1.030350,3.540000,140.627925
0.118316,1.021860,3.525000,140.644253
0.105029,0.892460,3.510000,140.660777
