x,y,d,t
0.115734,0.588640,3.195000,145.929821
0.141423,0.659750,3.595000,145.946511
0.145113,0.712980,3.350000,145.962685
0.152111,0.737500,3.215000,145.979267
0.256764,0.490610,2.915000,145.995957
0.380716,0.378210,2.980000,146.012247
0.382314,0.400640,3.675000,146.028818
0.444897,0.136560,3.280000,146.045187
0.423663,0.100710,3.565000,146.061714
0.423663,0.100710,3.640000,146.077943
0.457098,0.062930,3.780000,146.094601
0.449105,0.132960,3.650000,146.110821
0.450573,0.191670,3.830000,146.127069
0.474536,0.193990,3.995000,146.143884
0.461480,0.322230,3.870000,146.160278
0.460912,0.293720,3.635000,146.176763
0.444566,0.118790,3.835000,146.193192
0.469175,0.023140,3.795000,146.209449
0.468106,-0.033980,3.825000,146.225619
0.466014,0.047850,3.770000,146.242485
0.465361,0.075640,3.865000,146.258580
0.465867,0.088960,3.565000,146.274701
0.444121,-0.077770,3.750000,146.291566
0.455028,-0.103850,3.750000,146.308321
0.454432,-0.118550,3.840000,146.324434
0.477596,0.057750,3.715000,146.340969
0.481865,0.042400,3.830000,146.357309
0.482219,0.097470,4.025000,146.373956
0.488756,0.084650,3.850000,146.390193
0.468882,0.014270,3.840000,146.406747
0.468882,0.014270,4.030000,146.422798
0.433828,0.156870,3.440000,146.439125
0.253951,0.676380,3.405000,146.455632
0.253951,0.676380,3.580000,146.472020
0.095742,0.998510,3.085000,146.488487
0.115087,0.999910,3.110000,146.504688
0.112184,0.993290,3.315000,146.521223
0.072281,1.008590,3.125000,146.537819
0.081843,1.026800,3.195000,146.554206
0.072551,1.006940,3.215000,146.570519
0.040511,0.973820,3.170000,146.587217
0.103871,0.967210,3.175000,146.603434
0.090438,0.935140,3.090000,146.620130
0.021734,0.868400,3.125000,146.636608
0.021133,0.881680,3.065000,146.653219
0.011452,0.858980,3.125000,146.669474
-0.025696,0.703030,3.125000,146.685825
0.027528,0.901440,3.210000,146.702364
0.045511,0.940120,3.215000,146.718977
0.033873,1.033740,3.255000,146.735381
0.062870,1.039640,3.120000,146.751734
0.066172,1.046010,3.090000,146.767670
0.063674,1.006120,3.075000,146.784169
0.028361,0.907160,3.045000,146.800597
0.024924,0.900310,3.045000,146.817343
0.058798,1.006840,3.125000,146.833730
0.040061,0.917950,3.225000,146.850077
0.052683,0.945970,3.175000,146.866790
0.051603,0.927800,3.060000,146.882986
0.091254,0.923600,3.160000,146.899605
0.097323,0.938770,3.085000,146.915876
0.122669,1.003440,3.085000,146.931931
0.083508,0.950840,3.130000,146.948487
0.077231,0.935810,3.165000,146.964846
0.085854,1.052150,3.110000,146.981277
0.087204,1.030370,3.075000,146.997509
0.078631,1.011220,3.100000,147.014120
0.093971,0.891710,2.970000,147.030647
0.207551,0.929890,3.235000,147.211810
0.827144,0.819770,3.085000,147.227998
0.803294,0.822770,3.080000,147.244597
0.800881,0.829250,3.155000,147.261031
0.828618,0.833640,3.085000,147.277506
0.824816,0.896980,3.250000,147.293835
0.820209,0.910910,2.895000,147.310349
0.830075,1.057380,2.990000,147.326468
0.861058,0.979440,2.985000,147.342900
0.855534,0.993270,3.010000,147.359627
0.826689,0.969690,2.995000,147.375960
0.837534,0.965700,3.095000,147.392335
0.842782,0.951530,2.990000,147.408939
0.843952,0.806940,2.960000,147.425067
0.844599,0.795220,3.220000,147.441668
0.844599,0.795220,3.080000,147.457985
0.858903,0.883190,3.120000,147.474143
0.830142,0.881730,3.165000,147.490698
0.830142,0.881730,3.125000,147.506925
0.828972,0.877070,3.135000,147.523467
0.865569,0.887200,3.085000,147.539750
0.870980,0.872550,2.995000,147.556633
0.846556,0.857940,3.130000,147.572843
0.836651,0.896490,3.130000,147.589016
0.836651,0.896490,3.120000,147.605755
0.856006,0.855550,3.080000,147.622041
0.871064,0.812910,3.090000,147.638324
0.865670,0.828460,3.185000,147.654913
0.839604,1.016870,3.160000,147.671329
0.873179,0.937770,3.110000,147.687763
0.876296,0.931510,3.035000,147.704235
0.844278,0.790170,3.120000,147.720685
0.811715,0.801060,2.900000,147.737033
0.820490,0.770450,3.275000,147.753709
0.564333,0.125000,2.940000,147.770037
0.464158,0.018220,3.120000,147.786549
0.464158,0.018220,2.830000,147.802795
0.468084,-0.016290,3.025000,147.819631
0.457514,-0.073990,2.920000,147.835805
0.457514,-0.073990,2.940000,147.852433
0.480453,-0.053760,2.830000,147.868727
0.469153,-0.058640,2.890000,147.885401
0.469153,-0.058640,3.280000,147.901531
0.476926,-0.082090,2.850000,147.917574
0.456046,-0.028330,2.855000,147.934463
0.456046,-0.028330,3.270000,147.951066
0.465024,-0.082990,2.955000,147.967385
0.464006,-0.074480,3.035000,147.983849
0.464006,-0.074480,3.310000,148.000216
0.443289,-0.215510,3.905000,148.016771
0.447097,-0.182280,3.770000,148.032687
0.447097,-0.182280,3.815000,148.049217
0.456716,-0.231970,3.865000,148.066081
0.446456,-0.220980,3.400000,148.082097
0.446456,-0.220980,3.780000,148.098798
0.457858,-0.301670,3.795000,148.115104
0.478535,-0.237840,3.740000,148.131747
0.478749,-0.194280,3.845000,148.147934
0.457447,-0.075660,3.795000,148.164341
0.463769,-0.039250,3.865000,148.180984
0.465193,0.052610,3.990000,148.197497
0.465114,0.199600,3.770000,148.213581
0.481769,0.207630,3.870000,148.229887
0.481983,0.178030,3.775000,148.246201
0.477179,0.066260,3.770000,148.262758
0.456344,-0.040110,3.965000,148.279500
0.455073,-0.100720,3.945000,148.295960
0.462279,-0.057200,3.770000,148.312498
0.466272,-0.037680,3.865000,148.328702
0.466554,-0.022740,3.925000,148.345219
0.469512,0.033390,3.885000,148.361401
0.475171,-0.042410,3.845000,148.378126
0.474642,-0.097770,3.835000,148.394343
0.466447,-0.173020,3.890000,148.410959
0.488862,-0.206500,3.745000,148.426904
0.488862,-0.206500,3.905000,148.443793
0.472511,-0.155240,3.820000,148.460227
0.480059,-0.099250,3.715000,148.476688
0.480059,-0.099250,3.410000,148.493031
0.458577,-0.367440,3.405000,148.509449
0.448807,-0.332610,3.395000,148.525918
0.449600,-0.287020,3.775000,148.542450
0.491939,-0.264570,3.660000,148.558816
0.496378,-0.160710,3.290000,148.575269
0.496355,-0.130490,4.020000,148.591451
0.497615,-0.057860,3.845000,148.608097
0.485583,-0.113030,3.720000,148.624260
0.485459,-0.142980,3.510000,148.640622
0.504770,-0.178150,3.685000,148.657501
0.483131,-0.132860,3.780000,148.673510
0.483294,-0.103030,3.885000,148.690235
0.466852,-0.081930,3.650000,148.706443
0.476600,-0.126220,3.310000,148.722845
0.476864,-0.095000,3.785000,148.739303
0.405286,0.234120,3.515000,148.755352
0.328921,0.475710,3.070000,148.771960
0.328921,0.475710,2.865000,148.788413
0.200238,0.705270,3.325000,148.804678
0.219251,0.619670,2.950000,148.821270
0.219251,0.619670,2.965000,148.837543
0.200834,0.688150,2.990000,148.854163
0.223329,0.637280,2.850000,148.870572
0.223329,0.637280,3.055000,148.887208
0.235535,0.742640,2.885000,148.903647
0.212523,0.668520,3.070000,148.920124
0.206358,0.639540,3.145000,148.936626
0.217462,0.605430,3.250000,148.952556
0.166916,0.673220,3.235000,148.969266
0.157899,0.638180,3.275000,148.985840
0.192802,0.533510,3.320000,149.002046
0.169683,0.517220,3.110000,149.018614
0.169683,0.517220,3.285000,149.035320
0.208321,0.661490,2.880000,149.051489
0.149062,0.680110,3.095000,149.068091
0.153708,0.697150,3.080000,149.084410
0.117725,0.778450,3.260000,149.100973
0.125133,0.852030,3.270000,149.117294
0.132575,0.873960,3.095000,149.133805
0.097852,0.905160,3.400000,149.150179
0.148128,0.859690,3.375000,149.166308
0.139094,0.830660,3.135000,149.183043
0.158563,0.880400,3.060000,149.199579
0.091625,0.905190,3.080000,149.216062
0.088723,0.897550,3.230000,149.232175
0.113259,0.737100,3.220000,149.248792
0.141524,0.855010,3.275000,149.264942
0.153011,0.889940,3.080000,149.281726
0.130173,0.830450,3.350000,149.297943
0.126539,0.837030,3.220000,149.314326
0.123957,0.829410,3.100000,149.330970
0.152307,0.817440,3.140000,149.347181
0.096491,0.853460,3.140000,149.363846
0.099320,0.861200,3.070000,149.380050
0.137514,0.878520,3.060000,149.396695
0.160998,0.920950,3.105000,149.412818
0.165858,0.935590,3.070000,149.429515
0.128576,0.923770,3.020000,149.445821
0.142379,0.862920,3.100000,149.462436
0.134504,0.839200,3.095000,149.478394
0.117658,0.845170,3.050000,149.494781
0.122967,0.807530,2.980000,149.511223
0.112696,0.776180,3.040000,149.527801
0.072961,0.808630,3.140000,149.544384
0.098291,0.707870,2.980000,149.560800
0.098291,0.707870,3.175000,149.577249
0.088728,0.735840,3.015000,149.593733
0.101024,0.698050,3.080000,149.610256
0.115025,0.742590,2.985000,149.626380
0.134729,0.853200,2.980000,149.642770
0.152954,0.971800,2.855000,149.659374
0.165858,1.008050,3.180000,149.675510
0.195209,0.995540,2.895000,149.691870
0.179667,0.959280,2.970000,149.708259
0.164637,0.912780,3.175000,149.724809
0.305195,0.390170,2.890000,149.741127
0.346629,0.168990,2.900000,149.757910
0.345419,0.156920,3.140000,149.774378
0.372042,0.169890,3.275000,149.790635
0.375147,0.265530,3.310000,149.807194
0.376818,0.289570,3.480000,149.823798
0.357547,0.160220,3.495000,149.840102
0.335266,0.198700,3.535000,149.856717
0.335266,0.198700,3.310000,149.872770
0.381864,0.256390,3.350000,149.889199
0.394143,0.353720,3.495000,149.905610
0.394143,0.353720,3.320000,149.922002
0.363684,0.203640,3.500000,149.938391
0.372037,0.324810,3.405000,149.954850
0.370288,0.301270,3.530000,149.971286
0.404589,0.207840,3.240000,149.987749
0.338675,0.303780,3.215000,150.004189
0.341555,0.335100,2.735000,150.020567
0.166629,0.837070,3.270000,150.037207
0.203146,0.801460,3.215000,150.053445
0.201892,0.800690,3.140000,150.070201
0.186777,0.789250,3.160000,150.086627
0.140917,0.774980,3.090000,150.103128
0.144016,0.785010,3.205000,150.119382
0.150856,0.802600,3.085000,150.136053
0.184831,0.848630,3.030000,150.152190
0.182677,0.841780,3.220000,150.168343
0.165734,0.815010,3.115000,150.184792
0.168277,0.818110,3.135000,150.201026
0.165296,0.808510,3.060000,150.217669
0.176360,0.816690,3.150000,150.234087
0.173024,0.829540,3.185000,150.250716
0.174043,0.833060,3.280000,150.267197
0.375789,0.441230,3.040000,150.283791
0.406074,0.360530,3.175000,150.300081
0.405421,0.350470,3.505000,150.316694
0.432421,0.192570,3.410000,150.332945
0.414624,0.108790,3.480000,150.349546
0.413358,0.080060,3.420000,150.366000
0.442372,0.081680,3.265000,150.382346
0.454173,0.153370,3.350000,150.398851
0.454955,0.177170,3.345000,150.414970
0.472010,0.286030,3.525000,150.431351
0.463201,0.129410,3.255000,150.447569
0.463348,0.153050,3.325000,150.464045
0.476324,0.235320,3.185000,150.480741
0.432989,0.292790,3.345000,150.496811
0.434418,0.328160,3.235000,150.513707
0.457391,0.320680,3.295000,150.530265
0.459702,0.196270,3.290000,150.546505
0.459348,0.185680,3.570000,150.562592
0.471447,0.177440,3.520000,150.578999
0.464292,0.254860,3.500000,150.595621
0.464253,0.253410,3.640000,150.612252
0.491467,0.198060,3.630000,150.628771
0.489757,0.035580,3.655000,150.645225
0.489493,-0.062830,3.715000,150.661369
0.454916,-0.054920,3.745000,150.678143
0.496484,-0.110790,3.800000,150.694276
0.496484,-0.110790,3.815000,150.710770
0.481921,-0.128210,3.500000,150.727102
0.484329,-0.109790,3.785000,150.743773
0.484289,-0.069190,3.820000,150.759862
0.472764,0.038170,3.830000,150.776216
