x,y,d,t
0.479126,0.299730,4.055000,138.432760
0.493227,0.257860,3.910000,138.449138
0.493301,0.291360,3.925000,138.466034
0.494054,0.317050,3.930000,138.482251
0.509551,0.313370,3.795000,138.498873
0.504984,0.294860,3.830000,138.515205
0.504736,0.279210,3.835000,138.531684
0.491051,0.284470,3.760000,138.547833
0.495472,0.319860,3.810000,138.564472
0.494870,0.295270,3.795000,138.580959
0.503482,0.248920,3.835000,138.597400
0.500270,0.222890,3.845000,138.613793
0.500540,0.238460,3.770000,138.630333
0.514051,0.291400,3.810000,138.646712
0.485431,0.112580,4.035000,138.662957
0.485915,0.132680,4.135000,138.679662
0.508274,0.020070,4.195000,138.695678
0.492862,-0.038520,4.245000,138.712378
0.492974,-0.059280,4.320000,138.728622
0.502509,-0.076100,4.290000,138.745386
0.493306,-0.094550,4.270000,138.761588
0.492727,-0.114330,4.145000,138.778156
0.505968,-0.147310,3.945000,138.794188
0.504359,-0.133100,3.975000,138.811081
0.504641,-0.110690,4.085000,138.827263
0.392529,0.042270,2.885000,138.843935
0.271169,0.403690,3.625000,138.860254
0.272362,0.410280,3.380000,138.876798
0.185720,0.690530,3.500000,138.893061
0.155767,0.752830,3.580000,138.909580
0.155728,0.752700,3.495000,138.925917
0.164986,0.776810,3.495000,138.942069
0.177378,0.687150,3.485000,138.958920
0.174256,0.675370,3.600000,138.975334
0.153281,0.654080,3.525000,138.991194
0.138245,0.637120,3.550000,139.008012
0.139741,0.643600,3.525000,139.024669
0.116431,0.870050,2.855000,139.040889
0.143668,0.865560,2.970000,139.057434
0.147194,0.875970,3.470000,139.073739
0.143876,0.853600,3.460000,139.090281
0.129419,0.847100,3.440000,139.106346
0.129419,0.847100,3.480000,139.123213
0.137592,0.849870,3.445000,139.139378
0.137587,0.860280,3.505000,139.155917
0.141187,0.870770,3.500000,139.172370
0.150024,0.917640,3.520000,139.188833
0.301966,0.858200,2.805000,139.205090
0.301966,0.858200,2.810000,139.221643
0.640996,0.946140,2.985000,139.238205
0.848716,0.941410,3.600000,139.254478
0.848716,0.941410,3.085000,139.270732
0.918134,0.873900,3.190000,139.287145
0.915727,0.927090,3.280000,139.303359
0.917780,0.922050,3.195000,139.319719
0.931589,0.908780,3.200000,139.336327
0.913578,0.799980,3.245000,139.352706
0.920441,0.778570,3.230000,139.369069
0.948296,0.826000,3.305000,139.385635
0.955844,0.850430,3.275000,139.402076
0.957301,0.845420,3.300000,139.418354
0.937147,0.898320,3.270000,139.435150
0.954449,0.904230,3.280000,139.451417
0.952829,0.908860,3.295000,139.467958
0.923399,0.903600,3.295000,139.484458
0.941574,0.871470,3.260000,139.501074
0.939549,0.876190,3.295000,139.517476
0.916970,0.892310,3.350000,139.533864
0.912583,0.943200,3.325000,139.550328
0.909112,0.952640,3.380000,139.566457
0.910636,0.983160,3.380000,139.583172
0.922049,0.909370,3.425000,139.599476
0.927562,0.894800,3.415000,139.616001
0.853678,0.713170,3.645000,139.632245
0.709115,0.323100,3.705000,139.648886
0.712366,0.291370,3.810000,139.665111
0.512313,-0.237350,3.945000,139.681786
0.513911,-0.285310,4.000000,139.697837
0.514057,-0.266080,4.345000,139.714639
0.495894,-0.251570,4.175000,139.730928
0.517989,-0.227260,4.330000,139.747394
0.518011,-0.194230,4.225000,139.763570
0.526280,-0.148020,4.150000,139.780292
0.518315,-0.235660,4.345000,139.796712
0.518512,-0.225870,3.895000,139.812947
0.511014,-0.172600,4.395000,139.829308
0.503397,-0.115250,4.430000,139.845739
0.503144,-0.134590,3.750000,139.862551
0.501761,-0.263630,4.165000,139.878460
0.514529,-0.187990,4.075000,139.895294
0.514529,-0.187990,3.730000,139.911452
0.490426,-0.153350,4.390000,139.928060
0.512639,-0.163830,4.215000,139.944369
0.512763,-0.134380,4.155000,139.960976
0.503403,-0.094360,4.165000,139.977558
0.505175,-0.139500,4.195000,139.993522
0.505479,-0.129850,4.160000,140.010273
0.516144,-0.132400,4.265000,140.026531
0.507588,-0.127210,4.150000,140.042659
0.507397,-0.136540,4.310000,140.059100
0.509236,-0.150300,4.155000,140.075578
0.503735,-0.101500,3.635000,140.092253
0.503898,-0.092140,4.110000,140.108853
0.496591,-0.103720,3.610000,140.125211
0.511424,-0.077230,3.500000,140.141700
0.511059,-0.115440,4.070000,140.158079
0.530364,-0.232740,3.630000,140.174604
0.471521,-0.238860,3.575000,140.191047
0.471521,-0.238860,3.795000,140.207515
0.485870,-0.174480,3.565000,140.223901
0.476583,-0.193370,3.345000,140.240195
0.477056,-0.173780,3.740000,140.256203
0.486899,-0.146260,3.640000,140.272688
0.484548,-0.206670,3.280000,140.289558
0.484638,-0.196220,4.175000,140.305671
0.459596,-0.085270,3.580000,140.322109
0.489026,-0.135890,3.245000,140.338403
0.489346,-0.126490,4.105000,140.354742
0.473354,-0.122300,3.590000,140.371327
0.474322,-0.142550,3.250000,140.388210
0.473951,-0.152120,4.245000,140.403943
0.465721,-0.107050,3.630000,140.420831
0.462307,-0.083020,3.635000,140.437135
0.462757,-0.073530,3.680000,140.453386
0.493593,-0.151800,3.710000,140.469878
0.468753,-0.176880,3.800000,140.486253
0.467645,-0.216930,4.445000,140.502730
0.479081,-0.244600,3.675000,140.519071
0.501260,-0.270370,3.235000,140.535485
0.501001,-0.290280,3.750000,140.551981
0.486967,-0.285390,3.775000,140.568484
0.478271,-0.310400,3.850000,140.584760
0.478383,-0.299940,3.900000,140.601368
0.463100,-0.208530,3.620000,140.618052
0.476639,-0.192630,3.695000,140.634613
0.477022,-0.182830,3.720000,140.650781
0.478479,-0.188730,3.740000,140.667602
0.485302,-0.231420,3.635000,140.683656
0.485448,-0.221450,4.240000,140.700384
0.478366,-0.225560,3.720000,140.716609
0.475936,-0.153620,3.260000,140.733156
0.476426,-0.133670,4.185000,140.749461
0.490089,-0.147620,3.825000,140.765376
0.483693,-0.152030,3.300000,140.781934
0.483637,-0.162010,3.690000,140.798740
0.474777,-0.181640,3.700000,140.815283
0.478046,-0.171600,3.800000,140.831681
0.478040,-0.171830,4.315000,140.848168
0.463426,-0.173380,3.745000,140.864297
0.475138,-0.156390,4.345000,140.880704
0.474654,-0.175790,3.845000,140.897255
0.484329,-0.156400,4.135000,140.913425
0.467324,-0.174930,4.465000,140.930070
0.466784,-0.193990,4.365000,140.946704
0.487918,-0.202860,4.230000,140.962644
0.488964,-0.257980,4.310000,140.979635
0.489442,-0.228320,4.285000,140.995911
0.486326,-0.214370,4.150000,141.012394
0.479114,-0.139230,4.245000,141.028705
0.479902,-0.110190,4.165000,141.045258
0.475447,-0.113940,4.325000,141.061583
0.488266,-0.145930,4.350000,141.078119
0.487878,-0.165780,4.315000,141.094406
0.470733,-0.102550,4.370000,141.110912
0.484087,-0.130930,4.320000,141.127384
0.483935,-0.142490,4.415000,141.143631
0.479711,-0.195040,4.145000,141.160271
0.476296,-0.194090,4.145000,141.176477
0.475925,-0.195220,4.175000,141.193090
0.481887,-0.143000,4.385000,141.209401
0.466976,-0.095810,4.525000,141.226030
0.468207,-0.054140,4.550000,141.242294
0.492547,-0.037000,4.330000,141.258841
0.486646,-0.103970,4.290000,141.275114
0.486528,-0.114050,4.345000,141.291784
0.465294,-0.087510,4.330000,141.307947
0.469642,-0.088490,4.470000,141.324557
0.469147,-0.097760,4.320000,141.340641
0.483631,-0.134010,4.205000,141.357508
0.551716,-0.162980,4.200000,141.373588
0.551727,-0.153040,4.310000,141.390123
0.537153,-0.195940,4.365000,141.406452
0.534144,-0.156090,4.410000,141.423101
0.534155,-0.176020,3.955000,141.439733
0.522939,-0.201200,4.285000,141.455790
0.529762,-0.185980,4.410000,141.472202
0.529734,-0.205640,4.280000,141.488654
0.545146,-0.261650,4.235000,141.505305
0.544629,-0.273210,4.270000,141.521552
0.544629,-0.273210,3.850000,141.538037
0.532732,-0.199680,3.800000,141.554461
0.536495,-0.220840,3.825000,141.570419
0.536276,-0.190820,4.495000,141.587083
0.520492,-0.100930,4.330000,141.603385
0.519766,0.028680,4.235000,141.619635
0.519879,0.047010,4.110000,141.636225
0.528209,0.089580,4.260000,141.652678
0.513044,-0.017250,4.240000,141.669108
0.512870,-0.036100,4.430000,141.685595
0.505923,0.007600,4.320000,141.701928
0.513742,0.023510,4.500000,141.718560
0.513809,0.014080,4.520000,141.734957
0.519181,-0.003920,4.055000,141.751529
0.520610,-0.035170,4.240000,141.767646
0.520610,-0.035380,4.275000,141.784602
0.518343,-0.002910,4.025000,141.800801
0.523366,-0.028960,4.110000,141.817369
0.523293,-0.047160,4.115000,141.833699
0.532389,-0.070690,4.135000,141.849926
0.522837,-0.078130,4.120000,141.866478
0.522753,-0.096290,4.125000,141.883136
0.524469,-0.042670,4.240000,141.899492
0.526156,-0.122240,4.435000,141.915854
0.526016,-0.112910,4.155000,141.932255
0.571421,0.022610,4.100000,141.948516
0.573761,0.018100,4.195000,141.965249
0.573749,0.026820,4.040000,141.981654
0.577422,0.072190,4.015000,141.998055
0.578711,0.029260,4.085000,142.014563
0.579104,0.011810,4.070000,142.030689
0.573479,0.021120,4.030000,142.047405
0.579464,-0.009860,4.005000,142.063892
0.579464,-0.009860,3.995000,142.079940
0.571573,0.010320,4.130000,142.096718
0.571511,-0.035850,4.160000,142.112928
0.571887,-0.056390,4.230000,142.129521
0.560244,-0.012990,4.090000,142.145752
0.563405,-0.093330,4.120000,142.162207
0.563158,-0.075760,4.050000,142.178377
0.555311,0.018990,3.915000,142.195159
0.562944,0.097340,3.980000,142.211560
0.562387,0.133590,4.030000,142.227565
0.529846,0.062220,4.020000,142.244395
0.490027,0.079670,3.920000,142.260982
0.489661,0.062410,4.035000,142.277310
0.485870,0.077100,4.110000,142.293648
0.464326,0.055400,4.125000,142.310240
0.463752,0.038400,4.020000,142.326669
0.494330,-0.000360,4.065000,142.343259
0.477179,0.034290,4.100000,142.359484
0.477641,0.051330,4.040000,142.376010
0.470024,0.045990,3.985000,142.392248
0.491681,0.129910,3.935000,142.408852
0.492018,0.155100,3.910000,142.425013
0.476071,0.160700,4.060000,142.441757
0.481111,0.177170,4.145000,142.457895
0.481004,0.168720,4.065000,142.474393
0.491146,0.275040,3.865000,142.490846
0.434846,-0.087920,3.410000,142.507294
0.433119,-0.133900,4.275000,142.720621
0.512521,-0.106120,4.175000,142.737231
0.507757,-0.031010,4.140000,142.753417
0.507971,-0.012980,4.030000,142.769758
0.489166,-0.016750,4.205000,142.786069
0.491579,-0.055880,4.215000,142.802602
0.491579,-0.055880,4.235000,142.819065
0.495551,-0.042170,4.245000,142.835431
0.490764,-0.048860,4.230000,142.852013
0.491101,-0.023340,4.285000,142.868633
0.504832,0.017300,4.230000,142.885073
0.531494,0.108310,4.280000,142.901484
0.531652,0.116930,4.225000,142.917854
0.532158,0.090500,4.230000,142.934611
0.520936,-0.005300,4.050000,142.950795
0.520627,-0.058260,4.265000,142.967483
0.516476,-0.123290,4.325000,142.983379
0.523625,-0.172880,4.295000,142.999664
0.523541,-0.163120,4.420000,143.016173
0.490027,-0.141540,4.245000,143.033098
0.526409,-0.120240,4.305000,143.049303
0.526460,-0.100660,4.385000,143.065966
0.524277,-0.086440,4.260000,143.082329
0.502194,-0.064370,4.235000,143.098928
0.502194,-0.064370,4.260000,143.115169
0.513511,-0.044980,4.295000,143.131784
0.525605,-0.041460,4.195000,143.147978
0.525791,-0.032460,4.260000,143.164510
0.493919,-0.089020,4.250000,143.180878
0.495612,-0.098220,4.070000,143.196967
0.494954,-0.136690,3.825000,143.213802
0.484694,-0.209510,4.320000,143.230100
0.482039,-0.226940,4.130000,143.246680
0.481708,-0.236300,3.765000,143.262978
0.499038,-0.242360,4.265000,143.279444
0.491343,-0.180430,3.985000,143.295787
0.492024,-0.151540,3.730000,143.312391
0.495523,-0.172340,4.160000,143.328509
0.492013,-0.153400,4.115000,143.344991
0.492007,-0.153630,3.720000,143.361583
0.487816,-0.159880,4.180000,143.378048
0.501328,-0.138010,3.670000,143.394489
0.501328,-0.138010,4.265000,143.410779
0.485004,-0.174230,3.870000,143.427345
