x,y,d,t
0.472370,0.231330,3.715000,78.314928
0.446765,0.151930,3.630000,78.331186
0.444858,0.113250,3.625000,78.347675
0.437315,0.226190,3.640000,78.364064
0.432922,0.026570,3.745000,78.380508
0.434052,0.057460,3.750000,78.396995
0.401388,0.063560,3.755000,78.413411
0.393755,0.095440,3.755000,78.429763
0.394801,0.103780,3.750000,78.446205
0.403773,0.059580,3.730000,78.462744
0.394649,0.006430,3.680000,78.479001
0.392231,-0.019620,3.670000,78.495550
0.415901,0.047980,3.655000,78.512048
0.419726,0.109870,3.655000,78.528371
0.420918,0.109050,3.655000,78.544837
0.399537,0.081550,3.605000,78.561221
0.436505,0.095010,3.620000,78.577727
0.433271,0.027240,3.670000,78.594052
0.480712,-0.032750,3.545000,78.610552
0.477747,-0.068640,3.550000,78.627052
0.478248,-0.037920,3.490000,78.643329
0.498048,0.086790,3.515000,78.659926
0.499876,-0.110390,3.500000,78.676217
0.500118,-0.077570,3.425000,78.692745
0.483136,0.126670,3.480000,78.709148
0.459809,-0.040640,3.410000,78.725620
0.459809,-0.040640,3.385000,78.742051
0.497615,0.047680,3.305000,78.758369
0.494111,-0.026240,3.285000,78.774925
0.494111,-0.026240,3.290000,78.791264
0.497767,0.006680,3.235000,78.807703
0.470120,0.095490,3.185000,78.824121
0.469484,0.065170,3.410000,78.840493
0.497474,-0.089300,3.150000,78.856936
0.493430,-0.020760,3.195000,78.873404
0.493430,-0.020760,3.280000,78.889847
0.491141,-0.040620,3.130000,78.906187
0.483547,0.026920,3.180000,78.922676
0.483530,0.071210,3.220000,78.939122
0.504163,0.088760,3.385000,78.955597
0.484948,0.037580,3.495000,78.971925
0.485296,0.017230,3.150000,78.988326
0.497024,-0.081290,3.410000,79.004824
0.507448,-0.137760,3.300000,79.021279
0.507864,-0.215150,3.210000,79.037624
0.488210,-0.149340,3.305000,79.054049
0.500124,-0.287370,3.285000,79.070570
0.499511,-0.302280,3.300000,79.086894
0.507768,-0.223190,3.170000,79.103475
0.484751,-0.272400,3.245000,79.119884
0.485139,-0.239440,3.350000,79.136152
0.482371,-0.211450,3.170000,79.152716
0.477573,-0.237400,3.255000,79.169121
0.477573,-0.237400,3.255000,79.185436
0.495568,-0.180600,3.180000,79.201944
0.486837,-0.136790,3.245000,79.218410
0.486837,-0.136790,3.215000,79.234779
0.531157,-0.187550,3.235000,79.251203
0.499274,-0.168850,3.445000,79.267619
0.499494,-0.136570,3.320000,79.284086
0.477388,-0.075120,3.285000,79.300492
0.468534,-0.065050,3.220000,79.316865
0.469175,-0.032940,3.250000,79.333427
0.478619,-0.067320,3.240000,79.349843
