x,y,d,t
0.858515,0.860900,4.120000,124.582258
0.869332,0.815510,4.065000,124.598670
0.889621,0.796520,3.995000,124.615099
0.867374,0.907010,4.095000,124.631526
0.858206,0.943310,4.100000,124.647860
0.820653,0.894030,4.085000,124.664386
0.842484,0.863060,4.140000,124.680759
0.844571,0.854860,4.120000,124.697161
0.855584,0.899940,4.095000,124.713625
0.839947,0.922790,4.205000,124.730103
0.848356,0.886970,4.235000,124.746436
0.870170,0.890720,4.140000,124.762887
0.874141,0.860750,4.175000,124.779331
0.867290,0.887370,4.150000,124.795738
0.836381,0.760230,4.190000,124.812161
0.849785,0.950210,4.200000,124.828584
0.843491,0.974820,4.195000,124.845088
0.662309,0.475650,4.380000,124.861560
0.508539,0.109360,4.510000,124.877900
0.508623,0.122780,4.445000,124.894345
0.477382,0.207950,4.510000,124.910849
0.465238,0.216010,4.475000,124.927198
0.464861,0.209260,4.445000,124.943617
0.497317,0.074990,4.450000,124.960114
0.438659,0.188660,4.485000,124.976516
0.437242,0.159400,4.485000,124.992944
0.486573,-0.012860,4.450000,125.009329
0.438159,0.075980,4.450000,125.025842
0.436736,0.045060,4.480000,125.042261
0.497345,-0.017410,4.365000,125.058761
0.482287,-0.096570,4.380000,125.075062
0.482726,-0.082620,4.395000,125.091441
0.481190,-0.096270,4.285000,125.107855
0.461952,0.112650,4.260000,125.124327
0.464630,0.184700,4.260000,125.140765
0.489447,0.248260,4.180000,125.157219
0.485060,0.030590,4.185000,125.173604
0.483991,-0.005470,4.210000,125.190162
0.506036,0.158960,4.130000,125.206511
0.499156,-0.115450,4.055000,125.222983
0.498228,-0.174590,4.075000,125.239256
0.472781,-0.069440,4.030000,125.255915
0.448329,-0.094430,3.990000,125.272035
0.450219,-0.045760,4.060000,125.288679
0.459764,-0.021080,3.980000,125.305106
0.469822,0.016850,3.995000,125.321320
0.470806,0.049100,4.005000,125.337987
0.500281,0.037360,3.960000,125.354286
0.299086,0.525140,3.905000,125.370662
0.295497,0.499590,3.990000,125.387309
0.074699,1.009150,3.810000,125.403633
0.088773,0.989650,3.840000,125.419962
0.082181,0.972190,3.815000,125.436524
0.062251,0.976710,3.745000,125.452971
0.125431,0.966720,3.795000,125.469253
0.122765,0.958930,3.770000,125.485706
0.070160,0.819460,3.755000,125.502166
0.049494,0.878400,3.800000,125.518562
0.046029,0.869840,3.790000,125.535080
0.104641,0.798570,3.850000,125.551450
0.081348,0.817420,3.880000,125.567889
0.087592,0.836180,3.895000,125.584316
