x,y,d,t
0.782426,1.533200,2.490000,108.715346
0.783944,1.542670,2.335000,108.731905
0.783944,1.542670,2.405000,108.748208
0.733314,1.632450,2.390000,108.764720
0.737009,1.574870,2.385000,108.780903
0.739344,1.569660,2.360000,108.797505
0.766754,1.576750,2.425000,108.814417
0.799784,1.534070,2.435000,108.830358
0.802912,1.528450,2.470000,108.847127
0.773004,1.529860,2.410000,108.863374
0.793856,1.555020,2.350000,108.879949
0.793856,1.555020,2.450000,108.896209
0.796927,1.506870,2.485000,108.912876
0.792236,1.494400,2.430000,108.929124
0.789232,1.500450,2.480000,108.945792
0.776486,1.572910,2.420000,108.961904
0.799430,1.545350,2.525000,108.978089
0.796241,1.550950,2.500000,108.994470
0.719229,1.680850,2.375000,109.010986
0.766108,1.541410,2.425000,109.027667
0.768875,1.535710,2.390000,109.044105
0.770028,1.530600,2.290000,109.060577
0.760263,1.542860,2.475000,109.076872
0.760263,1.542860,2.475000,109.093630
0.752557,1.559210,2.450000,109.290750
0.588363,1.066560,2.545000,109.307061
0.588363,1.066560,2.255000,109.832483
0.424676,1.530670,2.240000,109.848896
0.424012,1.499970,2.275000,109.865393
0.424012,1.499970,2.210000,109.881980
0.780671,1.558670,2.455000,110.342179
0.791364,1.452640,2.550000,110.358530
0.788771,1.458330,2.570000,110.375003
0.755375,1.513290,2.520000,110.391197
0.769618,1.508520,2.500000,110.407966
0.767227,1.513720,2.480000,110.423768
0.781301,1.541810,2.450000,110.440768
0.761337,1.539500,2.405000,110.456962
0.761337,1.539500,2.450000,110.473601
0.781059,1.530170,2.480000,110.489782
0.776306,1.517080,2.520000,110.506442
0.781869,1.505580,2.445000,110.522677
0.797276,1.478990,2.455000,110.539186
0.816018,1.412040,2.540000,110.555617
0.822324,1.398690,2.450000,110.572121
0.791848,1.481060,2.430000,110.588574
0.811276,1.447110,2.480000,110.604974
0.807986,1.453800,2.445000,110.621267
0.769933,1.481090,2.380000,110.637934
0.795926,1.497890,2.395000,110.654269
0.795926,1.497890,2.490000,110.670344
0.797276,1.481480,2.520000,110.686771
0.792562,1.475380,2.470000,110.703021
0.795622,1.468990,2.515000,110.719555
0.819579,1.431650,2.505000,110.736204
0.794041,1.488450,2.590000,110.752500
0.794041,1.488450,2.510000,110.769105
0.818583,1.479390,2.570000,110.785479
0.785176,1.515030,2.425000,110.801590
0.785176,1.515030,2.140000,110.818323
0.808936,1.457000,2.555000,111.097744
0.805685,1.463560,2.425000,111.114281
0.788923,1.482680,2.530000,111.130615
0.783877,1.522470,2.445000,111.147155
0.780896,1.528370,2.455000,111.163598
0.786526,1.520530,2.505000,111.179950
0.799436,1.490550,2.480000,111.196293
0.802709,1.484100,2.450000,111.212426
0.803300,1.493230,2.560000,111.228755
0.766721,1.567790,2.540000,111.245483
0.772700,1.556220,2.495000,111.262150
0.814798,1.498870,2.535000,111.278368
0.814111,1.461330,2.520000,111.295045
0.814111,1.461330,2.495000,111.311277
0.894026,0.942590,2.580000,111.327869
0.851011,1.068300,2.545000,111.344154
0.841483,1.092760,2.600000,111.360677
0.856569,1.066500,2.635000,111.377034
0.869861,1.015590,2.570000,111.393605
0.865107,1.027440,2.515000,111.409923
0.836583,1.078050,2.575000,111.426409
0.834209,1.032940,2.570000,111.442786
0.830688,1.042710,2.540000,111.459085
0.853025,0.959680,2.580000,111.738258
0.859887,0.940780,2.595000,111.754845
0.881662,0.954350,2.485000,111.771372
0.803936,1.436530,2.450000,111.787903
0.819297,1.410650,2.575000,111.804096
0.859342,0.915510,2.565000,111.820647
0.885431,0.876920,2.595000,111.836921
0.889874,0.865300,2.610000,111.853517
0.777431,2.159090,2.485000,111.869726
0.875891,0.822560,2.500000,111.886301
0.863043,0.858470,2.585000,111.902301
0.850229,1.025190,2.640000,111.918772
0.834215,1.622220,2.530000,111.935344
0.832921,1.619300,2.535000,111.952252
0.843249,1.048730,2.555000,111.968310
0.834091,1.014350,2.550000,111.985080
0.839542,0.998810,2.570000,112.001321
0.797996,1.047030,2.490000,112.017320
0.843541,0.780790,2.540000,112.033880
0.838889,0.796250,2.565000,112.050318
0.680939,0.415570,2.450000,112.066527
0.822239,0.964570,2.580000,112.083120
0.825316,0.956850,2.580000,112.099625
0.816558,0.976020,2.445000,112.116037
0.859876,1.050410,2.505000,112.132489
0.864601,1.038910,2.500000,112.148913
0.860236,1.046560,2.440000,112.165279
0.833579,1.130690,2.585000,112.181773
0.829726,1.139830,2.530000,112.198382
