x,y,d,t
0.520503,-0.095960,3.860000,142.650306
0.515379,-0.131890,3.980000,142.666775
0.508798,-0.139830,4.050000,142.683207
0.508798,-0.139830,4.035000,142.699953
0.517691,-0.108420,3.885000,142.716157
0.535370,-0.071810,3.900000,142.732687
0.535370,-0.071810,3.895000,142.749039
0.528097,-0.090750,3.965000,142.765700
0.530116,-0.060690,4.160000,142.782143
0.529942,-0.085820,4.125000,142.798694
0.526184,-0.119510,4.120000,142.815087
0.525537,-0.147150,4.130000,142.831450
0.525661,-0.185530,4.105000,142.847769
0.517949,-0.173860,3.925000,142.864500
0.507127,0.344010,3.715000,142.880677
0.506216,0.334940,2.605000,142.897098
0.635461,-0.110050,3.325000,143.110391
0.635236,-0.104410,3.325000,143.126773
0.632801,-0.049810,3.990000,143.143246
0.481826,-0.214180,3.920000,143.159729
0.485718,-0.177960,3.960000,143.176216
0.486343,-0.151970,3.885000,143.192294
0.498284,-0.164700,3.875000,143.209390
0.487901,-0.150230,3.895000,143.225599
0.488424,-0.128280,3.850000,143.242246
0.473675,-0.070480,4.205000,143.258462
0.471099,-0.017180,4.275000,143.275109
0.471099,-0.017180,4.115000,143.291407
0.480802,-0.075200,4.100000,143.307925
0.481775,-0.056510,4.075000,143.324298
0.480526,-0.102960,4.270000,143.340679
0.484981,-0.182010,4.045000,143.357135
0.483710,-0.149700,4.040000,143.373587
0.483710,-0.149700,4.020000,143.390111
0.475323,-0.102330,3.915000,143.406467
0.480594,-0.096900,3.930000,143.422917
0.481269,-0.071810,3.925000,143.439024
0.470671,-0.152200,4.000000,143.455817
0.447148,-0.109870,3.905000,143.472055
0.447148,-0.109870,4.105000,143.488748
0.459095,-0.295880,4.075000,143.504930
0.460299,-0.284400,4.040000,143.521484
0.460299,-0.284400,3.935000,143.537822
0.475993,-0.256550,3.485000,143.554333
0.490657,-0.291080,3.490000,143.570671
0.490347,-0.332580,3.430000,143.587300
0.465519,-0.363200,3.440000,143.603525
0.479750,-0.371170,3.475000,143.620066
0.478316,-0.411220,3.505000,143.636462
0.461249,-0.389650,3.535000,143.652909
0.457267,-0.405620,3.470000,143.669300
0.459011,-0.351740,3.465000,143.685827
0.478186,-0.340000,3.525000,143.702205
0.486551,-0.318730,3.425000,143.718434
0.487164,-0.291160,3.390000,143.735118
0.470688,-0.261600,3.335000,143.751231
0.468027,-0.248040,3.345000,143.767914
0.468168,-0.261830,3.360000,143.784180
0.469529,-0.285230,3.315000,143.800678
0.474001,-0.312970,3.350000,143.816966
0.472533,-0.366950,3.365000,143.833632
0.468393,-0.432730,3.345000,143.849951
0.465839,-0.461890,3.360000,143.866476
0.464832,-0.474990,3.360000,143.882717
0.471504,-0.449390,3.285000,143.899306
0.453447,-0.420140,3.315000,143.915682
0.455225,-0.379620,3.405000,143.932274
0.472561,-0.403540,3.425000,143.948598
0.473039,-0.396810,3.510000,143.965024
0.472876,-0.382710,3.430000,143.981347
0.476848,-0.332980,3.365000,143.997676
0.464855,-0.259080,3.375000,144.014111
