x,y,d,t
0.502773,0.121670,4.225000,69.661880
0.467741,-0.014080,4.175000,69.678315
0.469687,0.050850,4.175000,69.694837
0.460884,0.086740,4.100000,69.711204
0.457548,0.154470,4.130000,69.727669
0.456811,0.140030,4.115000,69.744056
0.515019,-0.033980,4.160000,69.760514
0.459444,0.004960,4.205000,69.776888
0.457919,-0.045080,4.170000,69.793445
0.471127,0.112750,4.150000,69.809833
0.488857,0.087170,4.270000,69.826143
0.488266,0.071590,4.240000,69.842614
0.520677,-0.019430,4.230000,69.859050
0.469209,0.056980,4.235000,69.875534
0.469226,0.057630,4.230000,69.891905
0.496861,0.098710,4.190000,69.908338
0.506930,0.166900,4.270000,69.924717
0.506930,0.166900,4.275000,69.941212
0.482922,0.074740,4.235000,69.957634
0.485212,-0.276070,4.155000,69.974085
0.485757,-0.259800,4.250000,69.990470
0.488165,-0.194230,4.115000,70.006947
0.477528,-0.141050,4.095000,70.023258
0.478091,-0.124220,4.060000,70.039706
0.496631,-0.116380,3.865000,70.056181
0.474806,-0.284390,3.870000,70.072677
0.473810,-0.338710,3.875000,70.088973
0.472651,-0.391640,3.680000,70.105507
0.493548,-0.341480,3.640000,70.121879
0.494735,-0.269770,3.510000,70.138362
0.416137,0.041590,3.545000,70.154763
0.211438,0.611060,3.310000,70.171174
0.208912,0.600210,3.690000,70.187723
0.120408,0.989940,3.330000,70.204127
0.087423,0.933850,3.275000,70.220600
0.084267,0.923970,3.290000,70.236924
0.061571,0.871670,3.275000,70.253292
0.094702,0.949880,3.260000,70.269948
0.101086,0.967580,3.275000,70.286170
0.121010,1.086730,3.105000,70.302633
0.110362,0.886110,3.160000,70.318990
0.100934,0.857730,3.180000,70.335487
0.115638,0.943520,3.105000,70.351884
0.095045,0.812210,3.095000,70.368429
0.098167,0.822170,3.085000,70.384739
0.061790,0.704790,3.095000,70.401153
0.099624,0.924040,3.115000,70.417589
0.102312,0.933050,3.210000,70.434009
0.067173,0.944870,3.130000,70.450504
0.052784,0.950400,3.170000,70.466926
0.046096,0.933440,3.165000,70.483263
0.094876,1.031790,3.195000,70.499688
