stim,calib_loop.thisRepN,calib_loop.thisTrialN,calib_loop.thisN,calib_loop.thisIndex,stimulus_loop.thisRepN,stimulus_loop.thisTrialN,stimulus_loop.thisN,stimulus_loop.thisIndex,calib_instr_text.started,calib_instr_text.stopped,calib_text.started,calib_text.stopped,calib_resp.keys,calib_resp.rt,calib_resp.started,calib_resp.stopped,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,layout.started,layout.stopped,closing_text.started,closing_text.stopped,closing_key_resp.keys,closing_key_resp.rt,closing_key_resp.started,closing_key_resp.stopped,participant,task,date,expName,psychopyVersion,frameRate,
,0,0,0,0,,,,,15.549979899995378,None,41.08556189999945,None,['y'],[8.271212600004219],41.08556189999945,None,,,,,,,,,,,,,,,14,Experiment,2022_Nov_20_1618,PackagingExperiment,2021.2.3,59.94538975194798,
,1,0,1,0,,,,,,,62.56949960000202,None,['n'],[3.7460624000013922],62.56949960000202,None,,,,,,,,,,,,,,,14,Experiment,2022_Nov_20_1618,PackagingExperiment,2021.2.3,59.94538975194798,
,,,,,,,,,,,,,,,,,66.33465929999511,None,space,11.79738720000023,66.33465929999511,None,,,,,,,,,14,Experiment,2022_Nov_20_1618,PackagingExperiment,2021.2.3,59.94538975194798,
./stimuli/layout1.png,,,,,0,0,0,0,,,,,,,,,,,,,,,78.31903339999553,83.3186452000009,,,,,,,14,Experiment,2022_Nov_20_1618,PackagingExperiment,2021.2.3,59.94538975194798,
./stimuli/layout3.png,,,,,0,1,1,2,,,,,,,,,,,,,,,83.50203049999982,88.50213419999636,,,,,,,14,Experiment,2022_Nov_20_1618,PackagingExperiment,2021.2.3,59.94538975194798,
./stimuli/layout4.png,,,,,0,2,2,3,,,,,,,,,,,,,,,88.73546179999539,93.73560780000116,,,,,,,14,Experiment,2022_Nov_20_1618,PackagingExperiment,2021.2.3,59.94538975194798,
./stimuli/layout7.jpg,,,,,0,3,3,6,,,,,,,,,,,,,,,94.00232500000129,99.00243529999716,,,,,,,14,Experiment,2022_Nov_20_1618,PackagingExperiment,2021.2.3,59.94538975194798,
./stimuli/layout6.jpg,,,,,0,4,4,5,,,,,,,,,,,,,,,99.25248719999945,104.2526183000009,,,,,,,14,Experiment,2022_Nov_20_1618,PackagingExperiment,2021.2.3,59.94538975194798,
./stimuli/layout10.jpg,,,,,0,5,5,9,,,,,,,,,,,,,,,104.50263509999786,109.5027523999961,,,,,,,14,Experiment,2022_Nov_20_1618,PackagingExperiment,2021.2.3,59.94538975194798,
./stimuli/layout9.jpg,,,,,0,6,6,8,,,,,,,,,,,,,,,109.75281279999763,114.75304289999622,,,,,,,14,Experiment,2022_Nov_20_1618,PackagingExperiment,2021.2.3,59.94538975194798,
./stimuli/layout5.jpg,,,,,0,7,7,4,,,,,,,,,,,,,,,114.98653389999527,119.98642689999542,,,,,,,14,Experiment,2022_Nov_20_1618,PackagingExperiment,2021.2.3,59.94538975194798,
./stimuli/layout2.png,,,,,0,8,8,1,,,,,,,,,,,,,,,120.23642490000202,125.23657459999959,,,,,,,14,Experiment,2022_Nov_20_1618,PackagingExperiment,2021.2.3,59.94538975194798,
./stimuli/layout11.jpg,,,,,0,9,9,10,,,,,,,,,,,,,,,126.48691790000157,None,,,,,,,14,Experiment,2022_Nov_20_1618,PackagingExperiment,2021.2.3,59.94538975194798,
./stimuli/layout8.jpg,,,,,0,10,10,7,,,,,,,,,,,,,,,130.73675559999538,135.73685580000165,,,,,,,14,Experiment,2022_Nov_20_1618,PackagingExperiment,2021.2.3,59.94538975194798,
./stimuli/layout12.jpg,,,,,0,11,11,11,,,,,,,,,,,,,,,135.98690930000157,140.9870007999998,,,,,,,14,Experiment,2022_Nov_20_1618,PackagingExperiment,2021.2.3,59.94538975194798,
,,,,,,,,,,,,,,,,,,,,,,,,,141.15364009999757,None,space,18.01915490000829,141.15364009999757,None,14,Experiment,2022_Nov_20_1618,PackagingExperiment,2021.2.3,59.94538975194798,
