stim,calib_loop.thisRepN,calib_loop.thisTrialN,calib_loop.thisN,calib_loop.thisIndex,stimulus_loop.thisRepN,stimulus_loop.thisTrialN,stimulus_loop.thisN,stimulus_loop.thisIndex,calib_instr_text.started,calib_instr_text.stopped,calib_text.started,calib_text.stopped,calib_resp.keys,calib_resp.rt,calib_resp.started,calib_resp.stopped,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,layout.started,layout.stopped,closing_text.started,closing_text.stopped,closing_key_resp.keys,closing_key_resp.rt,closing_key_resp.started,closing_key_resp.stopped,participant,task,date,expName,psychopyVersion,frameRate,
,0,0,0,0,,,,,20.167709300000013,None,39.6199718,None,['y'],[3.473081499999978],39.6199718,None,,,,,,,,,,,,,,,001,Experiment,2022_Nov_15_1557,PackagingExperiment,2021.2.3,59.98775050135536,
,1,0,1,0,,,,,,,57.12230200000002,None,['n'],[4.266380399999974],57.12230200000002,None,,,,,,,,,,,,,,,001,Experiment,2022_Nov_15_1557,PackagingExperiment,2021.2.3,59.98775050135536,
,,,,,,,,,,,,,,,,,61.4187517,None,space,2.977928399999996,61.4187517,None,,,,,,,,,001,Experiment,2022_Nov_15_1557,PackagingExperiment,2021.2.3,59.98775050135536,
./stimuli/layout8.jpg,,,,,0,0,0,7,,,,,,,,,,,,,,,64.8525985,None,,,,,,,001,Experiment,2022_Nov_15_1557,PackagingExperiment,2021.2.3,59.98775050135536,
./stimuli/layout9.jpg,,,,,0,1,1,8,,,,,,,,,,,,,,,70.06918190000002,None,,,,,,,001,Experiment,2022_Nov_15_1557,PackagingExperiment,2021.2.3,59.98775050135536,
./stimuli/layout5.jpg,,,,,0,2,2,4,,,,,,,,,,,,,,,74.7359466,None,,,,,,,001,Experiment,2022_Nov_15_1557,PackagingExperiment,2021.2.3,59.98775050135536,
./stimuli/layout12.jpg,,,,,0,3,3,11,,,,,,,,,,,,,,,79.7860689,None,,,,,,,001,Experiment,2022_Nov_15_1557,PackagingExperiment,2021.2.3,59.98775050135536,
./stimuli/layout6.jpg,,,,,0,4,4,5,,,,,,,,,,,,,,,84.9028811,None,,,,,,,001,Experiment,2022_Nov_15_1557,PackagingExperiment,2021.2.3,59.98775050135536,
./stimuli/layout1.png,,,,,0,5,5,0,,,,,,,,,,,,,,,89.78635010000002,None,,,,,,,001,Experiment,2022_Nov_15_1557,PackagingExperiment,2021.2.3,59.98775050135536,
./stimuli/layout4.png,,,,,0,6,6,3,,,,,,,,,,,,,,,94.86985100000001,None,,,,,,,001,Experiment,2022_Nov_15_1557,PackagingExperiment,2021.2.3,59.98775050135536,
./stimuli/layout11.jpg,,,,,0,7,7,10,,,,,,,,,,,,,,,99.88664300000002,None,,,,,,,001,Experiment,2022_Nov_15_1557,PackagingExperiment,2021.2.3,59.98775050135536,
./stimuli/layout10.jpg,,,,,0,8,8,9,,,,,,,,,,,,,,,104.72007010000002,None,,,,,,,001,Experiment,2022_Nov_15_1557,PackagingExperiment,2021.2.3,59.98775050135536,
./stimuli/layout7.jpg,,,,,0,9,9,6,,,,,,,,,,,,,,,109.78690180000001,None,,,,,,,001,Experiment,2022_Nov_15_1557,PackagingExperiment,2021.2.3,59.98775050135536,
./stimuli/layout3.png,,,,,0,10,10,2,,,,,,,,,,,,,,,114.72036670000003,None,,,,,,,001,Experiment,2022_Nov_15_1557,PackagingExperiment,2021.2.3,59.98775050135536,
./stimuli/layout2.png,,,,,0,11,11,1,,,,,,,,,,,,,,,120.80388460000003,None,,,,,,,001,Experiment,2022_Nov_15_1557,PackagingExperiment,2021.2.3,59.98775050135536,
,,,,,,,,,,,,,,,,,,,,,,,,,124.42067069999999,None,space,4.576053199999961,124.42067069999999,None,001,Experiment,2022_Nov_15_1557,PackagingExperiment,2021.2.3,59.98775050135536,
