calib_loop.thisRepN,calib_loop.thisTrialN,calib_loop.thisN,calib_loop.thisIndex,stimulus_loop.thisRepN,stimulus_loop.thisTrialN,stimulus_loop.thisN,stimulus_loop.thisIndex,stim,calib_instr_text.started,calib_instr_text.stopped,participant,task,date,expName,psychopyVersion,frameRate,
,,,,,,,,,13.857098799999221,None,,,,,,,
