stim,calib_loop.thisRepN,calib_loop.thisTrialN,calib_loop.thisN,calib_loop.thisIndex,stimulus_loop.thisRepN,stimulus_loop.thisTrialN,stimulus_loop.thisN,stimulus_loop.thisIndex,calib_instr_text.started,calib_instr_text.stopped,calib_text.started,calib_text.stopped,calib_resp.keys,calib_resp.rt,calib_resp.started,calib_resp.stopped,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,layout.started,layout.stopped,closing_text.started,closing_text.stopped,closing_key_resp.keys,closing_key_resp.rt,closing_key_resp.started,closing_key_resp.stopped,participant,task,date,expName,psychopyVersion,frameRate,
,0,0,0,0,,,,,18.806802799997968,None,50.417879400003585,None,['n'],[2.353857900001458],50.417879400003585,None,,,,,,,,,,,,,,,11,Experiment,2022_Nov_20_1518,PackagingExperiment,2021.2.3,60.026747919891996,
,,,,,,,,,,,,,,,,,52.79142460000003,None,space,26.756586499999685,52.79142460000003,None,,,,,,,,,11,Experiment,2022_Nov_20_1518,PackagingExperiment,2021.2.3,60.026747919891996,
./stimuli/layout9.jpg,,,,,0,0,0,8,,,,,,,,,,,,,,,79.81794079999963,None,,,,,,,11,Experiment,2022_Nov_20_1518,PackagingExperiment,2021.2.3,60.026747919891996,
./stimuli/layout12.jpg,,,,,0,1,1,11,,,,,,,,,,,,,,,84.72117889999936,None,,,,,,,11,Experiment,2022_Nov_20_1518,PackagingExperiment,2021.2.3,60.026747919891996,
./stimuli/layout7.jpg,,,,,0,2,2,6,,,,,,,,,,,,,,,89.73266329999751,None,,,,,,,11,Experiment,2022_Nov_20_1518,PackagingExperiment,2021.2.3,60.026747919891996,
./stimuli/layout1.png,,,,,0,3,3,0,,,,,,,,,,,,,,,94.6974526999984,None,,,,,,,11,Experiment,2022_Nov_20_1518,PackagingExperiment,2021.2.3,60.026747919891996,
./stimuli/layout8.jpg,,,,,0,4,4,7,,,,,,,,,,,,,,,99.71966139999859,None,,,,,,,11,Experiment,2022_Nov_20_1518,PackagingExperiment,2021.2.3,60.026747919891996,
./stimuli/layout4.png,,,,,0,5,5,3,,,,,,,,,,,,,,,105.69949359999737,None,,,,,,,11,Experiment,2022_Nov_20_1518,PackagingExperiment,2021.2.3,60.026747919891996,
./stimuli/layout2.png,,,,,0,6,6,1,,,,,,,,,,,,,,,109.71597019999899,None,,,,,,,11,Experiment,2022_Nov_20_1518,PackagingExperiment,2021.2.3,60.026747919891996,
./stimuli/layout11.jpg,,,,,0,7,7,10,,,,,,,,,,,,,,,114.72097850000137,None,,,,,,,11,Experiment,2022_Nov_20_1518,PackagingExperiment,2021.2.3,60.026747919891996,
./stimuli/layout6.jpg,,,,,0,8,8,5,,,,,,,,,,,,,,,119.72260880000249,None,,,,,,,11,Experiment,2022_Nov_20_1518,PackagingExperiment,2021.2.3,60.026747919891996,
./stimuli/layout10.jpg,,,,,0,9,9,9,,,,,,,,,,,,,,,124.72600310000416,None,,,,,,,11,Experiment,2022_Nov_20_1518,PackagingExperiment,2021.2.3,60.026747919891996,
./stimuli/layout5.jpg,,,,,0,10,10,4,,,,,,,,,,,,,,,129.73305490000348,None,,,,,,,11,Experiment,2022_Nov_20_1518,PackagingExperiment,2021.2.3,60.026747919891996,
./stimuli/layout3.png,,,,,0,11,11,2,,,,,,,,,,,,,,,134.711922399998,None,,,,,,,11,Experiment,2022_Nov_20_1518,PackagingExperiment,2021.2.3,60.026747919891996,
,,,,,,,,,,,,,,,,,,,,,,,,,139.57734190000338,None,space,225.90610679999372,139.57734190000338,None,11,Experiment,2022_Nov_20_1518,PackagingExperiment,2021.2.3,60.026747919891996,
