stim,calib_loop.thisRepN,calib_loop.thisTrialN,calib_loop.thisN,calib_loop.thisIndex,stimulus_loop.thisRepN,stimulus_loop.thisTrialN,stimulus_loop.thisN,stimulus_loop.thisIndex,calib_instr_text.started,calib_instr_text.stopped,calib_text.started,calib_text.stopped,calib_resp.keys,calib_resp.rt,calib_resp.started,calib_resp.stopped,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,layout.started,layout.stopped,closing_text.started,closing_text.stopped,closing_key_resp.keys,closing_key_resp.rt,closing_key_resp.started,closing_key_resp.stopped,participant,task,date,expName,psychopyVersion,frameRate,
,0,0,0,0,,,,,19.87338810000074,None,50.07693960000324,None,['y'],[7.039810000002035],50.07693960000324,None,,,,,,,,,,,,,,,017,Experiment,2022_Nov_21_1806,PackagingExperiment,2021.2.3,59.99844004090392,
,1,0,1,0,,,,,,,71.89043929999752,None,['n'],[8.658310500002699],71.89043929999752,None,,,,,,,,,,,,,,,017,Experiment,2022_Nov_21_1806,PackagingExperiment,2021.2.3,59.99844004090392,
,,,,,,,,,,,,,,,,,80.57543460000306,None,space,19.669070700001612,80.57543460000306,None,,,,,,,,,017,Experiment,2022_Nov_21_1806,PackagingExperiment,2021.2.3,59.99844004090392,
./stimuli/layout5.jpg,,,,,0,0,0,4,,,,,,,,,,,,,,,100.54604600000312,105.55904040000314,,,,,,,017,Experiment,2022_Nov_21_1806,PackagingExperiment,2021.2.3,59.99844004090392,
./stimuli/layout8.jpg,,,,,0,1,1,7,,,,,,,,,,,,,,,106.44402119999722,111.45919899999717,,,,,,,017,Experiment,2022_Nov_21_1806,PackagingExperiment,2021.2.3,59.99844004090392,
./stimuli/layout11.jpg,,,,,0,2,2,10,,,,,,,,,,,,,,,112.4733122999969,118.46533350000391,,,,,,,017,Experiment,2022_Nov_21_1806,PackagingExperiment,2021.2.3,59.99844004090392,
./stimuli/layout4.png,,,,,0,3,3,3,,,,,,,,,,,,,,,118.63271700000041,123.6428670000023,,,,,,,017,Experiment,2022_Nov_21_1806,PackagingExperiment,2021.2.3,59.99844004090392,
./stimuli/layout12.jpg,,,,,0,4,4,11,,,,,,,,,,,,,,,124.42393930000253,129.42619710000145,,,,,,,017,Experiment,2022_Nov_21_1806,PackagingExperiment,2021.2.3,59.99844004090392,
./stimuli/layout2.png,,,,,0,5,5,1,,,,,,,,,,,,,,,130.911563499998,135.9265723999997,,,,,,,017,Experiment,2022_Nov_21_1806,PackagingExperiment,2021.2.3,59.99844004090392,
./stimuli/layout9.jpg,,,,,0,6,6,8,,,,,,,,,,,,,,,136.49020590000146,142.4830396000034,,,,,,,017,Experiment,2022_Nov_21_1806,PackagingExperiment,2021.2.3,59.99844004090392,
./stimuli/layout7.jpg,,,,,0,7,7,6,,,,,,,,,,,,,,,142.6556918999995,147.65996399999858,,,,,,,017,Experiment,2022_Nov_21_1806,PackagingExperiment,2021.2.3,59.99844004090392,
./stimuli/layout6.jpg,,,,,0,8,8,5,,,,,,,,,,,,,,,148.42537769999763,153.42674429999897,,,,,,,017,Experiment,2022_Nov_21_1806,PackagingExperiment,2021.2.3,59.99844004090392,
./stimuli/layout1.png,,,,,0,9,9,0,,,,,,,,,,,,,,,154.43999350000377,159.44353799999953,,,,,,,017,Experiment,2022_Nov_21_1806,PackagingExperiment,2021.2.3,59.99844004090392,
./stimuli/layout10.jpg,,,,,0,10,10,9,,,,,,,,,,,,,,,160.40668700000242,165.4103310999999,,,,,,,017,Experiment,2022_Nov_21_1806,PackagingExperiment,2021.2.3,59.99844004090392,
./stimuli/layout3.png,,,,,0,11,11,2,,,,,,,,,,,,,,,166.45319330000348,171.4606350000031,,,,,,,017,Experiment,2022_Nov_21_1806,PackagingExperiment,2021.2.3,59.99844004090392,
,,,,,,,,,,,,,,,,,,,,,,,,,172.27737609999895,None,space,9.46399989999918,172.27737609999895,None,017,Experiment,2022_Nov_21_1806,PackagingExperiment,2021.2.3,59.99844004090392,
