stim,calib_loop.thisRepN,calib_loop.thisTrialN,calib_loop.thisN,calib_loop.thisIndex,stimulus_loop.thisRepN,stimulus_loop.thisTrialN,stimulus_loop.thisN,stimulus_loop.thisIndex,calib_instr_text.started,calib_instr_text.stopped,calib_text.started,calib_text.stopped,calib_resp.keys,calib_resp.rt,calib_resp.started,calib_resp.stopped,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,layout.started,layout.stopped,closing_text.started,closing_text.stopped,closing_key_resp.keys,closing_key_resp.rt,closing_key_resp.started,closing_key_resp.stopped,participant,task,date,expName,psychopyVersion,frameRate,
,0,0,0,0,,,,,16.235214200001792,None,40.43798419999803,None,['y'],[6.7101132000025245],40.43798419999803,None,,,,,,,,,,,,,,,13,Experiment,2022_Nov_20_1544,PackagingExperiment,2021.2.3,60.001428033510194,
,1,0,1,0,,,,,,,59.85467989999597,None,['y'],[3.797249200004444],59.85467989999597,None,,,,,,,,,,,,,,,13,Experiment,2022_Nov_20_1544,PackagingExperiment,2021.2.3,60.001428033510194,
,2,0,2,0,,,,,,,76.59449119999772,None,['n'],[2.177731700001459],76.59449119999772,None,,,,,,,,,,,,,,,13,Experiment,2022_Nov_20_1544,PackagingExperiment,2021.2.3,60.001428033510194,
,,,,,,,,,,,,,,,,,78.80360120000114,None,space,13.30404709999857,78.80360120000114,None,,,,,,,,,13,Experiment,2022_Nov_20_1544,PackagingExperiment,2021.2.3,60.001428033510194,
./stimuli/layout11.jpg,,,,,0,0,0,10,,,,,,,,,,,,,,,92.3049813999969,97.30430889999843,,,,,,,13,Experiment,2022_Nov_20_1544,PackagingExperiment,2021.2.3,60.001428033510194,
./stimuli/layout5.jpg,,,,,0,1,1,4,,,,,,,,,,,,,,,97.5043829999995,102.50447759999952,,,,,,,13,Experiment,2022_Nov_20_1544,PackagingExperiment,2021.2.3,60.001428033510194,
./stimuli/layout9.jpg,,,,,0,2,2,8,,,,,,,,,,,,,,,102.73778080000193,107.73797399999603,,,,,,,13,Experiment,2022_Nov_20_1544,PackagingExperiment,2021.2.3,60.001428033510194,
./stimuli/layout4.png,,,,,0,3,3,3,,,,,,,,,,,,,,,107.97159819999797,112.97145489999821,,,,,,,13,Experiment,2022_Nov_20_1544,PackagingExperiment,2021.2.3,60.001428033510194,
./stimuli/layout3.png,,,,,0,4,4,2,,,,,,,,,,,,,,,113.23842789999617,118.23855509999703,,,,,,,13,Experiment,2022_Nov_20_1544,PackagingExperiment,2021.2.3,60.001428033510194,
./stimuli/layout12.jpg,,,,,0,5,5,11,,,,,,,,,,,,,,,118.47162689999823,123.47174319999613,,,,,,,13,Experiment,2022_Nov_20_1544,PackagingExperiment,2021.2.3,60.001428033510194,
./stimuli/layout2.png,,,,,0,6,6,1,,,,,,,,,,,,,,,123.73873849999654,128.7386267999973,,,,,,,13,Experiment,2022_Nov_20_1544,PackagingExperiment,2021.2.3,60.001428033510194,
./stimuli/layout10.jpg,,,,,0,7,7,9,,,,,,,,,,,,,,,128.97196729999996,133.9720440999954,,,,,,,13,Experiment,2022_Nov_20_1544,PackagingExperiment,2021.2.3,60.001428033510194,
./stimuli/layout8.jpg,,,,,0,8,8,7,,,,,,,,,,,,,,,134.20538929999748,139.20552559999487,,,,,,,13,Experiment,2022_Nov_20_1544,PackagingExperiment,2021.2.3,60.001428033510194,
./stimuli/layout6.jpg,,,,,0,9,9,5,,,,,,,,,,,,,,,139.472254100001,144.4723981999996,,,,,,,13,Experiment,2022_Nov_20_1544,PackagingExperiment,2021.2.3,60.001428033510194,
./stimuli/layout1.png,,,,,0,10,10,0,,,,,,,,,,,,,,,144.7224411999996,149.72251609999512,,,,,,,13,Experiment,2022_Nov_20_1544,PackagingExperiment,2021.2.3,60.001428033510194,
./stimuli/layout7.jpg,,,,,0,11,11,6,,,,,,,,,,,,,,,149.97260010000173,154.97268500000064,,,,,,,13,Experiment,2022_Nov_20_1544,PackagingExperiment,2021.2.3,60.001428033510194,
,,,,,,,,,,,,,,,,,,,,,,,,,155.1393867000006,None,space,2.3529404000000795,155.1393867000006,None,13,Experiment,2022_Nov_20_1544,PackagingExperiment,2021.2.3,60.001428033510194,
