stim,calib_loop.thisRepN,calib_loop.thisTrialN,calib_loop.thisN,calib_loop.thisIndex,stimulus_loop.thisRepN,stimulus_loop.thisTrialN,stimulus_loop.thisN,stimulus_loop.thisIndex,calib_instr_text.started,calib_instr_text.stopped,calib_text.started,calib_text.stopped,calib_resp.keys,calib_resp.rt,calib_resp.started,calib_resp.stopped,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,layout.started,layout.stopped,closing_text.started,closing_text.stopped,closing_key_resp.keys,closing_key_resp.rt,closing_key_resp.started,closing_key_resp.stopped,participant,task,date,expName,psychopyVersion,frameRate,
,0,0,0,0,,,,,21.813005499996507,None,52.18571719999818,None,['n'],[8.078801399999065],52.18571719999818,None,,,,,,,,,,,,,,,010,Experiment,2022_Nov_18_0928,PackagingExperiment,2021.2.3,60.001644046214636,
,,,,,,,,,,,,,,,,,60.280797799998254,None,space,17.567584699998406,60.280797799998254,None,,,,,,,,,010,Experiment,2022_Nov_18_0928,PackagingExperiment,2021.2.3,60.001644046214636,
./stimuli/layout9.jpg,,,,,0,0,0,8,,,,,,,,,,,,,,,78.36941849999857,None,,,,,,,010,Experiment,2022_Nov_18_0928,PackagingExperiment,2021.2.3,60.001644046214636,
./stimuli/layout1.png,,,,,0,1,1,0,,,,,,,,,,,,,,,83.47080169999754,None,,,,,,,010,Experiment,2022_Nov_18_0928,PackagingExperiment,2021.2.3,60.001644046214636,
./stimuli/layout4.png,,,,,0,2,2,3,,,,,,,,,,,,,,,88.20891659999688,None,,,,,,,010,Experiment,2022_Nov_18_0928,PackagingExperiment,2021.2.3,60.001644046214636,
./stimuli/layout11.jpg,,,,,0,3,3,10,,,,,,,,,,,,,,,93.33740689999831,None,,,,,,,010,Experiment,2022_Nov_18_0928,PackagingExperiment,2021.2.3,60.001644046214636,
./stimuli/layout7.jpg,,,,,0,4,4,6,,,,,,,,,,,,,,,98.41298189999725,None,,,,,,,010,Experiment,2022_Nov_18_0928,PackagingExperiment,2021.2.3,60.001644046214636,
./stimuli/layout12.jpg,,,,,0,5,5,11,,,,,,,,,,,,,,,103.11264079999819,None,,,,,,,010,Experiment,2022_Nov_18_0928,PackagingExperiment,2021.2.3,60.001644046214636,
./stimuli/layout3.png,,,,,0,6,6,2,,,,,,,,,,,,,,,108.20885969999654,None,,,,,,,010,Experiment,2022_Nov_18_0928,PackagingExperiment,2021.2.3,60.001644046214636,
./stimuli/layout2.png,,,,,0,7,7,1,,,,,,,,,,,,,,,114.2800494999974,None,,,,,,,010,Experiment,2022_Nov_18_0928,PackagingExperiment,2021.2.3,60.001644046214636,
./stimuli/layout6.jpg,,,,,0,8,8,5,,,,,,,,,,,,,,,118.32402809999985,None,,,,,,,010,Experiment,2022_Nov_18_0928,PackagingExperiment,2021.2.3,60.001644046214636,
./stimuli/layout10.jpg,,,,,0,9,9,9,,,,,,,,,,,,,,,123.34209409999676,None,,,,,,,010,Experiment,2022_Nov_18_0928,PackagingExperiment,2021.2.3,60.001644046214636,
./stimuli/layout5.jpg,,,,,0,10,10,4,,,,,,,,,,,,,,,128.23460879999766,None,,,,,,,010,Experiment,2022_Nov_18_0928,PackagingExperiment,2021.2.3,60.001644046214636,
./stimuli/layout8.jpg,,,,,0,11,11,7,,,,,,,,,,,,,,,133.60517419999815,None,,,,,,,010,Experiment,2022_Nov_18_0928,PackagingExperiment,2021.2.3,60.001644046214636,
,,,,,,,,,,,,,,,,,,,,,,,,,137.8827790999967,None,space,8.620875199998409,137.8827790999967,None,010,Experiment,2022_Nov_18_0928,PackagingExperiment,2021.2.3,60.001644046214636,
