calib_loop.thisRepN,calib_loop.thisTrialN,calib_loop.thisN,calib_loop.thisIndex,calib_instr_text.started,calib_instr_text.stopped,participant,task,date,expName,psychopyVersion,frameRate,
,,,,16.955821899999137,None,,,,,,,
